,Time,xPosition0,yPosition0,xVelocity0,yVelocity0,xPosition1,yPosition1,xVelocity1,yVelocity1,xPosition2,yPosition2,xVelocity2,yVelocity2,KineticEnergy,Potential,Energy
435,8.702,0.0,2.0,0.0,0.0,1.96914965,1.64925953,-0.53362858,-2.99834907,3.96178361,1.82170031,-0.72814189,-0.74929425,5.18324455,53.61675082,58.79999537
436,8.722,0.0,2.0,0.0,0.0,1.95726264,1.58802444,-0.65685844,-3.1224906,3.94558547,1.80460059,-0.89218789,-0.96134268,5.95079476,52.84919997,58.79999473
437,8.742,0.0,2.0,0.0,0.0,1.94280632,1.52446815,-0.79040558,-3.230409,3.92608194,1.78322092,-1.05827837,-1.17723718,6.7830619,52.01693222,58.79999412
438,8.762,0.0,2.0,0.0,0.0,1.92558488,1.45891654,-0.93324188,-3.32199744,3.90325737,1.75748828,-1.22397724,-1.39656788,7.67756475,51.12242878,58.79999353
439,8.782,0.0,2.0,0.0,0.0,1.90542136,1.39169563,-1.08441928,-3.3974205,3.87713924,1.7273389,-1.38726848,-1.61880534,8.6317379,50.16825508,58.79999298
440,8.802,0.0,2.0,0.0,0.0,1.882158,1.32312567,-1.24307371,-3.45697982,3.84779242,1.69272054,-1.54660142,-1.84335993,9.64294676,49.15704568,58.79999245
441,8.822,0.0,2.0,0.0,0.0,1.85565473,1.25351871,-1.40830859,-3.50114563,3.81531006,1.65359334,-1.70071853,-2.06959647,10.70851343,48.09147849,58.79999193
442,8.842,0.0,2.0,0.0,0.0,1.82578788,1.18317873,-1.57928619,-3.530357,3.7798044,1.6099297,-1.8488178,-2.29690351,11.8257292,46.9742622,58.79999141
443,8.862,0.0,2.0,0.0,0.0,1.79245004,1.11240235,-1.75523811,-3.54487549,3.74139941,1.56171364,-1.990568,-2.52474115,12.99184094,45.80814993,58.79999088
444,8.882,0.0,2.0,0.0,0.0,1.75555029,1.04148108,-1.93534358,-3.54484693,3.7002236,1.50893956,-2.12593062,-2.75263534,14.20403842,44.5959519,58.79999033
445,8.902,0.0,2.0,0.0,0.0,1.71501493,0.97070473,-2.11866887,-3.53031991,3.6564035,1.45161057,-2.25510165,-2.98018333,15.45944629,43.34054346,58.79998975
446,8.922,0.0,2.0,0.0,0.0,1.67078944,0.90036458,-2.3041746,-3.5011845,3.61005841,1.38973679,-2.37853025,-3.20707083,16.75511148,42.04487766,58.79998914
447,8.942,0.0,2.0,0.0,0.0,1.62284152,0.83075586,-2.49067286,-3.45716846,3.56129628,1.32333371,-2.4969013,-3.43307421,18.08798989,40.7119986,58.79998849
448,8.962,0.0,2.0,0.0,0.0,1.5711649,0.76217972,-2.67676964,-3.39790721,3.51020996,1.25242063,-2.61107727,-3.6580441,19.45494012,39.34504769,58.79998781
449,8.982,0.0,2.0,0.0,0.0,1.5157839,0.69494445,-2.86081244,-3.32302272,3.45687378,1.17701929,-2.72206985,-3.88188877,20.85272627,37.94726084,58.7999871
450,9.003,0.0,2.0,0.0,0.0,1.45371329,0.62613589,-3.04972237,-3.22722631,3.39850652,1.09304269,-2.83645256,-4.11565947,22.34995612,36.45003021,58.79998633
451,9.023,0.0,2.0,0.0,0.0,1.39097161,0.56264239,-3.22318494,-3.11938942,3.34069501,1.00851341,-2.9447181,-4.33706622,23.80050983,34.99947575,58.79998558
452,9.043,0.0,2.0,0.0,0.0,1.32484507,0.50146783,-3.38776938,-2.99530792,3.28071242,0.91956831,-3.05384191,-4.55723725,25.27160638,33.52837844,58.79998482
453,9.063,0.0,2.0,0.0,0.0,1.25553895,0.44293579,-3.54064849,-2.85518211,3.21852514,0.82623273,-3.16548419,-4.77609776,26.75982833,32.04015573,58.79998406
454,9.083,0.0,2.0,0.0,0.0,1.18331779,0.38736267,-3.67873248,-2.69954118,3.15406467,0.72853425,-3.28147779,-4.99348778,28.26180594,30.53817736,58.7999833
455,9.103,0.0,2.0,0.0,0.0,1.10851015,0.33505032,-3.79872399,-2.52931771,3.08722425,0.626505,-3.40381692,-5.20910869,29.77426748,29.02571507,58.79998255
456,9.123,0.0,2.0,0.0,0.0,1.03151212,0.28627729,-3.89718188,-2.3459116,3.01785572,0.52018494,-3.53464841,-5.42246407,31.29409194,27.50588986,58.7999818
457,9.143,0.0,2.0,0.0,0.0,0.95278926,0.241289,-3.97061914,-2.1512334,2.94576673,0.40962649,-3.67624139,-5.6327921,32.81835957,25.98162147,58.79998104
458,9.163,0.0,2.0,0.0,0.0,0.87287652,0.20028736,-4.01560552,-1.94772318,2.87071859,0.29490057,-3.83095496,-5.83899484,34.34439498,24.45558527,58.79998025
459,9.183,0.0,2.0,0.0,0.0,0.79237581,0.16342021,-4.02889356,-1.73833471,2.79242499,0.17610403,-4.00118249,-6.03956459,35.86979638,22.93018301,58.79997939
460,9.203,0.0,2.0,0.0,0.0,0.7119512,0.13077161,-4.00753578,-1.52648379,2.71055189,0.05336855,-4.18929434,-6.23251193,37.39244393,21.40753449,58.79997842
461,9.223,0.0,2.0,0.0,0.0,0.63232169,0.10235339,-3.94900343,-1.31595322,2.62471866,-0.07312899,-4.39756423,-6.41529639,38.91047994,19.88949733,58.79997728
462,9.243,0.0,2.0,0.0,0.0,0.55425188,0.07809914,-3.85127518,-1.11075995,2.53450076,-0.20315484,-4.62810266,-6.58475997,40.42225312,18.37772275,58.79997587
463,9.263,0.0,2.0,0.0,0.0,0.47854117,0.05786117,-3.71290071,-0.9149838,2.4394336,-0.33640537,-4.88279026,-6.73705959,41.92621981,16.8737543,58.79997411
464,9.283,0.0,2.0,0.0,0.0,0.40601207,0.04141119,-3.53301498,-0.7325711,2.33901769,-0.4724926,-5.1632329,-6.86758754,43.42079391,15.37917795,58.79997186
465,9.303,0.0,2.0,0.0,0.0,0.33749872,0.02844518,-3.3113107,-0.56711939,2.23272439,-0.6109279,-5.47073486,-6.97086307,44.90413743,13.89583153,58.79996896
466,9.323,0.0,2.0,0.0,0.0,0.27383646,0.01859252,-3.04796171,-0.42166015,2.12000195,-0.75110294,-5.806303,-7.04036482,46.37387962,12.42608558,58.7999652
467,9.343,0.0,2.0,0.0,0.0,0.21585323,0.01142954,-2.74352109,-0.29844434,2.00028123,-0.89226643,-6.1706691,-7.06826463,47.82674949,10.97321081,58.79996031
468,9.363,0.0,2.0,0.0,0.0,0.16436307,0.00649715,-2.39881883,-0.19874293,1.87298085,-1.03349406,-6.56431918,-7.04500352,49.25809571,9.54185816,58.79995387
469,9.383,0.0,2.0,0.0,0.0,0.12016103,0.00332218,-2.01493308,-0.12265727,1.73751229,-1.17364778,-6.98747512,-6.95864254,50.66125738,8.13868794,58.79994531
470,9.403,0.0,2.0,0.0,0.0,0.08401692,0.00144225,-1.59335145,-0.06895275,1.59328643,-1.31131939,-7.43993897,-6.79391223,52.02672929,6.77320451,58.7999338
471,9.423,0.0,2.0,0.0,0.0,0.05666199,0.00043379,-1.13657003,-0.0349136,1.43972633,-1.44475193,-7.92059665,-6.5309454,53.34105474,5.45886333,58.79991808
472,9.443,0.0,2.0,0.0,0.0,0.03875659,-5.677e-05,-0.64951663,-0.01624652,1.27629527,-1.57173323,-8.42626427,-6.14383631,54.58539498,4.21450145,58.79989643
473,9.463,0.0,2.0,0.0,0.0,0.03081658,-0.00027988,-0.14240242,-0.00703029,1.10255837,-1.68946284,-8.94936543,-5.59966323,55.73384887,3.06601785,58.79986671
474,9.483,0.0,2.0,0.0,0.0,0.03306173,-0.0003525,0.3643257,3.204e-05,0.91830847,-1.79441852,-9.47381872,-4.85983381,56.75197952,2.04784771,58.79982723
475,9.503,0.0,2.0,0.0,0.0,0.04514231,-0.00024276,0.83304327,0.0123191,0.7237953,-1.88230957,-9.96902324,-3.88823768,57.59696473,1.20281444,58.79977917
476,9.523,0.0,2.0,0.0,0.0,0.06573879,0.00020553,1.20428703,0.03419864,0.5200699,-1.94831117,-10.38515073,-2.67238196,58.22222891,0.577502,58.79973091
477,9.543,0.0,2.0,0.0,0.0,0.09218162,0.00117192,1.40590914,0.06277725,0.30933675,-1.98785335,-10.65918235,-1.256044,58.58816815,0.21153145,58.79969959
478,9.563,0.0,2.0,0.0,0.0,0.12048481,0.00268203,1.38549251,0.08600403,0.09499417,-1.99799699,-10.74062636,0.24235831,58.67338913,0.126312,58.79970114
479,9.583,0.0,2.0,0.0,0.0,0.14613489,0.00447838,1.14651087,0.08953303,-0.11895556,-1.97865878,-10.62338079,1.66719467,58.47913045,0.32060416,58.79973461
480,9.603,0.0,2.0,0.0,0.0,0.16526488,0.00609588,0.74552225,0.06826881,-0.32888565,-1.93259644,-10.34798814,2.90115722,58.02901788,0.77076539,58.79978327
481,9.623,0.0,2.0,0.0,0.0,0.1753585,0.00708345,0.25411733,0.02824633,-0.5322117,-1.86418629,-9.97246877,3.90027152,57.36381237,1.43601822,58.79983059
482,9.643,0.0,2.0,0.0,0.0,0.17521021,0.00717637,-0.2710988,-0.0191331,-0.72745115,-1.77808288,-9.54620331,4.67501996,56.529835,2.270034,58.79986901
483,9.663,0.0,2.0,0.0,0.0,0.16452464,0.00634795,-0.7953393,-0.06211359,-0.91394325,-1.67845522,-9.10194796,5.25886778,55.5687849,3.23111287,58.79989777
484,9.683,0.0,2.0,0.0,0.0,0.14352758,0.00478707,-1.30012731,-0.09095204,-1.09153792,-1.56875476,-8.65879397,5.68806507,54.51370027,4.28621842,58.79991869
485,9.703,0.0,2.0,0.0,0.0,0.11271046,0.00285253,-1.77635564,-0.09840399,-1.26037327,-1.45175229,-8.22725372,5.99377771,53.38909884,5.41083502,58.79993386
486,9.723,0.0,2.0,0.0,0.0,0.07269392,0.00102625,-2.21955371,-0.07943349,-1.42074433,-1.32965986,-7.81305147,6.2006907,52.21253335,6.5874116,58.79994495
487,9.743,0.0,2.0,0.0,0.0,0.02416493,-0.00012839,-2.62724683,-0.03089115,-1.57303251,-1.20425426,-7.41938436,6.32786613,50.99626711,7.80368604,58.79995316
488,9.763,0.0,2.0,0.0,0.0,-0.03214814,-2.26e-06,-2.99766707,0.04871971,-1.71766882,-1.07697659,-7.0481282,6.39005985,49.74867873,9.05128055,58.79995928
489,9.783,0.0,2.0,0.0,0.0,-0.09548392,0.00202835,-3.32925701,0.15942294,-1.85511377,-0.94900586,-6.70039653,6.39890742,48.47534883,10.32461504,58.79996387
490,9.803,0.0,2.0,0.0,0.0,-0.16505104,0.0065743,-3.62058035,0.29994832,-1.98584451,-0.82131186,-6.37675809,6.36381574,47.17988278,11.62008454,58.79996732
491,9.823,0.0,2.0,0.0,0.0,-0.24003144,0.01420976,-3.87041681,0.46791838,-2.1103446,-0.69469319,-6.07729426,6.29257476,45.86453829,12.93543161,58.79996991
492,9.843,0.0,2.0,0.0,0.0,-0.31958613,0.02545209,-4.07791622,0.66005489,-2.22909435,-0.56980535,-5.80160071,6.19175051,44.53070921,14.26926262,58.79997183
493,9.863,0.0,2.0,0.0,0.0,-0.40286411,0.04074607,-4.24274597,0.87240582,-2.34256103,-0.44718263,-5.54878548,6.06692656,43.17930175,15.6206715,58.79997325
494,9.883,0.0,2.0,0.0,0.0,-0.48901385,0.06045273,-4.36519876,1.10058635,-2.4511893,-0.32725624,-5.31748533,5.92284963,41.81102429,16.98895003,58.79997432
495,9.903,0.0,2.0,0.0,0.0,-0.57719639,0.08484317,-4.44624326,1.34002181,-2.55539216,-0.21037002,-5.10590852,5.76352075,40.42660544,18.37336969,58.79997512
496,9.923,0.0,2.0,0.0,0.0,-0.66659885,0.11409701,-4.48751564,1.58617679,-2.65554302,-0.09679469,-4.91189993,5.5922611,39.02694927,19.77302649,58.79997576
497,9.943,0.0,2.0,0.0,0.0,-0.75644728,0.14830528,-4.491257,1.83475536,-2.75196922,0.01325913,-4.73302085,5.4117713,37.61323585,21.18674045,58.7999763
498,9.963,0.0,2.0,0.0,0.0,-0.84601769,0.18747679,-4.46020767,2.08186119,-2.8449472,0.11962913,-4.56663439,5.22419373,36.18697414,22.61300264,58.79997678
499,9.983,0.0,2.0,0.0,0.0,-0.93464484,0.23154737,-4.39747471,2.32410941,-2.93469934,0.22219084,-4.4099854,5.03118186,34.75001529,24.04996196,58.79997725
500,10.003,0.0,2.0,0.0,0.0,-1.02172804,0.28039073,-4.30638477,2.55868912,-3.02139242,0.32084859,-4.26027082,4.83397578,33.30453454,25.49544317,58.79997771
501,10.023,0.0,2.0,0.0,0.0,-1.10673416,0.33383013,-4.19033985,2.78337653,-3.10513715,0.41552805,-4.11469296,4.63348139,31.85299046,26.94698772,58.79997818
502,10.043,0.0,2.0,0.0,0.0,-1.18919778,0.39164993,-4.05268341,2.99650478,-3.18598876,0.50617032,-3.97049847,4.43034966,30.39807002,28.40190863,58.79997865
503,10.063,0.0,2.0,0.0,0.0,-1.26871882,0.45360616,-3.89658794,3.19689627,-3.26394808,0.59272764,-3.82500161,4.22505316,28.94262744,29.85735166,58.7999791
504,10.083,0.0,2.0,0.0,0.0,-1.34495818,0.51943558,-3.72496659,3.3837681,-3.33896294,0.6751605,-3.67559573,4.01795744,27.48962436,31.31035517,58.79997953
505,10.103,0.0,2.0,0.0,0.0,-1.41763177,0.5888627,-3.54040767,3.55662292,-3.41092967,0.75343617,-3.51975553,3.80938604,26.04207705,32.75790286,58.79997991
506,10.123,0.0,2.0,0.0,0.0,-1.48650358,0.66160423,-3.34513488,3.71513176,-3.47969461,0.82752842,-3.35502889,3.59967796,24.60301586,34.19696437,58.79998023
507,10.143,0.0,2.0,0.0,0.0,-1.55137819,0.7373707,-3.14098447,3.85899967,-3.54505588,0.8974184,-3.17904255,3.3892398,23.17545993,35.62452055,58.79998048
508,10.163,0.0,2.0,0.0,0.0,-1.61209349,0.8158648,-2.9294307,3.98778188,-3.60676578,0.96309654,-2.9895475,3.17859411,21.76241166,37.037569,58.79998066
509,10.183,0.0,2.0,0.0,0.0,-1.66851388,0.89677675,-2.7116478,4.10066563,-3.66453429,1.02456527,-2.78455001,2.96842465,20.36687802,38.43310274,58.79998076
510,10.203,0.0,2.0,0.0,0.0,-1.72052475,0.97977637,-2.48860868,4.19631358,-3.71803455,1.08184249,-2.56246146,2.75960495,18.99192453,39.80805628,58.79998082
511,10.223,0.0,2.0,0.0,0.0,-1.76802908,1.06450182,-2.26116239,4.27282165,-3.76691232,1.13496551,-2.3222412,2.55320202,17.64075247,41.1592284,58.79998087
512,10.243,0.0,2.0,0.0,0.0,-1.8109475,1.15054556,-2.03020385,4.32762656,-3.81080146,1.18399484,-2.06369819,2.35045553,16.31678536,42.48319563,58.79998099
513,10.263,0.0,2.0,0.0,0.0,-1.84922209,1.23744072,-1.79699027,4.35742051,-3.84934605,1.22901698,-1.78805012,2.15270717,15.02377948,43.7762018,58.79998128
514,10.283,0.0,2.0,0.0,0.0,-1.88282434,1.32465115,-1.56333791,4.35851816,-3.88222938,1.27014499,-1.49823175,1.96124448,13.76594212,45.03403971,58.79998183
515,10.303,0.0,2.0,0.0,0.0,-1.91176864,1.41156768,-1.33171095,4.32746676,-3.90921142,1.3075155,-1.19893471,1.77709252,12.54796243,46.25202032,58.79998275
516,10.323,0.0,2.0,0.0,0.0,-1.93612832,1.49751788,-1.10545645,4.26158615,-3.93016786,1.34128086,-0.89685071,1.60076199,11.37496531,47.42501879,58.7999841
517,10.343,0.0,2.0,0.0,0.0,-1.95604951,1.58179213,-0.88858416,4.15986761,-3.9451207,1.37159668,-0.60000648,1.4320324,10.25240246,48.54758339,58.79998584
518,10.363,0.0,2.0,0.0,0.0,-1.97176127,1.66368226,-0.68521931,4.02357584,-3.95425662,1.39860631,-0.31651958,1.26990953,9.18577147,49.61421642,58.79998788
519,10.383,0.0,2.0,0.0,0.0,-1.98357468,1.74252807,-0.49930226,3.85620823,-3.9579206,1.4224258,-0.05384507,1.1127025,8.18032539,50.61966466,58.79999005
520,10.403,0.0,2.0,0.0,0.0,-1.99186969,1.81775927,-0.33383303,3.66311405,-3.95658539,1.44313337,0.18262422,0.95834867,7.24081639,51.55917577,58.79999216
521,10.423,0.0,2.0,0.0,0.0,-1.99707569,1.88892326,-0.19057555,3.45056612,-3.95080913,1.46076496,0.39000665,0.80477547,6.37124716,52.4287469,58.79999407
522,10.443,0.0,2.0,0.0,0.0,-1.9996454,1.95569478,-0.07018913,3.22487981,-3.94118431,1.47531707,0.56758009,0.65013501,5.57479951,53.22519616,58.79999568
523,10.463,0.0,2.0,0.0,0.0,-2.00003163,2.01786853,0.02788655,2.99165824,-3.92829484,1.4867542,0.716753,0.49307179,4.85382568,53.94617128,58.79999696
524,10.483,0.0,2.0,0.0,0.0,-1.99866978,2.07534129,0.10492212,2.75542601,-3.91268588,1.49501792,0.84008816,0.33270087,4.20990956,54.59008837,58.79999793
525,10.503,0.0,2.0,0.0,0.0,-1.99596402,2.12808858,0.16258835,2.51957826,-3.89484306,1.5000368,0.94069614,0.16854412,3.64401297,55.15598567,58.79999864
526,10.523,0.0,2.0,0.0,0.0,-1.99228132,2.17614192,0.20291173,2.28635488,-3.87518563,1.50173409,1.02206123,0.00053084,3.15660062,55.64339851,58.79999913
527,10.543,0.0,2.0,0.0,0.0,-1.98794939,2.21956935,0.22788491,2.05712608,-3.85406653,1.50003346,1.08744391,-0.17118802,2.74776941,56.05223004,58.79999945
528,10.563,0.0,2.0,0.0,0.0,-1.98325603,2.25845879,0.23937588,1.83261345,-3.83177534,1.49486358,1.13975078,-0.34632739,2.41737369,56.38262597,58.79999966
529,10.583,0.0,2.0,0.0,0.0,-1.97845163,2.29290616,0.23923228,1.61294911,-3.80854545,1.48616052,1.18166629,-0.52445426,2.1651122,56.63488757,58.79999977
530,10.603,0.0,2.0,0.0,0.0,-1.9737523,2.32300711,0.22914769,1.39790384,-3.7845619,1.47386897,1.21548268,-0.70509023,1.99059708,56.80940275,58.79999983
531,10.623,0.0,2.0,0.0,0.0,-1.96934225,2.34885054,0.21059265,1.18706887,-3.75996783,1.45794314,1.24305669,-0.88777926,1.89341187,56.90658798,58.79999985
532,10.643,0.0,2.0,0.0,0.0,-1.96537627,2.37051439,0.18494547,0.9798498,-3.73487106,1.43834701,1.26597633,-1.07205132,1.87315028,56.92684956,58.79999984
533,10.663,0.0,2.0,0.0,0.0,-1.96198244,2.38806341,0.15354198,0.77550089,-3.70935033,1.41505392,1.28561209,-1.25742093,1.9294413,56.87055853,58.79999983
534,10.683,0.0,2.0,0.0,0.0,-1.9592641,2.40154778,0.11760869,0.5732416,-3.68346044,1.38804621,1.30307131,-1.44343472,2.06196818,56.73803163,58.79999981
535,10.703,0.0,2.0,0.0,0.0,-1.95730078,2.41100199,0.07827438,0.37231156,-3.65723623,1.3573149,1.31921809,-1.6296885,2.27048187,56.52951792,58.79999979
536,10.723,0.0,2.0,0.0,0.0,-1.95614907,2.41644458,0.03664364,0.17194205,-3.63069626,1.32285928,1.33476111,-1.81579805,2.5548083,56.24519148,58.79999978
537,10.743,0.0,2.0,0.0,0.0,-1.95584307,2.41787844,-0.006149,-0.02865297,-3.60384606,1.2846863,1.35029688,-2.00138497,2.91485112,55.88514865,58.79999977
538,10.763,0.0,2.0,0.0,0.0,-1.95639456,2.41529142,-0.04894566,-0.23023801,-3.57668085,1.24281001,1.36630484,-2.18608997,3.35059175,55.44940801,58.79999977
539,10.783,0.0,2.0,0.0,0.0,-1.95779248,2.40865702,-0.09058163,-0.43351505,-3.54918781,1.1972511,1.38314383,-2.3695879,3.86208701,54.93791277,58.79999977
540,10.803,0.0,2.0,0.0,0.0,-1.96000208,2.39793528,-0.12986511,-0.63911036,-3.52134778,1.14803651,1.40106868,-2.55158935,4.44946432,54.35053546,58.79999978
541,10.823,0.0,2.0,0.0,0.0,-1.96296379,2.38307397,-0.16554837,-0.84758503,-3.49313698,1.09519896,1.42026488,-2.73182532,5.11291427,53.68708552,58.79999979
542,10.843,0.0,2.0,0.0,0.0,-1.96659196,2.36401007,-0.19629245,-1.05943373,-3.4645283,1.03877655,1.44086642,-2.9100402,5.85268028,52.94731952,58.7999998
543,10.863,0.0,2.0,0.0,0.0,-1.97077336,2.34067157,-0.22066574,-1.27507294,-3.43549246,0.97881233,1.46296952,-3.08598547,6.66904525,52.13095456,58.7999998
544,10.883,0.0,2.0,0.0,0.0,-1.97536556,2.31297944,-0.23714273,-1.49481342,-3.40599886,0.91535405,1.48663254,-3.25942475,7.56231491,51.23768489,58.79999979
545,10.903,0.0,2.0,0.0,0.0,-1.98019502,2.28084984,-0.24411681,-1.7188404,-3.37601613,0.84845397,1.51188664,-3.43012953,8.53279757,50.26720219,58.79999976
546,10.923,0.0,2.0,0.0,0.0,-1.98505524,2.2441966,-0.23989697,-1.94719629,-3.34551244,0.77816885,1.53874639,-3.59787363,9.58077953,49.21922016,58.79999969
547,10.943,0.0,2.0,0.0,0.0,-1.98970484,2.20293399,-0.22270624,-2.17977381,-3.31445555,0.70456023,1.56723006,-3.76241535,10.7064956,48.09350398,58.79999958
548,10.963,0.0,2.0,0.0,0.0,-1.99386562,2.15697982,-0.19067301,-2.41630851,-3.28281253,0.62769496,1.5973789,-3.92347618,11.91009385,46.88990556,58.7999994
549,10.983,0.0,2.0,0.0,0.0,-1.99722088,2.10625871,-0.14182806,-2.65637056,-3.25054915,0.54764614,1.62927795,-4.08071326,13.19159356,45.60840558,58.79999914
550,11.003,0.0,2.0,0.0,0.0,-1.9994136,2.05070574,-0.07410763,-2.89935341,-3.21762895,0.46449457,1.66307658,-4.23368693,14.55083542,44.24916336,58.79999878
551,11.023,0.0,2.0,0.0,0.0,-2.00004491,1.99027018,0.01464077,-3.14445757,-3.18401175,0.378331,1.69900845,-4.38182467,15.98742245,42.81257584,58.79999828
552,11.043,0.0,2.0,0.0,0.0,-1.99867238,1.92491948,0.12664555,-3.3906771,-3.1496518,0.2892592,1.73741785,-4.52437277,17.50065001,41.29934761,58.79999762
553,11.063,0.0,2.0,0.0,0.0,-1.99480838,1.85464345,0.26421046,-3.63678115,-3.11449511,0.19740018,1.77878885,-4.66034022,19.08942253,39.7105742,58.79999674
554,11.083,0.0,2.0,0.0,0.0,-1.98791824,1.77945873,0.42971767,-3.88130254,-3.07847617,0.10289795,1.82379119,-4.78841578,20.75215335,38.04784225,58.79999559
555,11.103,0.0,2.0,0.0,0.0,-1.97741816,1.69941365,0.62565922,-4.12251227,-3.04151362,0.00592696,1.87333697,-4.90686621,22.48664216,36.31335195,58.7999941
556,11.123,0.0,2.0,0.0,0.0,-1.96267284,1.61459395,0.85466943,-4.35838536,-3.00350464,-0.09329806,1.92866456,-5.0133935,24.28992207,34.51007011,58.79999218
557,11.143,0.0,2.0,0.0,0.0,-1.94299278,1.52512959,1.11955896,-4.58651778,-2.96431763,-0.19450955,1.99143987,-5.10497189,26.15806417,32.64192552,58.79998969
558,11.163,0.0,2.0,0.0,0.0,-1.91763132,1.4312037,1.42329408,-4.80399213,-2.92378255,-0.29737099,2.06389056,-5.17765364,28.08592394,30.71406252,58.79998646
559,11.183,0.0,2.0,0.0,0.0,-1.88578188,1.3330647,1.76892118,-5.00715652,-2.88167799,-0.40145621,2.14897625,-5.22635855,30.0668106,28.73317165,58.79998225
560,11.203,0.0,2.0,0.0,0.0,-1.8465765,1.23104362,2.15942644,-5.19131137,-2.8377138,-0.50622356,2.2506332,-5.24460901,32.0920549,26.70792181,58.79997671
561,11.223,0.0,2.0,0.0,0.0,-1.79908908,1.12557957,2.59747856,-5.3502455,-2.79150821,-0.61098452,2.37410873,-5.22421955,34.15044196,24.64952742,58.79996938
562,11.243,0.0,2.0,0.0,0.0,-1.74234899,1.01725675,3.08477309,-5.47554805,-2.74255865,-0.71486846,2.52631315,-5.15511816,36.2274764,22.57248327,58.79995967
563,11.263,0.0,2.0,0.0,0.0,-1.67537397,0.90685667,3.6205957,-5.55575204,-2.69020656,-0.8167876,2.71600468,-5.02565902,38.304512,20.49543489,58.79994689
564,11.283,0.0,2.0,0.0,0.0,-1.59723679,0.79542724,4.19959823,-5.57557395,-2.63360044,-0.91541307,2.95358501,-4.8237472,40.35792585,18.44200467,58.79993052
565,11.303,0.0,2.0,0.0,0.0,-1.50718639,0.68436227,4.80885991,-5.51583171,-2.57167118,-1.00918706,3.25004481,-4.53927592,42.35867514,16.4412355,58.79991064
566,11.323,0.0,2.0,0.0,0.0,-1.40483692,0.57546481,5.42447231,-5.35532988,-2.50314811,-1.09641005,3.61396245,-4.16900034,44.27287318,14.52701564,58.79988882
567,11.343,0.0,2.0,0.0,0.0,-1.29040314,0.47093937,6.01044316,-5.07637275,-2.42665497,-1.17544013,4.04629952,-3.72304967,46.06431298,12.7355557,58.79986868
568,11.363,0.0,2.0,0.0,0.0,-1.1649013,0.37323953,6.52408972,-4.67335891,-2.34091619,-1.24500733,4.53525746,-3.22879149,47.69884241,11.10101271,58.79985512
569,11.383,0.0,2.0,0.0,0.0,-1.0301727,0.28474289,6.92812924,-4.16005565,-2.24503696,-1.30454387,5.05517113,-2.72740083,49.1492541,9.6505976,58.79985171
570,11.403,0.0,2.0,0.0,0.0,-0.8886368,0.20736045,7.20354409,-3.56828297,-2.13872215,-1.35434046,5.57336632,-2.26112859,50.39940274,8.4004555,58.79985824
571,11.423,0.0,2.0,0.0,0.0,-0.74287122,0.14227358,7.35309247,-2.93697835,-2.02230516,-1.39542159,6.06142385,-1.85932154,51.4458732,7.35399804,58.79987125
572,11.443,0.0,2.0,0.0,0.0,-0.59523658,0.08991185,7.39397041,-2.30071396,-1.89658319,-1.42922298,6.50206782,-1.53367035,52.29655693,6.50332963,58.79988656
573,11.463,0.0,2.0,0.0,0.0,-0.44769128,0.05011284,7.34768743,-1.68391852,-1.76257764,-1.45726024,6.889624,-1.28166492,52.96683795,5.83306334,58.79990129
574,11.483,0.0,2.0,0.0,0.0,-0.30178112,0.02232809,7.233281,-1.1010994,-1.62133542,-1.48091077,7.22656052,-1.09297444,53.47527198,5.32464214,58.79991413
575,11.503,0.0,2.0,0.0,0.0,-0.15871711,0.00579058,7.06504326,-0.56005301,-1.47380861,-1.50131454,7.51938588,-0.95475806,53.8406113,4.9593135,58.79992481
576,11.523,0.0,2.0,0.0,0.0,-0.01947079,-0.00037977,6.85282841,-0.0648354,-1.32080153,-1.51935295,7.77593906,-0.85439358,54.08033873,4.71959483,58.79993356
577,11.543,0.0,2.0,0.0,0.0,0.11514785,0.00287671,6.60319676,0.38226362,-1.16296102,-1.53566616,8.00392591,-0.78049092,54.21016451,4.58977623,58.79994074
578,11.563,0.0,2.0,0.0,0.0,0.24443819,0.01457971,6.32067444,0.77949165,-1.00078858,-1.55068195,8.21015494,-0.72313653,54.24405163,4.55589503,58.79994666
579,11.583,0.0,2.0,0.0,0.0,0.36777911,0.03371348,6.00878331,1.12505322,-0.83466165,-1.564644,8.40022249,-0.6737607,54.19445653,4.60549504,58.79995157
580,11.603,0.0,2.0,0.0,0.0,0.48461558,0.05922537,5.67072236,1.41702555,-0.66485825,-1.57763546,8.57844247,-0.62486263,54.07259101,4.72736461,58.79995562
581,11.623,0.0,2.0,0.0,0.0,0.5944562,0.0900247,5.30974365,1.65350313,-0.49158251,-1.58959745,8.74786827,-0.56973435,53.88862336,4.91133552,58.79995888
582,11.643,0.0,2.0,0.0,0.0,0.69687655,0.12498481,4.92932528,1.83283346,-0.31498989,-1.60034304,8.91032009,-0.50225932,53.65179736,5.14816404,58.79996139
583,11.663,0.0,2.0,0.0,0.0,0.79152453,0.16295015,4.53319024,1.95384446,-0.13521165,-1.6095678,9.06641756,-0.41676145,53.37046977,5.42949335,58.79996312
584,11.683,0.0,2.0,0.0,0.0,0.87812467,0.20274797,4.12521453,2.01605572,0.04762143,-1.61685749,9.21561048,-0.30788952,53.05207403,5.74789,58.79996403
585,11.703,0.0,2.0,0.0,0.0,0.95647933,0.24320412,3.70924945,2.01983779,0.23335611,-1.6216932,9.35621156,-0.17049339,52.70301944,6.0969446,58.79996404
