,Time,xPosition0,yPosition0,xVelocity0,yVelocity0,xPosition1,yPosition1,xVelocity1,yVelocity1,xPosition2,yPosition2,xVelocity2,yVelocity2,xPosition3,yPosition3,xVelocity3,yVelocity3,xPosition4,yPosition4,xVelocity4,yVelocity4,xPosition5,yPosition5,xVelocity5,yVelocity5,xPosition6,yPosition6,xVelocity6,yVelocity6,xPosition7,yPosition7,xVelocity7,yVelocity7,KineticEnergy,Potential,Energy
161,3.221,0.0,4.0,0.0,0.0,-0.42536463,3.08949646,0.64615772,-0.18695936,-0.96696561,2.24376816,2.14660851,-1.02632165,-1.57928979,1.448635,2.67372907,-1.30467182,-2.23331003,0.688108,4.26261281,-2.54273971,-3.09090994,0.16908087,5.28114816,-4.05562594,-3.97714073,-0.29781169,5.13490489,-3.6222427,-4.86773559,-0.75471804,4.49958464,-2.29310416,74.46561674,104.12298816,178.5886049
162,3.241,0.0,4.0,0.0,0.0,-0.412728,3.08546418,0.62496106,-0.22119698,-0.92386563,2.22283607,2.16556179,-1.06884682,-1.52552751,1.42158709,2.70539588,-1.4039053,-2.14830036,0.63723726,4.2460923,-2.55909132,-2.98455039,0.08706309,5.35034324,-4.15184989,-3.87376186,-0.37150017,5.18920977,-3.75551115,-4.77673742,-0.8017918,4.58004231,-2.42591237,76.94879591,100.8833379,177.83213382
163,3.261,0.0,4.0,0.0,0.0,-0.40016159,3.08054246,0.63496682,-0.27234678,-0.88030804,2.20097339,2.19048038,-1.1186784,-1.47107004,1.39236722,2.73966591,-1.52194341,-2.06337154,0.58533984,4.24551785,-2.63829228,-2.8771043,0.00286992,5.39123132,-4.2707537,-3.76997142,-0.44821274,5.18827976,-3.91799355,-4.68505641,-0.85199039,4.58788527,-2.59524423,79.34585343,97.7055248,177.05137823
164,3.281,0.0,4.0,0.0,0.0,-0.3872994,3.07450825,0.65013394,-0.33360056,-0.83638679,2.17803799,2.19537821,-1.17666324,-1.41603535,1.36055684,2.76321391,-1.66313434,-1.9787575,0.53164366,4.2085394,-2.72733769,-2.76905866,-0.08366963,5.41403605,-4.37676673,-3.66611633,-0.52809623,5.2074615,-4.06539211,-4.59290818,-0.90544637,4.64271243,-2.74512682,81.7465843,94.49998141,176.24656571
165,3.301,0.0,4.0,0.0,0.0,-0.37424416,3.06711918,0.65396118,-0.40492558,-0.79288153,2.15395932,2.14503493,-1.22470226,-1.3604763,1.3258222,2.79999728,-1.80656842,-1.89533415,0.47672841,4.1303065,-2.74712166,-2.66045294,-0.17165231,5.45344733,-4.40505518,-3.56122949,-0.61050154,5.2952132,-4.16789017,-4.49876472,-0.96155621,4.78665707,-2.86191638,84.03016264,91.38797259,175.41813523
166,3.321,0.0,4.0,0.0,0.0,-0.361111,3.05854614,0.66326166,-0.44089144,-0.75097416,2.12967366,2.03845548,-1.18027634,-1.30359265,1.2887261,2.90424119,-1.8869544,-1.81362808,0.42258593,4.04220589,-2.64662365,-2.55072383,-0.25909971,5.52547895,-4.32183004,-3.45388936,-0.69448892,5.44937311,-4.22517704,-4.40099899,-1.01977121,5.00101106,-2.95786043,86.01894202,88.5492359,174.56817793
167,3.341,0.0,4.0,0.0,0.0,-0.3474962,3.05004534,0.70413907,-0.39660384,-0.71162974,2.10781558,1.88909948,-0.98197008,-1.24370491,1.25112302,3.09865331,-1.85436838,-1.73357378,0.37168406,3.96738118,-2.4249767,-2.43931259,-0.34375019,5.62042841,-4.12446198,-3.34296663,-0.77924155,5.65176332,-4.24501952,-4.29842722,-1.07979202,5.264076,-3.0440424,87.69337003,86.00661275,173.69998278
168,3.361,0.0,4.0,0.0,0.0,-0.33280308,3.04294309,0.76627038,-0.31408353,-0.67575328,2.09094599,1.6906362,-0.70340558,-1.17934244,1.21519671,3.33971334,-1.7275004,-1.65483117,0.32627442,3.91019847,-2.10351183,-2.32583104,-0.42321324,5.72964484,-3.80067761,-3.22753648,-0.86400075,5.90092765,-4.22422517,-4.19020123,-1.14148667,5.56775354,-3.12513814,89.29828976,83.51735435,172.8156441
169,3.381,0.0,4.0,0.0,0.0,-0.31690532,3.03730424,0.82074059,-0.25564644,-0.64422142,2.07936731,1.46272202,-0.46867794,-1.11036747,1.18228173,3.546496,-1.56171729,-1.57713021,0.2877981,3.86209635,-1.74610203,-2.21030055,-0.49494047,5.81679901,-3.35623253,-3.1066494,-0.94784348,6.19546054,-4.15206792,-4.0753504,-1.20472169,5.92952667,-3.19754219,91.09292484,80.82153931,171.91446415
170,3.401,0.0,4.0,0.0,0.0,-0.30012241,3.03254648,0.85370408,-0.22268188,-0.61701853,2.07161079,1.26932967,-0.32025,-1.03811069,1.15282916,3.66384171,-1.37978468,-1.50023763,0.25615832,3.83463239,-1.42814605,-2.09358922,-0.55706509,5.84639441,-2.85580611,-2.97964914,-1.02977129,6.50415317,-4.03768308,-3.95276692,-1.26934932,6.33030144,-3.2672585,93.12712395,77.86700119,170.99412515
171,3.421,0.0,4.0,0.0,0.0,-0.28292311,3.02837158,0.86273489,-0.19352864,-0.59285055,2.06617812,1.16537296,-0.22882967,-0.96441468,1.12736483,3.69415258,-1.15901185,-1.423387,0.23029739,3.86211831,-1.16744508,-1.97669966,-0.60943687,5.84199198,-2.39596574,-2.84676341,-1.10935511,6.77673979,-3.92662246,-3.82255132,-1.33552922,6.6754882,-3.35647555,95.25066929,74.8021688,170.05283809
172,3.441,0.0,4.0,0.0,0.0,-0.26573218,3.02492777,0.85446763,-0.14740065,-0.56970804,2.06233681,1.16518097,-0.1577155,-0.89078625,1.10668726,3.66023475,-0.90883049,-1.34543637,0.20904258,3.93835314,-0.97193376,-1.85999914,-0.6536126,5.82590399,-2.04248761,-2.70902046,-1.18708132,6.98945468,-3.85296376,-3.68651233,-1.40378229,6.91566845,-3.47328126,97.25690345,71.83385603,169.09075948
173,3.461,0.0,4.0,0.0,0.0,-0.24881967,3.02250357,0.83520564,-0.09901219,-0.54577064,2.05965079,1.23609441,-0.12163107,-0.81838236,1.09072909,3.57195704,-0.70169582,-1.26586843,0.19076586,4.01644345,-0.87394126,-1.74396669,-0.6918906,5.77005052,-1.80205783,-2.56753841,-1.2635631,7.1547406,-3.79539312,-3.54624235,-1.47451393,7.11184318,-3.60113534,99.03982366,69.06982127,168.10964493
174,3.481,0.0,4.0,0.0,0.0,-0.23239923,3.02063057,0.8055943,-0.09901197,-0.52015441,2.05686479,1.32590755,-0.17358362,-0.74827122,1.07787553,3.43290387,-0.60349046,-1.18494478,0.17344148,4.07368893,-0.87203663,-1.62951769,-0.72617973,5.67160741,-1.63728054,-2.42302015,-1.3387778,7.29598041,-3.72463408,-3.40208128,-1.5478119,7.30423138,-3.72990602,100.58370459,66.52816991,167.1118745
175,3.501,0.0,4.0,0.0,0.0,-0.21661731,3.01823733,0.77362276,-0.14212781,-0.49274866,2.05227098,1.41582927,-0.28788099,-0.68122136,1.06598594,3.27380475,-0.59434805,-1.103039,0.15548755,4.11594599,-0.93098128,-1.51722022,-0.75781688,5.55892783,-1.5408354,-2.27588737,-1.41252911,7.41361673,-3.65438431,-3.25428856,-1.62372399,7.47040079,-3.86342202,101.95496649,64.14459242,166.09955891
176,3.521,0.0,4.0,0.0,0.0,-0.20139022,3.015125,0.75112666,-0.16120536,-0.4634412,2.04561449,1.51825711,-0.36644139,-0.61717474,1.05401399,3.13673348,-0.6006965,-1.02039062,0.13601215,4.14903688,-1.01874912,-1.40716297,-0.78842402,5.45025624,-1.53438267,-2.12677501,-1.48515133,7.49316964,-3.61546278,-3.10360247,-1.70238335,7.59184872,-4.00498652,103.21836098,61.85570955,165.07407053
177,3.541,0.0,4.0,0.0,0.0,-0.18654204,3.01200786,0.73343083,-0.15002007,-0.43191997,2.03796438,1.63626569,-0.39574652,-0.55566323,1.04208981,3.01383619,-0.58994136,-0.93708809,0.11479726,4.18344556,-1.09917943,-1.29911929,-0.81951151,5.35799841,-1.5758784,-1.97636135,-1.55732363,7.54859334,-3.60305925,-2.95093902,-1.78395397,7.67251495,-4.15363421,104.40502945,59.63129547,164.03632492
178,3.561,0.0,4.0,0.0,0.0,-0.1721067,3.00898776,0.70887029,-0.15658667,-0.3979359,2.02968518,1.76418377,-0.43731298,-0.49685377,1.03036363,2.85941595,-0.58743361,-0.85303368,0.09218716,4.2231667,-1.16058561,-1.1928695,-0.85126714,5.26546969,-1.59179827,-1.82485355,-1.62896708,7.60534038,-3.54698142,-2.79663802,-1.86846862,7.76875647,-4.29621739,105.51318523,57.47386337,162.9870486
179,3.581,0.0,4.0,0.0,0.0,-0.15822649,3.00565539,0.67902203,-0.17630485,-0.36127456,2.02035876,1.90524158,-0.49445583,-0.44165311,1.01840313,2.65359929,-0.6105971,-0.76820941,0.06840901,4.25961516,-1.21461697,-1.08867175,-0.8828132,5.15344948,-1.55429462,-1.67215456,-1.69841598,7.66623201,-3.37977376,-2.63974664,-1.95563839,7.93320592,-4.41827901,106.51271141,55.41448654,161.92719795
180,3.601,0.0,4.0,0.0,0.0,-0.14493672,3.00201314,0.65126682,-0.18482698,-0.32161579,2.01012829,2.06367109,-0.51893555,-0.39092532,1.00613071,2.41775399,-0.60554721,-0.68266482,0.04396253,4.29664769,-1.21541515,-0.98669802,-0.91310862,5.05002253,-1.46843647,-1.5182987,-1.76362488,7.71887804,-3.13573528,-2.47913789,-2.04508195,8.12949845,-4.52604407,107.39187315,53.46602903,160.85790218
181,3.621,0.0,4.0,0.0,0.0,-0.13207969,2.99845606,0.63863031,-0.1646379,-0.27870899,2.00011254,2.22558296,-0.46893186,-0.34492509,0.99473116,2.18587357,-0.52215111,-0.59637409,0.02046154,4.33111418,-1.12013231,-0.88646892,-0.94130451,4.97911082,-1.34649442,-1.36356779,-1.82369727,7.75180018,-2.86744184,-2.3146703,-2.13662166,8.31998535,-4.62731949,108.11173244,51.66880635,159.78053878
182,3.641,0.0,4.0,0.0,0.0,-0.11918858,2.99561064,0.65649424,-0.11997136,-0.23282393,1.99176708,2.35416833,-0.36304162,-0.30332355,0.98551763,1.9805627,-0.39887479,-0.50965675,-0.00040779,4.33338753,-0.95898989,-0.7874108,-0.96674557,4.93134946,-1.19056916,-1.20849366,-1.87789009,7.75048791,-2.53624222,-2.14615407,-2.23000392,8.54372532,-4.70635285,108.64108687,50.05577028,158.69685715
183,3.661,0.0,4.0,0.0,0.0,-0.10558305,2.99342049,0.71053037,-0.10851201,-0.18505928,1.98537655,2.40740716,-0.28633081,-0.26540218,0.97861494,1.82287511,-0.29753286,-0.42348239,-0.01756386,4.27260345,-0.74765538,-0.6890559,-0.98851527,4.91142748,-0.97479676,-1.05390663,-1.92439187,7.70099147,-2.09645789,-1.9725168,-2.32457312,8.83314389,-4.74383474,108.96045207,48.64843482,157.60888688
184,3.681,0.0,4.0,0.0,0.0,-0.09049845,2.99102669,0.80554365,-0.12986816,-0.1372127,1.98005022,2.36035116,-0.24471394,-0.22983587,0.9734735,1.75226697,-0.21563703,-0.3393088,-0.02998334,4.13242422,-0.48882211,-0.59072277,-1.00535799,4.92895735,-0.70527607,-0.90093209,-1.96120236,7.58505226,-1.57816773,-1.79246791,-2.41938495,9.18350006,-4.72872961,109.12147386,47.39710888,156.51858274
185,3.701,0.0,4.0,0.0,0.0,-0.07308007,2.98857289,0.94243529,-0.10244129,-0.09132531,1.97601662,2.21349097,-0.14277509,-0.19454814,0.9702444,1.79602313,-0.09719654,-0.25866111,-0.03700823,3.9247058,-0.21293466,-0.49174274,-1.01676815,4.97348992,-0.44072866,-0.75111595,-1.98757923,7.38453434,-1.07025943,-1.6049142,-2.51328487,9.57901227,-4.65210031,109.25428416,46.17264102,155.42692518
186,3.721,0.0,4.0,0.0,0.0,-0.05268481,2.98735896,1.09677776,-0.01352408,-0.04919908,1.97484642,1.99010203,0.03102591,-0.15734887,0.96995021,1.93726474,0.07234693,-0.18256778,-0.03851605,3.68213996,0.05891714,-0.39172987,-1.02320586,5.02966173,-0.20879644,-0.60604558,-2.00465175,7.11499573,-0.65577553,-1.40929557,-2.60505773,9.98504586,-4.51635806,109.48867881,44.84485503,154.33353384
187,3.741,0.0,4.0,0.0,0.0,-0.0293862,2.98801672,1.22582382,0.07465589,-0.01192322,1.97710145,1.73827946,0.18276335,-0.11673655,0.97298079,2.12800536,0.21772231,-0.11147311,-0.03505074,3.42765001,0.26916911,-0.29062154,-1.02540307,5.07973487,-0.02093837,-0.46690156,-2.01445971,6.79193488,-0.33861364,-1.20551329,-2.69341578,10.39953358,-4.30388357,109.84158888,43.39552637,153.23711525
188,3.761,0.0,4.0,0.0,0.0,-0.00402977,2.99007002,1.30006945,0.12205001,0.02052011,1.98151278,1.51492676,0.24006169,-0.07227201,0.97790552,2.31462364,0.25390913,-0.04541247,-0.02872684,3.18377604,0.33681047,-0.18873172,-1.02457267,5.10517275,0.08818768,-0.33475211,-2.01871439,6.41803243,-0.10264282,-0.99318208,-2.77638421,10.83898076,-3.97208562,110.13137142,42.00590503,152.13727645
189,3.781,0.0,4.0,0.0,0.0,0.02223813,2.99253241,1.31890635,0.11623775,0.04906207,1.98602806,1.34992369,0.19835914,-0.02442032,0.98244849,2.46347208,0.18873148,0.01615786,-0.02247224,2.98368402,0.27197758,-0.0866756,-1.02252176,5.09561321,0.10123352,-0.21028631,-2.01939712,6.03365754,0.00888683,-0.77210997,-2.85150534,11.26254446,-3.52566661,110.17558948,40.86004188,151.03563136
190,3.801,0.0,4.0,0.0,0.0,0.04844692,2.99456335,1.29633932,0.08742622,0.07488466,1.9891755,1.24075617,0.11579687,0.02594638,0.98521063,2.56660729,0.08568155,0.0743241,-0.01832705,2.84325991,0.1337557,0.01483646,-1.0210979,5.05142948,0.02820023,-0.09312415,-2.01939472,5.69467975,-0.03223802,-0.54323277,-2.91693457,11.61357663,-3.00809884,109.90491413,40.03011786,149.93503199
191,3.821,0.0,4.0,0.0,0.0,0.07385933,2.9961182,1.23943141,0.06911375,0.09894549,1.99074014,1.1708003,0.04195851,0.0779954,0.98588132,2.63448856,-0.01790171,0.13019158,-0.01737524,2.75049612,-0.04186597,0.1151447,-1.0217998,4.97494319,-0.10428666,0.01794419,-2.02138462,5.42651347,-0.17691495,-0.30819186,-2.9713331,11.87960299,-2.41652819,109.31259565,39.52604773,148.83864339
192,3.841,0.0,4.0,0.0,0.0,0.09776392,2.99722723,1.14387133,0.03638976,0.1218942,1.99075465,1.12915837,-0.04617498,0.13117845,0.98448657,2.68145028,-0.12272234,0.18454249,-0.01997976,2.69058196,-0.21434053,0.2135273,-1.02524648,4.85531013,-0.23330377,0.12449611,-2.02653665,5.24724846,-0.33171932,-0.06867524,-3.01277577,12.05945201,-1.70370445,108.34120946,39.40862749,147.74983695
193,3.861,0.0,4.0,0.0,0.0,0.11923787,2.99736933,0.99209066,-0.0249062,0.14434306,1.988702,1.12357299,-0.15980213,0.18507935,0.98097205,2.70338337,-0.22540639,0.23806563,-0.02565265,2.67096649,-0.34235309,0.30885904,-1.03067804,4.66471028,-0.29621415,0.22861773,-2.03412491,5.18996662,-0.40901307,0.17340447,-3.03837499,12.1300543,-0.82772594,106.82841609,39.84476361,146.6731797
194,3.881,0.0,4.0,0.0,0.0,0.13688257,2.9962755,0.75678413,-0.07984293,0.16720017,1.98461411,1.17310748,-0.23577906,0.23895773,0.97584513,2.67369654,-0.2714265,0.29177726,-0.03306616,2.71219305,-0.37798663,0.39948979,-1.03649298,4.38505353,-0.26790328,0.33311272,-2.04206864,5.28803582,-0.36304584,0.41547037,-3.04492152,12.05176416,0.18751133,104.70391612,40.91074321,145.61465933
195,3.901,0.0,4.0,0.0,0.0,0.14889941,2.99443965,0.43247419,-0.09624404,0.19169188,1.97999009,1.2860128,-0.20554545,0.29147363,0.97095455,2.56373773,-0.19326557,0.34696592,-0.03969584,2.81639825,-0.25413234,0.4837842,-1.04058081,4.03800555,-0.11897218,0.44108468,-2.04774041,5.53009473,-0.18186304,0.65431852,-3.03086571,11.8107356,1.20494809,102.1896001,42.39002609,144.57962619
196,3.921,0.0,4.0,0.0,0.0,0.15391816,2.99272826,0.07066592,-0.06726866,0.21887109,1.97725782,1.43300162,-0.04716963,0.34094398,0.96905752,2.37266282,0.02319963,0.40466356,-0.04209472,2.95703567,0.03576537,0.56087828,-1.04050789,3.6740863,0.13880296,0.55482729,-2.04850178,5.8537543,0.12595423,0.88698832,-2.99755123,11.44118728,2.10384946,99.78403638,43.78565349,143.56968987
197,3.941,0.0,4.0,0.0,0.0,0.15213074,2.99201703,-0.23061014,0.00019261,0.24878752,1.97870776,1.54783372,0.19882929,0.38610544,0.97231866,2.14272043,0.30371814,0.46522343,-0.03784696,3.09643157,0.38910609,0.63096452,-1.03481042,3.34540447,0.43130795,0.67536206,-2.04189882,6.20107575,0.55490217,1.11129295,-2.94756866,10.97881225,2.87534991,97.92613044,44.65518692,142.58131735
198,3.961,0.0,4.0,0.0,0.0,0.14568855,2.99268279,-0.38506298,0.05965104,0.28019377,1.98502076,1.57682214,0.41738362,0.42679039,0.9808786,1.93431778,0.53783892,0.52825814,-0.02679097,3.19876893,0.70630213,0.69522941,-1.02332582,3.09943949,0.71452966,0.80264735,-2.02554797,6.5193594,1.09617639,1.32567697,-2.88334785,10.45553771,3.52614092,96.57345817,45.03536301,141.60882118
199,3.981,0.0,4.0,0.0,0.0,0.13783614,2.99408308,-0.3757081,0.07501051,0.31122133,1.99463117,1.51177668,0.52556187,0.46389593,0.99317477,1.78898075,0.67596117,0.5927151,-0.01009964,3.23540068,0.94783236,0.75573415,-1.00642278,2.97399915,0.96782309,0.93556492,-1.99768117,6.75782633,1.69274169,1.52934206,-2.80743276,9.91386332,4.04347881,95.34069839,45.3082652,140.64896359
200,4.001,0.0,4.0,0.0,0.0,0.13142179,2.99568821,-0.2523744,0.08976393,0.34017027,2.00555724,1.37406267,0.56078239,0.49881271,1.00740407,1.71351127,0.73829657,0.65718584,0.01043638,3.20190902,1.08886953,0.8150545,-0.98510528,2.97928434,1.14880473,1.07224736,-1.95810512,6.89501992,2.25046485,1.72231965,-2.72253513,9.39318167,4.42410575,93.89984462,45.80240353,139.70224815
201,4.021,0.0,4.0,0.0,0.0,0.12807141,2.99781818,-0.07904635,0.12388037,0.36594807,2.01687999,1.20222091,0.56625416,0.53274394,1.02248238,1.6856181,0.76567199,0.72043903,0.03289511,3.11809675,1.14694149,0.87554266,-0.96109589,3.08162272,1.23820143,1.21068985,-1.90854293,6.93633048,2.67970317,1.90545121,-2.63145525,8.93666724,4.66004695,92.07811376,46.6935673,138.77168106
202,4.041,0.0,4.0,0.0,0.0,0.12824464,3.00054033,0.09232904,0.14404533,0.38832704,2.02790892,1.04084923,0.52815662,0.5663822,1.03779804,1.68129317,0.75717447,0.7817589,0.05592842,3.01407265,1.14510393,0.93857179,-0.93609248,3.22581781,1.24978105,1.34918595,-1.85199945,6.90609805,2.95090279,2.08035471,-2.53707549,8.56966154,4.76008584,89.82746695,48.03392364,137.86139059
203,4.061,0.0,4.0,0.0,0.0,0.13150209,3.00340182,0.22539685,0.137477,0.40783992,2.03767293,0.91817388,0.4405293,0.60006592,1.05229735,1.68894667,0.67977936,0.8410619,0.07809849,2.92060435,1.05550699,1.00468484,-0.91165467,3.38949716,1.18042432,1.48667486,-1.79131703,6.84131354,3.10220659,2.24856941,-2.44160063,8.25935992,4.78017687,87.22097252,49.75443804,136.97541056
204,4.081,0.0,4.0,0.0,0.0,0.13695246,3.00582321,0.31330077,0.09885533,0.42533561,2.04522737,0.83781952,0.30814289,0.63397009,1.06452351,1.70233299,0.53462548,0.89872167,0.09759835,2.84925523,0.8864637,1.0742176,-0.88931661,3.56444267,1.04729861,1.62270547,-1.72845928,6.76090998,3.17225518,2.41087564,-2.34617284,7.97953112,4.75612055,84.43072536,51.68580313,136.11652849
205,4.101,0.0,4.0,0.0,0.0,0.14386392,3.0071961,0.37598077,0.03810329,0.44151347,2.04984043,0.78174437,0.15396898,0.66813908,1.07354905,1.71386329,0.37013881,0.95509186,0.11345958,2.78913319,0.70172541,1.14714096,-0.86985331,3.72521118,0.89973287,1.7569782,-1.66488896,6.66598943,3.17585655,2.56802698,-2.25171275,7.74530228,4.68347987,81.62827265,53.65741303,135.28568568
206,4.121,0.0,4.0,0.0,0.0,0.15199778,3.0075171,0.43969634,0.00162077,0.45656277,2.05161878,0.72059827,0.03293812,0.70244847,1.07957321,1.71573022,0.24090449,1.01026018,0.12579487,2.72690047,0.53608366,1.22313593,-0.85325042,3.87627523,0.7656754,1.88924345,-1.60170564,6.56005922,3.14031222,2.72081642,-2.1590388,7.5353066,4.58390057,78.86975781,55.61286328,134.48262109
207,4.141,0.0,4.0,0.0,0.0,0.16160839,3.00753819,0.52712276,0.00437706,0.47022371,2.05145817,0.64401897,-0.04517205,0.73671647,1.08352666,1.71125733,0.1626038,1.06402282,0.13514542,2.64463668,0.40841017,1.30230416,-0.838791,4.04587679,0.69901029,2.01919601,-1.53927103,6.43092475,3.10708011,2.86925406,-2.06833368,7.30449444,4.49015242,76.09800212,57.60911163,133.70711375
208,4.161,0.0,4.0,0.0,0.0,0.17333742,3.00771835,0.65225859,0.01358195,0.48232434,2.04984808,0.56770835,-0.11480431,0.77089255,1.08639689,1.70639192,0.13320992,1.11576127,0.14261705,2.52271765,0.35268865,1.38510269,-0.82431541,4.23783169,0.77651879,2.14615503,-1.47727529,6.25859881,3.0972588,3.01269618,-1.97934742,7.03431355,4.41242226,73.22770882,59.7320428,132.95975162
209,4.181,0.0,4.0,0.0,0.0,0.18787306,3.00821624,0.80322851,0.04387103,0.49301203,2.04710395,0.50364656,-0.14745583,0.80488646,1.08926537,1.6894501,0.1658977,1.1646934,0.14977482,2.3675416,0.37520907,1.47184261,-0.80669378,4.43592599,1.00836788,2.26922368,-1.41529016,6.04405113,3.10286944,3.15030928,-1.89175659,6.72280554,4.34947818,70.25848766,61.98313514,132.2416228
210,4.201,0.0,4.0,0.0,0.0,0.20540288,3.00983473,0.94529484,0.12553001,0.50260854,2.04458586,0.46166023,-0.08800817,0.83822811,1.09356151,1.63801221,0.27663099,1.21038882,0.15808777,2.20259321,0.4681315,1.56230765,-0.78326642,4.60212181,1.34919518,2.38772538,-1.35321828,5.80489468,3.10263645,3.28146748,-1.80539388,6.3957333,4.28579636,67.2784256,64.27490311,131.55332871
211,4.221,0.0,4.0,0.0,0.0,0.22538228,3.01336706,1.04291891,0.22685604,0.51180334,2.04407748,0.46852707,0.04446272,0.87013198,1.10068537,1.54753393,0.43893659,1.25285285,0.16893737,2.04836808,0.62515976,1.65542506,-0.75224607,4.69874916,1.76334913,2.50129886,-1.29129842,5.55131961,3.08859494,3.40622758,-1.72046306,6.08412246,4.20592765,64.3926933,66.501764,130.8944573
212,4.241,0.0,4.0,0.0,0.0,0.24665384,3.01876961,1.07210298,0.3083994,0.52179952,2.04646764,0.54217614,0.19336864,0.90000767,1.11097723,1.43990714,0.58137851,1.29260863,0.18320176,1.93860561,0.79869135,1.74988867,-0.71246999,4.74381883,2.2172646,2.60962833,-1.22968698,5.2797619,3.07472339,3.52472505,-1.63719127,5.7607656,4.12396925,61.66336316,68.60033909,130.26370225
213,4.261,0.0,4.0,0.0,0.0,0.26779296,3.02546282,1.03171206,0.35423042,0.5338505,2.05165288,0.66982869,0.31904233,0.92777283,1.12347643,1.33951583,0.65645964,1.33089978,0.20064194,1.90424342,0.93850786,1.84499714,-0.66366543,4.76260206,2.65642246,2.71236708,-1.16826188,4.9944045,3.06940999,3.63635488,-1.55545249,5.39999236,4.05123308,59.0746345,70.58488989,129.65952439
214,4.281,0.0,4.0,0.0,0.0,0.28758838,3.03266792,0.94188877,0.36047327,0.54874074,2.05894744,0.81996263,0.403783,0.95370069,1.13681307,1.25660166,0.66933508,1.36921876,0.22049692,1.93673079,1.04193834,1.94001663,-0.60670864,4.72975585,3.02300304,2.80942731,-1.10696048,4.71661673,3.05868186,3.74081286,-1.47525705,5.05572123,3.9647462,56.55338451,72.52744257,129.08082708
215,4.301,0.0,4.0,0.0,0.0,0.3052886,3.0397264,0.82551669,0.34371169,0.56653736,2.06760236,0.95442193,0.45828509,0.97814295,1.15001844,1.19083408,0.64675908,1.40860018,0.2420598,2.00623058,1.10604453,2.03380524,-0.54359299,4.64463781,3.26604339,2.90125338,-1.04609809,4.47484255,3.02344998,3.83896989,-1.3970808,4.77087123,3.84940276,53.99476006,74.53268441,128.52744447
216,4.321,0.0,4.0,0.0,0.0,0.32055815,3.04636848,0.70236101,0.31819801,0.58665253,2.07710826,1.0512107,0.48560433,1.00147016,1.16246141,1.14664219,0.59062271,1.44960153,0.26433338,2.0975235,1.1118347,2.12566796,-0.47695898,4.54119433,3.3794462,2.98869254,-0.98621067,4.27629956,2.9626134,3.93193469,-1.32144069,4.5332563,3.71269666,51.33813445,76.66197552,128.00010997
217,4.341,0.0,4.0,0.0,0.0,0.33348296,3.05224624,0.59407335,0.26245666,0.60840953,2.08662467,1.12221336,0.45459817,1.02420091,1.17333266,1.13166372,0.48956537,1.49258669,0.28625007,2.20325282,1.076275,2.21534966,-0.4090069,4.42568843,3.40564927,3.07246023,-0.92770209,4.10451941,2.88763618,4.02050051,-1.24868693,4.32882107,3.56173628,48.60810063,78.89163924,127.49973986
218,4.361,0.0,4.0,0.0,0.0,0.34444252,3.05664563,0.50336382,0.17597163,0.63145335,2.09495154,1.17994939,0.37526991,1.04689349,1.18185901,1.14072356,0.36187209,1.53777548,0.3073113,2.31732469,1.02989678,2.30259742,-0.34111331,4.29898364,3.37643437,3.15293785,-0.87073539,3.94583923,2.81015234,4.1051613,-1.17903246,4.13882042,3.40417961,45.87338903,81.15334948,127.02673851
219,4.381,0.0,4.0,0.0,0.0,0.35358692,3.05938189,0.40924205,0.10206018,0.65547471,2.10175724,1.21916113,0.31263051,1.0698772,1.18792141,1.15793471,0.25187631,1.58527165,0.32752323,2.43101709,0.9973474,2.38723298,-0.27425039,4.16296445,3.30502802,3.23032478,-0.81528092,3.79477941,2.73669508,4.18603121,-1.11254447,3.94977735,3.24508579,43.17272214,83.40818713,126.58090927
220,4.401,0.0,4.0,0.0,0.0,0.3607418,3.06085851,0.30535065,0.0475016,0.68010789,2.10776785,1.24239626,0.29567358,1.09319115,1.19237618,1.17400037,0.2071969,1.63483655,0.34762599,2.52050154,1.02804933,2.46889343,-0.20907023,3.99680791,3.2120757,3.30472042,-0.76125271,3.64484205,2.66813503,4.263201,-1.04927202,3.77001594,3.08228347,40.48335054,85.67864516,126.1619957
221,4.421,0.0,4.0,0.0,0.0,0.36578794,3.06136379,0.19960953,0.0063982,0.70506723,2.11384447,1.25029368,0.31872922,1.11690302,1.19675483,1.20088205,0.24385753,1.6859019,0.36927175,2.58450493,1.15162403,2.54677802,-0.14584371,3.78587179,3.10872672,3.37600958,-0.70844311,3.48164842,2.61887507,4.33678256,-0.98926238,3.5842258,2.9208104,37.78369632,87.98633839,125.77003471
222,4.441,0.0,4.0,0.0,0.0,0.36877119,3.06129604,0.10122197,-0.00838133,0.72991751,2.12077637,1.22913657,0.38005773,1.14139476,1.20261611,1.25343491,0.35390375,1.73818068,0.39418096,2.64313623,1.3501046,2.62010962,-0.08491076,3.54419798,2.98005052,3.4438401,-0.65624693,3.299717,2.6077366,4.40623574,-0.93236311,3.35374032,2.7721963,35.11697227,90.28801729,125.40498956
223,4.461,0.0,4.0,0.0,0.0,0.36999853,3.06118035,0.02693196,-0.00025385,0.75398186,2.12917621,1.17136583,0.46136828,1.1672088,1.21134032,1.33150678,0.52844971,1.79145903,0.423618,2.67785634,1.60017312,2.68836325,-0.0268244,3.27802305,2.82681988,3.50793031,-0.60400439,3.1103693,2.61702044,4.47076932,-0.87834483,3.10273441,2.62974942,32.58570182,92.48035293,125.06605475
