,Time,xPosition0,yPosition0,xVelocity0,yVelocity0,xPosition1,yPosition1,xVelocity1,yVelocity1,xPosition2,yPosition2,xVelocity2,yVelocity2,xPosition3,yPosition3,xVelocity3,yVelocity3,xPosition4,yPosition4,xVelocity4,yVelocity4,xPosition5,yPosition5,xVelocity5,yVelocity5,xPosition6,yPosition6,xVelocity6,yVelocity6,xPosition7,yPosition7,xVelocity7,yVelocity7,KineticEnergy,Potential,Energy
1227,24.548,0.0,4.0,0.0,0.0,0.00148119,2.99314062,0.0145928,-0.00094269,0.00817717,1.98728112,-0.07454687,-0.00189044,0.01529961,0.9824035,-0.26853016,-0.0027656,0.04096149,-0.02118889,-0.34060357,-0.00354277,0.07309397,-1.02361245,-0.36986793,-0.00336526,0.10169959,-2.02516274,-0.57417456,-0.00843017,0.13499491,-3.02558803,-0.7549418,-0.01410539,0.61530564,38.5717715,39.18707714
1228,24.568,0.0,4.0,0.0,0.0,0.00182183,2.99312703,0.01903321,-0.00010361,0.00667601,1.98725183,-0.07583484,-0.00060877,0.0100819,0.98236197,-0.25292986,-0.00114666,0.03415779,-0.02125544,-0.33971064,-0.00315722,0.06563581,-1.02368664,-0.37622845,-0.00427679,0.09020261,-2.02533709,-0.57551609,-0.00918099,0.11987304,-3.02587457,-0.75731137,-0.01460248,0.61605232,38.56486807,39.18092039
1229,24.588,0.0,4.0,0.0,0.0,0.00222414,2.99313841,0.02072815,0.00099405,0.00513602,1.98725927,-0.0783459,0.00101833,0.00519703,0.98235769,-0.23532364,0.00048091,0.02738089,-0.02131595,-0.33789701,-0.00286536,0.05803949,-1.02378457,-0.38367588,-0.00532965,0.07868747,-2.02553018,-0.57600772,-0.00996896,0.10471101,-3.02617129,-0.75896239,-0.01500461,0.61574936,38.55901191,39.17476128
1230,24.608,0.0,4.0,0.0,0.0,0.00263175,2.99315191,0.01955319,5.513e-05,0.00353773,1.98727289,-0.08158507,-6.443e-05,0.00067979,0.98236746,-0.21627278,0.00015439,0.02065084,-0.02137037,-0.33499605,-0.0026971,0.05028409,-1.0238912,-0.39211069,-0.00524185,0.06717026,-2.0257259,-0.57573403,-0.00934168,0.08952295,-3.02646667,-0.75992094,-0.01416118,0.6145288,38.55408086,39.16860967
1231,24.628,0.0,4.0,0.0,0.0,0.00298703,2.99313943,0.01550448,-0.00109184,0.00187134,1.98725298,-0.08507857,-0.00172409,-0.00344805,0.98235549,-0.19650732,-0.00137687,0.01399086,-0.0214321,-0.33087542,-0.00364505,0.04235195,-1.02399701,-0.40130732,-0.00546442,0.05566571,-2.02589618,-0.57475112,-0.00760524,0.07432247,-3.02672084,-0.76020006,-0.01097278,0.61254521,38.5499288,39.16247401
1232,24.648,0.0,4.0,0.0,0.0,0.0032335,2.99311738,0.00870114,-0.00099118,0.00013626,1.98721597,-0.08838754,-0.00170333,-0.00717968,0.98232001,-0.17676186,-0.00179835,0.00742569,-0.02151274,-0.32552002,-0.00404217,0.03423058,-1.02410955,-0.41098675,-0.00561892,0.04418728,-2.02603193,-0.57313854,-0.00613043,0.05912369,-3.02690782,-0.75973737,-0.00811885,0.6099267,38.54643458,39.15636128
1233,24.668,0.0,4.0,0.0,0.0,0.00331844,2.99310123,-0.00059191,-0.00056961,-0.00166005,1.98719266,-0.09114738,-0.00046677,-0.01052213,0.9822993,-0.15769179,6.07e-06,0.00097983,-0.02157528,-0.31893608,-0.00189015,0.02591326,-1.02421255,-0.42085844,-0.00451633,0.03274655,-2.02614859,-0.57099818,-0.00565761,0.04394192,-3.02706425,-0.75850392,-0.00784152,0.60675103,38.54352641,39.15027744
1234,24.688,0.0,4.0,0.0,0.0,0.00319606,2.99309958,-0.01195006,0.00051159,-0.00350364,1.98720254,-0.09307857,0.00147685,-0.01349524,0.98232174,-0.13992381,0.00204269,-0.00532152,-0.02158891,-0.31105613,0.00023389,0.01739879,-1.02429039,-0.43066467,-0.00340977,0.02135307,-2.0262575,-0.56842747,-0.00508552,0.02879214,-3.02721936,-0.75654457,-0.00727784,0.60308984,38.54113784,39.14422768
1235,24.708,0.0,4.0,0.0,0.0,0.00283054,2.99311815,-0.02480458,0.00103756,-0.00537619,1.98724305,-0.09403061,0.00212378,-0.01613061,0.98236791,-0.12399118,0.00219905,-0.01145223,-0.02157819,-0.30188343,0.00066624,0.00869091,-1.02435285,-0.44015541,-0.00278401,0.01001451,-2.02634357,-0.56552359,-0.00330105,0.01368864,-3.02733647,-0.75387289,-0.00408844,0.59894436,38.53927245,39.1382168
1236,24.728,0.0,4.0,0.0,0.0,0.00219834,2.99312764,-0.03850973,-0.00026744,-0.00725767,1.98726938,-0.09397246,0.00026888,-0.01846933,0.98239825,-0.11032069,0.0007173,-0.0173877,-0.02156254,-0.29156429,0.00097153,-0.00020095,-1.02439454,-0.44899976,-0.00121718,-0.00126352,-2.02638336,-0.56238978,-0.00064205,-0.00135413,-3.02737971,-0.75046893,-0.00036038,0.59429225,38.53795751,39.13224976
1237,24.748,0.0,4.0,0.0,0.0,0.00128915,2.99311223,-0.05239229,-0.00091541,-0.00912808,1.9872598,-0.0929342,-0.00075053,-0.02056021,0.98240114,-0.09924941,-0.00011582,-0.02310735,-0.02153801,-0.28034432,0.00146909,-0.00925989,-1.02440271,-0.45680226,0.00018351,-0.01247738,-2.02637412,-0.55912202,0.00131053,-0.01632151,-3.02735765,-0.74633551,0.00238688,0.58906928,38.53726255,39.12633183
1238,24.768,0.0,4.0,0.0,0.0,0.00010648,2.9931051,-0.0657366,0.00038431,-0.01096893,1.98725863,-0.09105214,0.00089623,-0.02245727,0.98240723,-0.0909503,0.00096562,-0.02859587,-0.02150278,-0.26848948,0.00216629,-0.01846158,-1.02439482,-0.46322842,0.00058321,-0.0236253,-2.02634187,-0.55580691,0.00170145,-0.03119908,-3.02729418,-0.74149021,0.00361798,0.58315144,38.53731791,39.12046934
1239,24.788,0.0,4.0,0.0,0.0,-0.0013315,2.9931242,-0.07780665,0.00125126,-0.01276586,1.98729221,-0.08859305,0.00211767,-0.02421647,0.98244109,-0.08546202,0.00225124,-0.03384285,-0.02144586,-0.25622455,0.00356562,-0.02777597,-1.02437397,-0.46803918,0.00165436,-0.034707,-2.02630947,-0.55250906,0.00158667,-0.04597283,-3.02722478,-0.7359539,0.0032373,0.57642601,38.53824373,39.11466975
1240,24.808,0.0,4.0,0.0,0.0,-0.00299243,2.99314556,-0.08793058,0.00078575,-0.01451037,1.98732928,-0.08585685,0.00134976,-0.02589375,0.98248497,-0.08274101,0.00175493,-0.03884259,-0.02136837,-0.24381666,0.003763,-0.03716873,-1.02432908,-0.47103284,0.00266449,-0.04572338,-2.02627249,-0.54928457,0.00231901,-0.06062885,-3.02715465,-0.72971044,0.00427799,0.56875454,38.54018723,39.10894177
1241,24.828,0.0,4.0,0.0,0.0,-0.00483164,2.99315605,-0.09555743,0.0002749,-0.01619977,1.98734167,-0.08312986,-0.0001532,-0.02754306,0.98249916,-0.08262712,-0.00045416,-0.04359569,-0.02131071,-0.23161779,0.00185204,-0.04660137,-1.0242739,-0.4719881,0.00281879,-0.05667643,-2.02620978,-0.54617766,0.00403248,-0.07515281,-3.0270367,-0.72275103,0.00766333,0.56002718,38.54326829,39.10329547
1242,24.848,0.0,4.0,0.0,0.0,-0.0067949,2.99315466,-0.10027886,-0.00043625,-0.01783709,1.98732367,-0.08069255,-0.00152126,-0.02921392,0.98247242,-0.08484194,-0.00186809,-0.04810986,-0.02128711,-0.21997597,0.00090322,-0.05603083,-1.02421137,-0.47068207,0.00363759,-0.06756857,-2.02611352,-0.54319168,0.00542523,-0.08953102,-3.02685692,-0.71514927,0.00985562,0.55016931,38.54757242,39.09774172
1243,24.868,0.0,4.0,0.0,0.0,-0.00882105,2.99314485,-0.10180949,-0.00021943,-0.01943058,1.98729309,-0.07878251,-0.00109369,-0.03094953,0.9824401,-0.08904394,-0.00103914,-0.05239952,-0.02126208,-0.20921998,0.00170356,-0.06541043,-1.02412396,-0.46699158,0.00506565,-0.0784021,-2.02599992,-0.54031454,0.00581728,-0.10375131,-3.02665836,-0.70695734,0.00983322,0.53912236,38.55316984,39.0922922
1244,24.888,0.0,4.0,0.0,0.0,-0.01084464,2.99315652,-0.10002078,0.0014211,-0.02099282,1.98729305,-0.07759742,0.00112114,-0.03278615,0.98243713,-0.09488908,0.00070541,-0.05648563,-0.02122178,-0.19966794,0.00220987,-0.07469206,-1.0240134,-0.46087875,0.00592781,-0.08917911,-2.02588089,-0.53753584,0.00621452,-0.1178016,-3.02645935,-0.69813937,0.0103566,0.5269195,38.56003919,39.08695868
1245,24.908,0.0,4.0,0.0,0.0,-0.01279992,2.99319171,-0.09501102,0.00169268,-0.02254,1.98732504,-0.07729681,0.00154954,-0.03475347,0.9824598,-0.10206349,0.00123564,-0.06039497,-0.02117532,-0.19158034,0.00245256,-0.08382689,-1.02388226,-0.45230406,0.00744096,-0.09990115,-2.0257419,-0.53480263,0.00799451,-0.13166915,-3.02623279,-0.68868559,0.0125394,0.51364593,38.56810644,39.08175237
1246,24.928,0.0,4.0,0.0,0.0,-0.01462495,2.99321317,-0.08704804,0.00042956,-0.02409046,1.98733986,-0.07791715,-0.00012491,-0.03687456,0.98247588,-0.1101936,0.00027715,-0.06415929,-0.02112465,-0.18520496,0.00252695,-0.09276575,-1.02370873,-0.44129776,0.00989646,-0.11056832,-2.02555059,-0.53203679,0.01128314,-0.14534154,-3.02594871,-0.6786237,0.01611293,0.49946023,38.57722305,39.07668329
1247,24.948,0.0,4.0,0.0,0.0,-0.0162643,2.99321704,-0.0765188,0.00026327,-0.02566179,1.98733073,-0.07936268,-0.00034795,-0.03916394,0.98247636,-0.11881878,9.077e-05,-0.06781488,-0.02107669,-0.18072361,0.00233958,-0.10146165,-1.02349295,-0.42804483,0.0115324,-0.12117925,-2.02529141,-0.52915956,0.01448501,-0.15880696,-3.02558307,-0.6680038,0.0203474,0.48457814,38.58718138,39.07175952
1248,24.968,0.0,4.0,0.0,0.0,-0.01767198,2.99323171,-0.06398972,0.00123721,-0.02726909,1.98733955,-0.08148588,0.00138003,-0.0416274,0.9824939,-0.12755098,0.00197534,-0.07140007,-0.02102052,-0.17815813,0.00366023,-0.10987197,-1.02324663,-0.41277224,0.01325825,-0.13173037,-2.02497941,-0.52602973,0.01651418,-0.17205562,-3.02515065,-0.65696767,0.02236085,0.46920408,38.597783,39.06698708
1249,24.988,0.0,4.0,0.0,0.0,-0.01881513,2.99326371,-0.05019266,0.00188502,-0.02892401,1.98738575,-0.08408581,0.00315634,-0.04426417,0.98256134,-0.13610838,0.00470659,-0.0749531,-0.02092062,-0.17751849,0.006282,-0.11795867,-1.0229594,-0.39572673,0.01536894,-0.14221528,-2.02463637,-0.52252146,0.01776156,-0.18507987,-3.02470232,-0.64554554,0.02248892,0.45355898,38.60881084,39.06236982
1250,25.008,0.0,4.0,0.0,0.0,-0.01967629,2.99330581,-0.03592351,0.00227443,-0.03063344,1.98746064,-0.08688822,0.00411927,-0.04706838,0.98267096,-0.14426498,0.00583043,-0.07851319,-0.02078253,-0.17886615,0.00707966,-0.12568927,-1.02264186,-0.37721033,0.01611368,-0.15262548,-2.02426606,-0.51853787,0.01940844,-0.19787084,-3.02423895,-0.63362496,0.0242626,0.43781328,38.62009627,39.05790956
1251,25.028,0.0,4.0,0.0,0.0,-0.0202542,2.99334735,-0.02199943,0.00158651,-0.03239857,1.98753755,-0.08960927,0.00321309,-0.0500301,0.98277956,-0.15182756,0.00481661,-0.0821192,-0.02064845,-0.18206315,0.00631132,-0.13303769,-1.02232073,-0.35756886,0.01599338,-0.16295,-2.02385682,-0.5139227,0.02148951,-0.21041869,-3.02372384,-0.62125705,0.02715116,0.4220877,38.63151904,39.05360673
1252,25.048,0.0,4.0,0.0,0.0,-0.02056343,2.99336216,-0.009164,-1.891e-05,-0.03421486,1.98758265,-0.09195108,0.00145407,-0.05313535,0.98286361,-0.15858254,0.00376894,-0.08580477,-0.02052494,-0.18676162,0.00617122,-0.13998573,-1.02200204,-0.33725255,0.01578998,-0.17317456,-2.02341344,-0.50851894,0.02256447,-0.22271625,-3.02316681,-0.60861684,0.02810683,0.40645772,38.64300298,39.0494607
1253,25.068,0.0,4.0,0.0,0.0,-0.02063209,2.99335953,0.00196025,0.0001352,-0.03607151,1.98761249,-0.0936002,0.0020155,-0.056366,0.98294077,-0.16434877,0.00421926,-0.08959654,-0.02040089,-0.19263526,0.00618224,-0.14652506,-1.02169876,-0.31677255,0.01422503,-0.18328229,-2.0229677,-0.50222331,0.02168927,-0.23475888,-3.02261493,-0.59575817,0.02680904,0.3909181,38.6545524,39.0454705
1254,25.088,0.0,4.0,0.0,0.0,-0.02050044,2.99337345,0.01077135,0.00111148,-0.03795247,1.98767166,-0.09436307,0.00373552,-0.05970165,0.98303807,-0.16909201,0.00545017,-0.09351512,-0.02027818,-0.19939921,0.00613501,-0.15265648,-1.02144101,-0.29650154,0.01155186,-0.19325425,-2.022555,-0.49491389,0.01950757,-0.24654204,-3.02210289,-0.58266512,0.02424742,0.37545429,38.666181,39.0416353
1255,25.108,0.0,4.0,0.0,0.0,-0.02022001,2.9933919,0.01677674,0.0004358,-0.03983921,1.98774529,-0.0941701,0.00316661,-0.0631225,0.98314804,-0.17287908,0.0051592,-0.09757584,-0.0201557,-0.20681411,0.00597181,-0.15838671,-1.02123228,-0.27670114,0.00939803,-0.20306853,-2.0221842,-0.48642776,0.01777192,-0.25806079,-3.02164586,-0.56929863,0.02166463,0.36001558,38.67793894,39.03795452
1256,25.128,0.0,4.0,0.0,0.0,-0.01984981,2.99338591,0.01972582,-0.00097851,-0.04171205,1.98778807,-0.09296329,0.00109761,-0.0666096,0.98323144,-0.17571018,0.00301131,-0.10178921,-0.02005017,-0.21460529,0.00430244,-0.16372907,-1.02106873,-0.25779165,0.00677074,-0.21270034,-2.02183659,-0.47665161,0.01712412,-0.26930856,-3.02122051,-0.55555368,0.02130999,0.34453845,38.68988982,39.03442827
1257,25.148,0.0,4.0,0.0,0.0,-0.01945193,2.99335805,0.0195411,-0.0016849,-0.04355053,1.98779446,-0.09074639,-0.00026933,-0.0701433,0.98327004,-0.17753096,0.00108873,-0.1061583,-0.01998607,-0.22229086,0.0023468,-0.1687058,-1.02096407,-0.24018481,0.00384761,-0.22212319,-2.02149776,-0.46551943,0.01671551,-0.28027819,-3.02078718,-0.54151842,0.02182363,0.3289833,38.70207379,39.03105709
1258,25.168,0.0,4.0,0.0,0.0,-0.01908884,2.99332175,0.0162692,-0.0018508,-0.04533557,1.9877852,-0.08764727,-0.00042135,-0.07370303,0.98328973,-0.17831209,0.00129537,-0.11067541,-0.01993897,-0.22933648,0.00280678,-0.17334565,-1.02090381,-0.22414454,0.00243222,-0.23130958,-2.0211721,-0.4530013,0.01574756,-0.29096598,-3.02036334,-0.52737779,0.02022487,0.31329577,38.71454628,39.02784205
1259,25.188,0.0,4.0,0.0,0.0,-0.01882025,2.99329102,0.01014559,-0.00100557,-0.04705149,1.98778835,-0.08387656,0.00096037,-0.07726819,0.98333334,-0.1780888,0.00314166,-0.11532447,-0.01986589,-0.23546388,0.00442876,-0.177683,-1.02086287,-0.20998824,0.00164604,-0.24023149,-2.0208684,-0.43905359,0.01475899,-0.30136926,-3.01997917,-0.51302441,0.0185102,0.29747441,38.72731012,39.02478453
1260,25.208,0.0,4.0,0.0,0.0,-0.0186994,2.99328456,0.00156755,0.00019061,-0.04868799,1.98782336,-0.07977576,0.00224339,-0.08081979,0.98340979,-0.17697554,0.00423143,-0.12008564,-0.01976859,-0.24050788,0.00519397,-0.18175844,-1.02083667,-0.1979779,0.00114239,-0.24885931,-2.02057141,-0.4235742,0.01527712,-0.3114818,-3.01960425,-0.49828968,0.01945899,0.28154864,38.7403371,39.02188573
1261,25.228,0.0,4.0,0.0,0.0,-0.01877056,2.99328543,-0.00896092,-0.00039767,-0.05024281,1.98786057,-0.07577356,0.00111821,-0.08434094,0.9834925,-0.17504736,0.00388338,-0.12493421,-0.01965687,-0.24414318,0.00608679,-0.1856162,-1.020806,-0.18823659,0.00221854,-0.25716208,-2.02024526,-0.40655663,0.01756392,-0.32129605,-3.01918784,-0.48320877,0.02236514,0.26557428,38.7535722,39.01914648
1262,25.248,0.0,4.0,0.0,0.0,-0.01906642,2.99326873,-0.02078476,-0.0009702,-0.05172128,1.98786768,-0.07217928,-4.948e-05,-0.08781524,0.98356554,-0.17228114,0.00361933,-0.12983852,-0.0195228,-0.2460333,0.00732476,-0.18930299,-1.02074204,-0.18090339,0.00414957,-0.2651103,-2.01986559,-0.38815203,0.02033773,-0.33080599,-3.01870663,-0.4678644,0.02575789,0.24965109,38.7669157,39.01656678
1263,25.268,0.0,4.0,0.0,0.0,-0.01960568,2.99326121,-0.03318693,0.00046511,-0.05313415,1.98787817,-0.06927235,0.00149876,-0.0912255,0.98365051,-0.16864544,0.00524776,-0.134761,-0.0193618,-0.2459238,0.00894801,-0.1928678,-1.02064365,-0.17602004,0.00566814,-0.27267859,-2.01943957,-0.36859742,0.02201266,-0.34000702,-3.01816306,-0.45233277,0.02830246,0.23384983,38.78029594,39.01414577
1264,25.288,0.0,4.0,0.0,0.0,-0.02039296,2.99328828,-0.04547209,0.00209896,-0.05449909,1.98793214,-0.06745473,0.00375115,-0.09455505,0.9837841,-0.16423709,0.00810314,-0.13965999,-0.01915575,-0.24368049,0.01181128,-0.19635791,-1.02051049,-0.17339979,0.00783178,-0.27984592,-2.01899358,-0.34806903,0.02247705,-0.34889639,-3.01759029,-0.43669313,0.02865541,0.2182518,38.79363006,39.01188187
1265,25.308,0.0,4.0,0.0,0.0,-0.02141893,2.99333853,-0.0569453,0.00280259,-0.05584148,1.98801852,-0.06705588,0.00464626,-0.09779031,0.98396566,-0.15924589,0.009684,-0.14449345,-0.01889391,-0.23940149,0.01398602,-0.19981755,-1.02032909,-0.17298249,0.01012792,-0.28659352,-2.01854137,-0.32662833,0.02278594,-0.35747084,-3.01701821,-0.4207927,0.02884194,0.20292978,38.80684287,39.00977265
1266,25.328,0.0,4.0,0.0,0.0,-0.02266095,2.99339715,-0.06699052,0.00297351,-0.05719145,1.98810979,-0.06822838,0.00428725,-0.1009212,0.98415571,-0.15381753,0.00898604,-0.14922233,-0.0186152,-0.23323148,0.01352205,-0.2032907,-1.02011617,-0.17470321,0.01096756,-0.29290423,-2.0180814,-0.30441581,0.02318023,-0.36572307,-3.01642304,-0.40447006,0.03083962,0.18794267,38.81987245,39.00781512
1267,25.348,0.0,4.0,0.0,0.0,-0.02408572,2.9934525,-0.07516118,0.00244733,-0.0585811,1.98818327,-0.07102222,0.00299204,-0.10393978,0.98431859,-0.14801671,0.00735817,-0.153809,-0.01835688,-0.22517844,0.01245539,-0.20681569,-1.01989163,-0.17806273,0.0115505,-0.29876586,-2.01762029,-0.28178843,0.02264834,-0.37364618,-3.01579383,-0.38792591,0.03154558,0.17338546,38.83262001,39.00600547
1268,25.368,0.0,4.0,0.0,0.0,-0.02565238,2.99349628,-0.08113245,0.00215784,-0.06004198,1.98823532,-0.0753145,0.00257793,-0.10683882,0.98445873,-0.14187456,0.00693578,-0.1582165,-0.01811047,-0.21535559,0.01222917,-0.21041985,-1.01965574,-0.18256701,0.01184237,-0.30417426,-2.01719087,-0.2591368,0.01989311,-0.38123768,-3.01518458,-0.37129688,0.02892588,0.15934339,38.84499562,39.00433901
1269,25.388,0.0,4.0,0.0,0.0,-0.02731451,2.99355041,-0.08469221,0.00342624,-0.06160169,1.98830142,-0.08087305,0.00421607,-0.10961277,0.98460254,-0.13554428,0.00743598,-0.16241261,-0.0178727,-0.20409494,0.01135546,-0.21412338,-1.0194287,-0.18795629,0.01064843,-0.30913106,-2.01683696,-0.23663535,0.01533121,-0.38849467,-3.01464733,-0.3544403,0.02470629,0.14593229,38.85687778,39.00281007
1270,25.408,0.0,4.0,0.0,0.0,-0.02902374,2.99362783,-0.08586509,0.00391978,-0.06328391,1.98839655,-0.08754048,0.00480978,-0.11226045,0.98474875,-0.1292917,0.00686811,-0.16637168,-0.01766156,-0.19169177,0.00969272,-0.21794075,-1.01923189,-0.19388407,0.00912764,-0.31363988,-2.01657879,-0.21434544,0.01058617,-0.3954111,-3.01419682,-0.33722041,0.02041458,0.13327129,38.86814044,39.00141173
1271,25.428,0.0,4.0,0.0,0.0,-0.03073388,2.99369253,-0.08480925,0.00239488,-0.06510833,1.98847475,-0.09501743,0.00275504,-0.11478578,0.98486332,-0.12333309,0.00430008,-0.17007371,-0.01748943,-0.1784489,0.00732261,-0.22187883,-1.01905988,-0.19997245,0.00807318,-0.31770595,-2.01640699,-0.19238421,0.00677064,-0.4019787,-3.01382448,-0.31953402,0.01708101,0.12143343,38.87870271,39.00013613
1272,25.448,0.0,4.0,0.0,0.0,-0.03240204,2.9937274,-0.08170757,0.00131879,-0.0670858,1.98850945,-0.10274821,0.00101617,-0.11719556,0.98491721,-0.11773428,0.00124883,-0.17350559,-0.01737649,-0.16472521,0.0039176,-0.22593722,-1.01891355,-0.20583487,0.00643111,-0.32133823,-2.01630416,-0.17102007,0.0035056,-0.40818733,-3.01350382,-0.30132825,0.01509895,0.11047248,38.88850226,38.99897474
1273,25.468,0.0,4.0,0.0,0.0,-0.03399033,2.99375211,-0.07688906,0.00123262,-0.06921594,1.98852807,-0.11020982,0.00108908,-0.11949698,0.98492678,-0.11250484,0.00011829,-0.17666027,-0.01732442,-0.15075853,0.00171378,-0.23010557,-1.01880149,-0.21085556,0.0049989,-0.32455214,-2.01626977,-0.15058613,-0.00014688,-0.41402809,-3.01322677,-0.2827828,0.01224017,0.10036323,38.8975556,38.99791883
1274,25.488,0.0,4.0,0.0,0.0,-0.03546869,2.99377834,-0.0707879,0.00143947,-0.07148874,1.9885593,-0.11693146,0.00214727,-0.12169846,0.98493484,-0.10776809,0.00086931,-0.17953544,-0.0172921,-0.1368409,0.00172171,-0.23436145,-1.01870304,-0.21455008,0.0050076,-0.32736818,-2.01630998,-0.13123919,-0.00375719,-0.41949548,-3.01302588,-0.26395478,0.00785507,0.09103109,38.90592916,38.99696024
1275,25.508,0.0,4.0,0.0,0.0,-0.036816,2.99381186,-0.0638634,0.00192275,-0.07388431,1.9886163,-0.12240848,0.00349878,-0.12381166,0.98496166,-0.10370606,0.00164552,-0.18213676,-0.01725812,-0.12344958,0.00144744,-0.23867704,-1.01860144,-0.21681069,0.00508567,-0.32980852,-2.01641031,-0.1130187,-0.00591819,-0.42458073,-3.01289704,-0.24450273,0.00567123,0.0823663,38.91372537,38.99609166
1276,25.528,0.0,4.0,0.0,0.0,-0.03802084,2.99385061,-0.05662669,0.00171129,-0.07637344,1.98869025,-0.12622877,0.00355091,-0.12585156,0.98499082,-0.10044457,0.00105271,-0.18447877,-0.01724034,-0.11094684,0.00036067,-0.24302121,-1.01849706,-0.21732108,0.00558834,-0.33189646,-2.01653049,-0.09602043,-0.00571658,-0.42926946,-3.01277679,-0.22432654,0.00668846,0.07421739,38.92108977,38.99530716
1277,25.548,0.0,4.0,0.0,0.0,-0.03908191,2.99387173,-0.04955124,0.00036561,-0.07891926,1.98874863,-0.12800355,0.00231034,-0.12783386,0.98500231,-0.09791753,0.00027452,-0.18658131,-0.01723609,-0.09953573,0.00030951,-0.24735386,-1.01836749,-0.21559876,0.00752446,-0.33365835,-2.01662869,-0.08045053,-0.00400172,-0.43354952,-3.01262531,-0.20366843,0.00843405,0.06646039,38.92814178,38.99460218
1278,25.568,0.0,4.0,0.0,0.0,-0.04000575,2.99387483,-0.04294437,0.00036388,-0.08147634,1.98879641,-0.12729233,0.00300237,-0.12977135,0.98501459,-0.09593236,0.00132999,-0.18846865,-0.0172213,-0.08946821,0.00126381,-0.25162782,-1.01819691,-0.21143192,0.009412,-0.33512503,-2.0166912,-0.06652088,-0.00233251,-0.43741283,-3.01244193,-0.18265739,0.00981273,0.05897508,38.93499829,38.99397337
1279,25.588,0.0,4.0,0.0,0.0,-0.0408046,2.99389818,-0.03711133,0.00199862,-0.08399247,1.98888408,-0.12391059,0.00583139,-0.1316735,0.98506754,-0.09437605,0.00412689,-0.19016986,-0.0171808,-0.0809415,0.00296799,-0.25579298,-1.01799383,-0.20469365,0.01094311,-0.33633016,-2.01672492,-0.05428738,-0.00106916,-0.44085311,-3.01223865,-0.16137521,0.01034133,0.05168485,38.94173362,38.99341847
1280,25.608,0.0,4.0,0.0,0.0,-0.04149733,2.99394643,-0.03236834,0.00254197,-0.08641527,1.98901971,-0.11798902,0.00732418,-0.13354859,0.98517766,-0.09321957,0.00662378,-0.19171702,-0.0170971,-0.07409156,0.00537243,-0.25979682,-1.01775494,-0.19530071,0.01301571,-0.33730712,-2.01673168,-0.04368887,0.00054299,-0.4438653,-3.01203209,-0.13982358,0.01039038,0.0445804,38.9483552,38.99293559
1281,25.628,0.0,4.0,0.0,0.0,-0.04210697,2.99399361,-0.02879408,0.0021616,-0.08869558,1.98916384,-0.10968468,0.00690523,-0.1354038,0.98531769,-0.09235369,0.00702236,-0.19314567,-0.01697639,-0.06911322,0.00630413,-0.26358725,-1.01747732,-0.18338298,0.01448742,-0.33808814,-2.01669615,-0.03469308,0.00313825,-0.44644242,-3.01181273,-0.11784095,0.01189223,0.03769383,38.95482896,38.99252279
1282,25.648,0.0,4.0,0.0,0.0,-0.04265629,2.99403356,-0.02632258,0.00182205,-0.09078767,1.98929276,-0.09921455,0.0059616,-0.13724232,0.98545075,-0.09149243,0.00628446,-0.19449336,-0.01685566,-0.06595224,0.00575211,-0.2671155,-1.01718603,-0.1690962,0.01449914,-0.33870526,-2.01660646,-0.02728276,0.00567661,-0.44857622,-3.01155062,-0.09555642,0.01411186,0.03113945,38.96103793,38.99217738
1283,25.668,0.0,4.0,0.0,0.0,-0.0431663,2.99406601,-0.02483074,0.00147564,-0.09265168,1.98940309,-0.08694223,0.00518336,-0.13906088,0.98557482,-0.09030787,0.00635307,-0.19579334,-0.01673842,-0.0642896,0.0062417,-0.27033521,-1.01689777,-0.15256041,0.01434339,-0.33918875,-2.01647985,-0.02129358,0.00664227,-0.45026551,-3.01127004,-0.07344853,0.01326039,0.02506051,38.96683487,38.99189538
1284,25.688,0.0,4.0,0.0,0.0,-0.04365421,2.99409865,-0.02406193,0.00199167,-0.0942558,1.98950853,-0.07330348,0.00559786,-0.14085035,0.98571299,-0.08855262,0.00756372,-0.19707331,-0.01660186,-0.06393833,0.00729325,-0.27320463,-1.01661823,-0.13414162,0.01329661,-0.33956534,-2.01635418,-0.01657503,0.00565667,-0.45151538,-3.01104011,-0.05156707,0.0095313,0.01962764,38.97204363,38.99167127
1285,25.708,0.0,4.0,0.0,0.0,-0.04413158,2.9941495,-0.02373577,0.00298559,-0.09557827,1.989629,-0.05889132,0.00621071,-0.14259802,0.98587306,-0.08612072,0.00812946,-0.19835873,-0.01645684,-0.0648095,0.00695016,-0.27569032,-1.0163783,-0.11422729,0.0105323,-0.33985915,-2.01625902,-0.01297544,0.00386212,-0.45232774,-3.01088861,-0.02967194,0.00570038,0.01503275,38.97646487,38.99149763
1286,25.728,0.0,4.0,0.0,0.0,-0.04460495,2.99420565,-0.0236202,0.00224074,-0.09661074,1.98973806,-0.04440717,0.00417271,-0.14428987,0.98602221,-0.08294942,0.0064228,-0.19967178,-0.01633022,-0.06664188,0.00563438,-0.27776473,-1.01619692,-0.09305668,0.00767242,-0.34008994,-2.01619673,-0.01022939,0.00244878,-0.45270224,-3.01081053,-0.00779468,0.00212277,0.0114207,38.97994466,38.99136536
