,Time,xPosition0,yPosition0,xVelocity0,yVelocity0,xPosition1,yPosition1,xVelocity1,yVelocity1,xPosition2,yPosition2,xVelocity2,yVelocity2,xPosition3,yPosition3,xVelocity3,yVelocity3,xPosition4,yPosition4,xVelocity4,yVelocity4,xPosition5,yPosition5,xVelocity5,yVelocity5,xPosition6,yPosition6,xVelocity6,yVelocity6,xPosition7,yPosition7,xVelocity7,yVelocity7,xPosition8,yPosition8,xVelocity8,yVelocity8,xPosition9,yPosition9,xVelocity9,yVelocity9,xPosition10,yPosition10,xVelocity10,yVelocity10,KineticEnergy,Potential,Energy
528,10.563,-5.0,0.0,0.0,0.0,-4.1412993,-1.34040498,-0.08509345,-0.6635391,-3.22625954,-2.44596901,-0.16277022,-1.2592264,-2.24355896,-3.31737669,-0.1489436,-1.50146912,-1.16701414,-3.92902746,-0.16166268,-1.6174271,0.0,-4.15647005,0.0,-1.63786107,1.16701414,-3.92902746,0.16166268,-1.6174271,2.24355896,-3.31737669,0.1489436,-1.50146912,3.22625954,-2.44596901,0.16277022,-1.2592264,4.1412993,-1.34040498,0.08509345,-0.6635391,5.0,0.0,0.0,0.0,8.31976372,-69.58350619,-61.26374248
529,10.583,-5.0,0.0,0.0,0.0,-4.1429235,-1.35360512,-0.07731058,-0.65636535,-3.22938168,-2.47121983,-0.14941758,-1.26513539,-2.2462021,-3.34752838,-0.11563706,-1.51360154,-1.16988553,-3.96092002,-0.1250834,-1.57211813,0.0,-4.18846402,0.0,-1.56190351,1.16988553,-3.96092002,0.1250834,-1.57211813,2.2462021,-3.34752838,0.11563706,-1.51360154,3.22938168,-2.47121983,0.14941758,-1.26513539,4.1429235,-1.35360512,0.07731058,-0.65636535,5.0,0.0,0.0,0.0,8.07101967,-69.41677929,-61.34575963
530,10.603,-5.0,0.0,0.0,0.0,-4.14438978,-1.36664662,-0.06929437,-0.6477316,-3.23223213,-2.49652684,-0.13555862,-1.26484407,-2.24819466,-3.37789113,-0.08395072,-1.52241793,-1.17200209,-3.99190113,-0.08628853,-1.52632719,0.0,-4.21893991,0.0,-1.48617485,1.17200209,-3.99190113,0.08628853,-1.52632719,2.24819466,-3.37789113,0.08395072,-1.52241793,3.23223213,-2.49652684,0.13555862,-1.26484407,4.14438978,-1.36664662,0.06929437,-0.6477316,5.0,0.0,0.0,0.0,7.80884692,-69.23407264,-61.42522572
531,10.623,-5.0,0.0,0.0,0.0,-4.14569322,-1.37950353,-0.06102151,-0.63795103,-3.23479852,-2.52176634,-0.12097388,-1.25839979,-2.24957303,-3.40838923,-0.05426416,-1.52698703,-1.17332691,-4.02196439,-0.04603486,-1.48037093,0.0,-4.24791066,0.0,-1.41150827,1.17332691,-4.02196439,0.04603486,-1.48037093,2.24957303,-3.40838923,0.05426416,-1.52698703,3.23479852,-2.52176634,0.12097388,-1.25839979,4.14569322,-1.37950353,0.06102151,-0.63795103,5.0,0.0,0.0,0.0,7.53333895,-69.03534609,-61.50200715
532,10.643,-5.0,0.0,0.0,0.0,-4.14682855,-1.39215552,-0.05248086,-0.62727321,-3.23706438,-2.54681662,-0.10547321,-1.24595454,-2.25038003,-3.43892887,-0.02684064,-1.52643039,-1.17383923,-4.0511092,-0.00517743,-1.43450893,0.0,-4.2754056,0.0,-1.33870718,1.17383923,-4.0511092,0.00517743,-1.43450893,2.25038003,-3.43892887,0.02684064,-1.52643039,3.23706438,-2.54681662,0.10547321,-1.24595454,4.14682855,-1.39215552,0.05248086,-0.62727321,5.0,0.0,0.0,0.0,7.24437451,-68.82034462,-61.5759701
533,10.663,-5.0,0.0,0.0,0.0,-4.1477904,-1.40458657,-0.04367129,-0.61587764,-3.23900984,-2.57155997,-0.08891004,-1.22774914,-2.25066254,-3.46939943,-0.00182248,-1.51995431,-1.17353614,-4.07933953,0.03535462,-1.38893796,0.0,-4.3014697,0.0,-1.26852816,1.17353614,-4.07933953,-0.03535462,-1.38893796,2.25066254,-3.46939943,0.00182248,-1.51995431,3.23900984,-2.57155997,0.08891004,-1.22774914,4.1477904,-1.40458657,0.04367129,-0.61587764,5.0,0.0,0.0,0.0,6.94173029,-68.58870929,-61.646979
534,10.683,-5.0,0.0,0.0,0.0,-4.14857344,-1.4167835,-0.03459921,-0.60387115,-3.24061265,-2.59588421,-0.07119278,-1.20409528,-2.2504691,-3.49967553,0.02076663,-1.50687815,-1.17243385,-4.1066626,0.07458763,-1.34378961,0.0,-4.32616244,0.0,-1.20166361,1.17243385,-4.1066626,-0.07458763,-1.34378961,2.2504691,-3.49967553,-0.02076663,-1.50687815,3.24061265,-2.59588421,0.07119278,-1.20409528,4.14857344,-1.4167835,0.03459921,-0.60387115,5.0,0.0,0.0,0.0,6.6252159,-68.34011193,-61.71489603
535,10.703,-5.0,0.0,0.0,0.0,-4.14917253,-1.42873458,-0.02527591,-0.59128913,-3.24184932,-2.61968394,-0.05229289,-1.17535634,-2.24984758,-3.52961949,0.0410128,-1.48665771,-1.1705682,-4.13308766,0.11153727,-1.29913123,0.0,-4.34955636,0.0,-1.13872489,1.1705682,-4.13308766,-0.11153727,-1.29913123,2.24984758,-3.52961949,-0.0410128,-1.48665771,3.24184932,-2.61968394,0.05229289,-1.17535634,4.14917253,-1.42873458,0.02527591,-0.59128913,5.0,0.0,0.0,0.0,6.29482166,-68.0744039,-61.77958223
536,10.723,-5.0,0.0,0.0,0.0,-4.14958277,-1.44042809,-0.0157154,-0.57810013,-3.24269648,-2.6428614,-0.03224908,-1.14192805,-2.24884318,-3.55908427,0.05909679,-1.4589032,-1.16799449,-4.15862467,0.14524549,-1.25496993,0.0,-4.37173529,0.0,-1.08022639,1.16799449,-4.15862467,-0.14524549,-1.25496993,2.24884318,-3.55908427,-0.05909679,-1.4589032,3.24269648,-2.6428614,0.03224908,-1.14192805,4.14958277,-1.44042809,0.0157154,-0.57810013,5.0,0.0,0.0,0.0,5.95086769,-67.79176768,-61.84089999
537,10.743,-5.0,0.0,0.0,0.0,-4.14979959,-1.45185107,-0.00593257,-0.5642134,-3.2431322,-2.6653269,-0.01116757,-1.10421993,-2.2474967,-3.5879167,0.07527356,-1.42339123,-1.16478662,-4.18328319,0.17481885,-1.21125931,0.0,-4.39279225,0.0,-1.02657136,1.16478662,-4.18328319,-0.17481885,-1.21125931,2.2474967,-3.5879167,-0.07527356,-1.42339123,3.2431322,-2.6653269,0.01116757,-1.10421993,4.14979959,-1.45185107,0.00593257,-0.5642134,5.0,0.0,0.0,0.0,5.59414213,-67.49285914,-61.898717
538,10.763,-5.0,0.0,0.0,0.0,-4.14981867,-1.46298824,0.00405772,-0.54948876,-3.24313734,-2.68699893,0.01078154,-1.06263829,-2.24584328,-3.61596084,0.08984766,-1.38007071,-1.16103539,-4.20707139,0.19946663,-1.16790816,0.0,-4.41282711,0.0,-0.97803995,1.16103539,-4.20707139,-0.19946663,-1.16790816,2.24584328,-3.61596084,-0.08984766,-1.38007071,3.24313734,-2.68699893,-0.01078154,-1.06263829,4.14981867,-1.46298824,-0.00405772,-0.54948876,5.0,0.0,0.0,0.0,5.22601595,-67.1789275,-61.95291154
539,10.783,-5.0,0.0,0.0,0.0,-4.14963602,-1.47382112,0.01424083,-0.5337482,-3.24269673,-2.70780395,0.03337131,-1.01757149,-2.24391172,-3.64306148,0.10314617,-1.32906294,-1.15684608,-4.22999524,0.21853666,-1.12479054,0.0,-4.43194404,0.0,-0.93478024,1.15684608,-4.22999524,-0.21853666,-1.12479054,2.24391172,-3.64306148,-0.10314617,-1.32906294,3.24269673,-2.70780395,-0.03337131,-1.01757149,4.14963602,-1.47382112,-0.01424083,-0.5337482,5.0,0.0,0.0,0.0,4.84852182,-66.85190052,-62.0033787
540,10.803,-5.0,0.0,0.0,0.0,-4.14924792,-1.48432739,0.02460163,-0.5167885,-3.24180021,-2.72767592,0.05632798,-0.96937824,-2.24172428,-3.66906748,0.1154908,-1.27065607,-1.15233535,-4.25205794,0.231547,-1.0817565,0.0,-4.4502488,0.0,-0.89680251,1.15233535,-4.25205794,-0.231547,-1.0817565,2.24172428,-3.66906748,-0.1154908,-1.27065607,3.24180021,-2.72767592,-0.05632798,-0.96937824,4.14924792,-1.48432739,-0.02460163,-0.5167885,5.0,0.0,0.0,0.0,4.4643861,-66.51442327,-62.05003717
541,10.823,-5.0,0.0,0.0,0.0,-4.148651,-1.49448054,0.03512307,-0.49839427,-3.24044349,-2.74655559,0.07934318,-0.91837907,-2.23929707,-3.69383509,0.12717121,-1.20529463,-1.1476276,-4.27325956,0.23821158,-1.03864269,0.0,-4.46784594,0.0,-0.86397716,1.1476276,-4.27325956,-0.23821158,-1.03864269,2.23929707,-3.69383509,-0.12717121,-1.20529463,3.24044349,-2.74655559,-0.07934318,-0.91837907,4.148651,-1.49448054,-0.03512307,-0.49839427,5.0,0.0,0.0,0.0,4.07700527,-66.16984143,-62.09283616
542,10.843,-5.0,0.0,0.0,0.0,-4.14784225,-1.5042497,0.045784,-0.47835078,-3.23862868,-2.76438969,0.1020874,-0.86485144,-2.23664091,-3.71723087,0.1384212,-1.13356462,-1.1428508,-4.29359682,0.23845826,-0.99528239,0.0,-4.48483607,0.0,-0.83603635,1.1428508,-4.29359682,-0.23845826,-0.99528239,2.23664091,-3.71723087,-0.1384212,-1.13356462,3.23862868,-2.76438969,-0.1020874,-0.86485144,4.14784225,-1.5042497,-0.045784,-0.47835078,5.0,0.0,0.0,0.0,3.69036244,-65.82212418,-62.13176173
543,10.863,-5.0,0.0,0.0,0.0,-4.14681913,-1.51359986,0.05655673,-0.45645599,-3.23636455,-2.78113007,0.12422405,-0.80902842,-2.2337627,-3.73913436,0.14939955,-1.05617506,-1.13813218,-4.31306316,0.23243773,-0.95151442,0.0,-4.50131306,0.0,-0.81257939,1.13813218,-4.31306316,-0.23243773,-0.95151442,2.2337627,-3.73913436,-0.14939955,-1.05617506,3.23636455,-2.78113007,-0.12422405,-0.80902842,4.14681913,-1.51359986,-0.05655673,-0.45645599,5.0,0.0,0.0,0.0,3.30888494,-65.47572696,-62.16684202
544,10.883,-5.0,0.0,0.0,0.0,-4.14557976,-1.52249216,0.06740427,-0.43253146,-3.23366658,-2.79673279,0.14542294,-0.75110082,-2.23066699,-3.75944033,0.16017692,-0.97393661,-1.1335937,-4.33164894,0.22052271,-0.90719065,0.0,-4.51736153,0.0,-0.79308163,1.1335937,-4.33164894,-0.22052271,-0.90719065,2.23066699,-3.75944033,-0.16017692,-0.97393661,3.23366658,-2.79673279,-0.14542294,-0.75110082,4.14557976,-1.52249216,-0.06740427,-0.43253146,5.0,0.0,0.0,0.0,2.93725061,-65.13540142,-62.19815081
545,10.903,-5.0,0.0,0.0,0.0,-4.14412312,-1.53088449,0.07827773,-0.40643172,-3.23055667,-2.81115738,0.16537284,-0.69122249,-2.2273579,-3.77806061,0.17072955,-0.88773818,-1.12934773,-4.3493417,0.2032968,-0.8621819,0.0,-4.53305447,0.0,-0.77690652,1.12934773,-4.3493417,-0.2032968,-0.8621819,2.2273579,-3.77806061,-0.17072955,-0.88773818,3.23055667,-2.81115738,-0.16537284,-0.69122249,4.14412312,-1.53088449,-0.07827773,-0.40643172,5.0,0.0,0.0,0.0,2.58015759,-64.80596654,-62.22580895
546,10.923,-5.0,0.0,0.0,0.0,-4.14244929,-1.53873222,0.08911409,-0.3780518,-3.22706268,-2.8243661,0.18379198,-0.62951827,-2.22384092,-3.79492535,0.18094039,-0.79852226,-1.12549305,-4.36612664,0.18153345,-0.81638216,0.0,-4.54845114,0.0,-0.76332055,1.12549305,-4.36612664,-0.18153345,-0.81638216,2.22384092,-3.79492535,-0.18094039,-0.79852226,3.22706268,-2.8243661,-0.18379198,-0.62951827,4.14244929,-1.53873222,-0.08911409,-0.3780518,5.0,0.0,0.0,0.0,2.24207783,-64.49206124,-62.24998341
547,10.943,-5.0,0.0,0.0,0.0,-4.14055977,-1.5459891,0.09983448,-0.347333,-3.22321772,-2.83632353,0.20043652,-0.56609409,-2.22012479,-3.8099839,0.19060747,-0.70725986,-1.12211129,-4.3819871,0.15616562,-0.76971112,0.0,-4.5635953,0.0,-0.75151048,1.12211129,-4.3819871,-0.15616562,-0.76971112,2.22012479,-3.8099839,-0.19060747,-0.70725986,3.22321772,-2.83632353,-0.20043652,-0.56609409,4.14055977,-1.5459891,-0.09983448,-0.347333,5.0,0.0,0.0,0.0,1.92701907,-64.19790291,-62.27088384
548,10.963,-5.0,0.0,0.0,0.0,-4.13845781,-1.55260819,0.11034337,-0.31426666,-3.21905936,-2.84699625,0.21510627,-0.50104844,-2.21622299,-3.82320509,0.19945885,-0.61492568,-1.11926418,-4.39690508,0.12824768,-0.72211494,0.0,-4.57851381,0.0,-0.74060243,1.11926418,-4.39690508,-0.12824768,-0.72211494,2.21622299,-3.82320509,-0.19945885,-0.61492568,3.21905936,-2.84699625,-0.21510627,-0.50104844,4.13845781,-1.55260819,-0.11034337,-0.31426666,5.0,0.0,0.0,0.0,1.63832031,-63.92707725,-62.28875694
549,10.983,-5.0,0.0,0.0,0.0,-4.13614873,-1.55854287,0.12052856,-0.27889621,-3.21462871,-2.85635286,0.2276479,-0.43448459,-2.21215498,-3.83457708,0.20717321,-0.52247458,-1.11699147,-4.41086174,0.09891122,-0.67356555,0.0,-4.59321562,0.0,-0.72968249,1.11699147,-4.41086174,-0.09891122,-0.67356555,2.21215498,-3.83457708,-0.20717321,-0.52247458,3.21462871,-2.85635286,-0.2276479,-0.43448459,4.13614873,-1.55854287,-0.12052856,-0.27889621,5.0,0.0,0.0,0.0,1.37850333,-63.68238232,-62.30387899
550,11.003,-5.0,0.0,0.0,0.0,-4.13364027,-1.56374794,0.13026236,-0.24131745,-3.20996945,-2.86436416,0.23795557,-0.3665227,-2.20794696,-3.84410676,0.21340437,-0.43081962,-1.11530993,-4.42383796,0.06931708,-0.62405824,0.0,-4.60769118,0.0,-0.71781822,1.11530993,-4.42383796,-0.06931708,-0.62405824,2.20794696,-3.84410676,-0.21340437,-0.43081962,3.20996945,-2.86436416,-0.23795557,-0.3665227,4.13364027,-1.56374794,-0.13026236,-0.24131745,5.0,0.0,0.0,0.0,1.14919615,-63.4657434,-62.31654726
551,11.023,-5.0,0.0,0.0,0.0,-4.13094283,-1.56818064,0.13940366,-0.20167744,-3.20512694,-2.87100362,0.24596924,-0.29731128,-2.20363203,-3.85181869,0.21780813,-0.34081263,-1.11421324,-4.43581468,0.04060595,-0.57360797,0.0,-4.6219123,0.0,-0.70408084,1.11421324,-4.43581468,-0.04060595,-0.57360797,2.20363203,-3.85181869,-0.21780813,-0.34081263,3.20512694,-2.87100362,-0.24596924,-0.29731128,4.13094283,-1.56818064,-0.13940366,-0.20167744,5.0,0.0,0.0,0.0,0.95113552,-63.27820653,-62.32707101
552,11.043,-5.0,0.0,0.0,0.0,-4.12806976,-1.57180162,0.14780112,-0.16017212,-3.20014729,-2.87624805,0.25167118,-0.22703714,-2.19924998,-3.85775369,0.22006951,-0.25322744,-1.11367287,-4.44677333,0.01384999,-0.52224444,0.0,-4.63583243,0.0,-0.68756754,1.11367287,-4.44677333,-0.01384999,-0.52224444,2.19924998,-3.85775369,-0.22006951,-0.25322744,3.20014729,-2.87624805,-0.25167118,-0.22703714,4.12806976,-1.57180162,-0.14780112,-0.16017212,5.0,0.0,0.0,0.0,0.78424489,-63.1200078,-62.33576292
553,11.063,-5.0,0.0,0.0,0.0,-4.12503752,-1.57457592,0.15529721,-0.11704295,-3.19507659,-2.88007844,0.25508102,-0.15593349,-2.19484634,-3.86196718,0.2199284,-0.16874632,-1.1136399,-4.45669603,-0.00999194,-0.47000615,0.0,-4.64938741,0.0,-0.66742365,1.1136399,-4.45669603,0.00999194,-0.47000615,2.19484634,-3.86196718,-0.2199284,-0.16874632,3.19507659,-2.88007844,-0.25508102,-0.15593349,4.12503752,-1.57457592,-0.15529721,-0.11704295,5.0,0.0,0.0,0.0,0.64777446,-62.990706,-62.34293154
554,11.083,-5.0,0.0,0.0,0.0,-4.1218657,-1.57647383,0.16173289,-0.07257285,-3.18996023,-2.88248098,0.25624995,-0.08428566,-2.19047115,-3.86452722,0.21720192,-0.08794954,-1.11404772,-4.46556569,-0.03011337,-0.41693395,0.0,-4.66249665,0.0,-0.64286395,1.11404772,-4.46556569,0.03011337,-0.41693395,2.19047115,-3.86452722,-0.21720192,-0.08794954,3.18996023,-2.88248098,-0.25624995,-0.08428566,4.1218657,-1.57647383,-0.16173289,-0.07257285,5.0,0.0,0.0,0.0,0.54048202,-62.88935747,-62.34887544
555,11.103,-5.0,0.0,0.0,0.0,-4.11857709,-1.57747167,0.16695298,-0.02708154,-3.18484227,-2.88344808,0.25525463,-0.01243404,-2.18617715,-3.86551238,0.21180199,-0.0113082,-1.11481536,-4.473366,-0.04589167,-0.36306443,0.0,-4.67506474,0.0,-0.61319294,1.11481536,-4.473366,0.04589167,-0.36306443,2.18617715,-3.86551238,-0.21180199,-0.0113082,3.18484227,-2.88344808,-0.25525463,-0.01243404,4.11857709,-1.57747167,-0.16695298,-0.02708154,5.0,0.0,0.0,0.0,0.46082881,-62.81470801,-62.3538792
556,11.123,-5.0,0.0,0.0,0.0,-4.11519747,-1.5775525,0.17081161,0.01907933,-3.17976507,-2.88297954,0.25219126,0.05922567,-2.18201781,-3.86500953,0.20374687,0.06082001,-1.11585146,-4.48008132,-0.05691044,-0.30842363,0.0,-4.68698339,0.0,-0.57782306,1.11585146,-4.48008132,0.05691044,-0.30842363,2.18201781,-3.86500953,-0.20374687,0.06082001,3.17976507,-2.88297954,-0.25219126,0.05922567,4.11519747,-1.5775525,-0.17081161,0.01907933,5.0,0.0,0.0,0.0,0.40716428,-62.76537561,-62.35821133
557,11.143,-5.0,0.0,0.0,0.0,-4.11175541,-1.57670666,0.17317784,0.06553128,-3.1747689,-2.8810836,0.24717028,0.1302452,-2.17804512,-3.86311153,0.19316609,0.12819218,-1.11705848,-4.48569635,-0.06297196,-0.2530218,0.0,-4.69813377,0.0,-0.53629062,1.11705848,-4.48569635,0.06297196,-0.2530218,2.17804512,-3.86311153,-0.19316609,0.12819218,3.1747689,-2.8810836,-0.24717028,0.1302452,4.11175541,-1.57670666,-0.17317784,0.06553128,5.0,0.0,0.0,0.0,0.37787756,-62.7400015,-62.36212393
558,11.163,-5.0,0.0,0.0,0.0,-4.10828189,-1.5749323,0.17394099,0.11187417,-3.16989172,-2.87777793,0.24031198,0.20012926,-2.17430736,-3.85991499,0.18029845,0.1906792,-1.11833717,-4.49019581,-0.06409927,-0.19684962,0.0,-4.70838914,0.0,-0.48826847,1.11833717,-4.49019581,0.06409927,-0.19684962,2.17430736,-3.85991499,-0.18029845,0.1906792,3.16989172,-2.87777793,-0.24031198,0.20012926,4.10828189,-1.5749323,-0.17394099,0.11187417,5.0,0.0,0.0,0.0,0.3715005,-62.73735413,-62.36585363
559,11.183,-5.0,0.0,0.0,0.0,-4.10480988,-1.57223574,0.17301548,0.15769126,-3.165169,-2.87309052,0.23174332,0.26834367,-2.17084705,-3.85551795,0.16548328,0.24826255,-1.11959085,-4.49356403,-0.06052814,-0.13987635,0.0,-4.71761767,0.0,-0.433575,1.11959085,-4.49356403,0.06052814,-0.13987635,2.17084705,-3.85551795,-0.16548328,0.24826255,3.165169,-2.87309052,-0.23174332,0.26834367,4.10480988,-1.57223574,-0.17301548,0.15769126,5.0,0.0,0.0,0.0,0.38675588,-62.75637914,-62.36962326
560,11.203,-5.0,0.0,0.0,0.0,-4.10137375,-1.56863178,0.17034505,0.20255441,-3.16063364,-2.86706036,0.2215959,0.3343259,-2.167699,-3.85001777,0.1491456,0.30102928,-1.12072958,-4.4957845,-0.05268953,-0.0820503,0.0,-4.72568538,0.0,-0.37217887,1.12072958,-4.4957845,0.05268953,-0.0820503,2.167699,-3.85001777,-0.1491456,0.30102928,3.16063364,-2.86706036,-0.2215959,0.3343259,4.10137375,-1.56863178,-0.17034505,0.20255441,5.0,0.0,0.0,0.0,0.4225543,-62.79619811,-62.37364381
561,11.223,-5.0,0.0,0.0,0.0,-4.09800869,-1.56414381,0.16590608,0.24602907,-3.15631587,-2.85973785,0.21000512,0.39749758,-2.16488884,-3.84350909,0.13177631,0.34916525,-1.12167375,-4.4968395,-0.04118383,-0.02330176,0.0,-4.73245916,0.0,-0.30419917,1.12167375,-4.4968395,0.04118383,-0.02330176,2.16488884,-3.84350909,-0.13177631,0.34916525,3.15631587,-2.85973785,-0.21000512,0.39749758,4.09800869,-1.56414381,-0.16590608,0.24602907,5.0,0.0,0.0,0.0,0.47795062,-62.85606672,-62.3781161
562,11.243,-5.0,0.0,0.0,0.0,-4.09475002,-1.55880397,0.15970992,0.28767949,-3.15224316,-2.85118499,0.19711033,0.45727874,-2.16243192,-3.83608188,0.11390843,0.39294685,-1.12235722,-4.49670977,-0.02674821,0.03645177,0.0,-4.73780978,0.0,-0.22990084,1.12235722,-4.49670977,0.02674821,0.03645177,2.16243192,-3.83608188,-0.11390843,0.39294685,3.15224316,-2.85118499,-0.19711033,0.45727874,4.09475002,-1.55880397,-0.15970992,0.28767949,5.0,0.0,0.0,0.0,0.55207683,-62.93530879,-62.38323196
563,11.263,-5.0,0.0,0.0,0.0,-4.09163247,-1.55265307,0.1518041,0.3270739,-3.14844015,-2.8414753,0.18305573,0.51310312,-2.16033273,-3.82781978,0.09609102,0.43273113,-1.12272961,-4.49537434,-0.01021894,0.09729824,0.0,-4.74161467,0.0,-0.14968547,1.12272961,-4.49537434,0.01021894,0.09729824,2.16033273,-3.82781978,-0.09609102,0.43273113,3.14844015,-2.8414753,-0.18305573,0.51310312,4.09163247,-1.55265307,-0.1518041,0.3270739,5.0,0.0,0.0,0.0,0.64406999,-63.03324458,-62.38917459
564,11.283,-5.0,0.0,0.0,0.0,-4.08868944,-1.54574046,0.14227251,0.36378997,-3.14492856,-2.83069332,0.16799165,0.56443426,-2.15858484,-3.81879856,0.07886224,0.46894434,-1.12275795,-4.4928105,0.0075094,0.1593221,0.0,-4.74376057,0.0,-0.06407779,1.12275795,-4.4928105,-0.0075094,0.1593221,2.15858484,-3.81879856,-0.07886224,0.46894434,3.14492856,-2.83069332,-0.16799165,0.56443426,4.08868944,-1.54574046,-0.14227251,0.36378997,5.0,0.0,0.0,0.0,0.75301279,-63.14913114,-62.39611835
565,11.303,-5.0,0.0,0.0,0.0,-4.08595231,-1.53812381,0.13123428,0.39742051,-3.14172699,-2.8189339,0.15207587,0.6107818,-2.15717138,-3.80908489,0.06272299,0.50206897,-1.12242736,-4.48899395,0.02552599,0.22259446,0.0,-4.74414578,0.0,0.0262915,1.12242736,-4.48899395,-0.02552599,0.22259446,2.15717138,-3.80908489,-0.06272299,0.50206897,3.14172699,-2.8189339,-0.15207587,0.6107818,4.08595231,-1.53812381,-0.13123428,0.39742051,5.0,0.0,0.0,0.0,0.87789989,-63.28212791,-62.40422801
566,11.323,-5.0,0.0,0.0,0.0,-4.08344973,-1.52986872,0.11884166,0.42757947,-3.13885084,-2.8063011,0.13547474,0.65171745,-2.15606605,-3.79873537,0.04811264,0.53262912,-1.12174103,-4.48389921,0.04294505,0.287163,0.0,-4.74268213,0.0,0.12070586,1.12174103,-4.48389921,-0.04294505,0.287163,2.15606605,-3.79873537,-0.04811264,0.53262912,3.13885084,-2.8063011,-0.13547474,0.65171745,4.08344973,-1.52986872,-0.11884166,0.42757947,5.0,0.0,0.0,0.0,1.017637,-63.43129488,-62.41365788
567,11.343,-5.0,0.0,0.0,0.0,-4.08120703,-1.52104825,0.10527683,0.4539084,-3.13631207,-2.7929068,0.11836358,0.68689002,-2.15523455,-3.78779579,0.03538797,0.56117448,-1.12071924,-4.47750014,0.05894456,0.35304242,0.0,-4.73929644,0.0,0.21838499,1.12071924,-4.47750014,-0.05894456,0.35304242,2.15523455,-3.78779579,-0.03538797,0.56117448,3.13631207,-2.7929068,-0.11836358,0.68689002,4.08120703,-1.52104825,-0.10527683,0.4539084,5.0,0.0,0.0,0.0,1.17107241,-63.59562338,-62.42455097
568,11.363,-5.0,0.0,0.0,0.0,-4.0792456,-1.51174228,0.09074777,0.4760833,-3.13411906,-2.77886901,0.10092636,0.71603916,-2.15463643,-3.77630088,0.02480653,0.58826301,-1.11939782,-4.46977073,0.07280087,0.42020617,0.0,-4.73393157,0.0,0.3185078,1.11939782,-4.46977073,-0.07280087,0.42020617,2.15463643,-3.77630088,-0.02480653,0.58826301,3.13411906,-2.77886901,-0.10092636,0.71603916,4.0792456,-1.51174228,-0.09074777,0.4760833,5.0,0.0,0.0,0.0,1.33705421,-63.77409295,-62.43703874
569,11.383,-5.0,0.0,0.0,0.0,-4.07758247,-1.5020368,0.07548327,0.49382178,-3.13227642,-2.76430994,0.08335426,0.73900698,-2.15422716,-3.76427425,0.01651507,0.61444277,-1.11782582,-4.46068594,0.08391763,0.48857997,0.0,-4.72654705,0.0,0.42023538,1.11782582,-4.46068594,-0.08391763,0.48857997,2.15422716,-3.76427425,-0.01651507,0.61444277,3.13227642,-2.76430994,-0.08335426,0.73900698,4.07758247,-1.5020368,-0.07548327,0.49382178,5.0,0.0,0.0,0.0,1.51450104,-63.96574244,-62.45124141
570,11.403,-5.0,0.0,0.0,0.0,-4.07622992,-1.49202294,0.0597274,0.50689065,-3.1307849,-2.74935386,0.06584329,0.75574724,-2.15396046,-3.75172882,0.01054365,0.64023343,-1.11606275,-4.45022275,0.09184809,0.55803774,0.0,-4.71711914,0.0,0.52273267,1.11606275,-4.45022275,-0.09184809,0.55803774,2.15396046,-3.75172882,-0.01054365,0.64023343,3.1307849,-2.74935386,-0.06584329,0.75574724,4.07622992,-1.49202294,-0.0597274,0.50689065,5.0,0.0,0.0,0.0,1.70247165,-64.16974063,-62.46726898
571,11.423,-5.0,0.0,0.0,0.0,-4.07519526,-1.48179595,0.04373326,0.51511356,-3.1296413,-2.73412479,0.04859072,0.76633149,-2.15379059,-3.73866754,0.00680579,0.66610799,-1.11417545,-4.43836119,0.09630982,0.6284001,0.0,-4.70564064,0.0,0.62518834,1.11417545,-4.43836119,-0.09630982,0.6284001,2.15379059,-3.73866754,-0.00680579,0.66610799,3.1296413,-2.73412479,-0.04859072,0.76633149,4.07519526,-1.48179595,-0.04373326,0.51511356,5.0,0.0,0.0,0.0,1.90021826,-64.38544121,-62.48522295
572,11.443,-5.0,0.0,0.0,0.0,-4.07448069,-1.47145396,0.02775662,0.51837874,-3.1288385,-2.71874411,0.03179067,0.77095182,-2.1536747,-3.72508453,0.00510436,0.69247563,-1.11223469,-4.4250854,0.09719146,0.69943549,0.0,-4.69212015,0.0,0.72683177,1.11223469,-4.4250854,-0.09719146,0.69943549,2.1536747,-3.72508453,-0.00510436,0.69247563,3.1288385,-2.71874411,-0.03179067,0.77095182,4.07448069,-1.47145396,-0.02775662,0.51837874,5.0,0.0,0.0,0.0,2.10721126,-64.61240964,-62.50519838
573,11.463,-5.0,0.0,0.0,0.0,-4.07408334,-1.46109664,0.01204923,0.51664646,-3.12836558,-2.70332818,0.01562891,0.76991983,-2.15357486,-3.71096648,0.00514323,0.71966629,-1.11031173,-4.41038465,0.09455148,0.77086402,0.0,-4.67658118,0.0,0.8269469,1.11031173,-4.41038465,-0.09455148,0.77086402,2.15357486,-3.71096648,-0.00514323,0.71966629,3.12836558,-2.70332818,-0.01562891,0.76991983,4.07408334,-1.46109664,-0.01204923,0.51664646,5.0,0.0,0.0,0.0,2.32312748,-64.85041351,-62.52728602
