,Time,xPosition0,yPosition0,xVelocity0,yVelocity0,xPosition1,yPosition1,xVelocity1,yVelocity1,KineticEnergy,Potential,Energy
0,0.0,0.0,5.0,3.0,0.0,0.0,-5.0,-6.0,0.0,27.0,202.5,229.5
1,0.02,0.05997307,4.99550111,2.99595118,-0.44977746,-0.11994614,-4.99100222,-5.99190235,0.89955492,27.53406965,201.96592936,229.49999901
2,0.04,0.11978429,4.98201777,2.98381885,-0.89822219,-0.23956857,-4.96403553,-5.9676377,1.79644438,29.12993408,200.37006198,229.49999605
3,0.06,0.17927235,4.95958992,2.96364542,-1.34400578,-0.35854469,-4.91917984,-5.92729085,2.68801156,31.76863722,197.73135395,229.49999117
4,0.08,0.23827709,4.92828401,2.93550155,-1.78580841,-0.47655419,-4.85656802,-5.8710031,3.57161683,35.41884309,194.08114132,229.49998441
5,0.1,0.29664006,4.88819275,2.89948605,-2.22232318,-0.59328011,-4.7763855,-5.79897209,4.44464635,40.03721888,189.46275699,229.49997587
6,0.12,0.35420503,4.83943483,2.85572585,-2.65226037,-0.70841005,-4.67886966,-5.71145169,5.30452073,45.56896548,183.93100017,229.49996565
7,0.14,0.41081861,4.78215452,2.80437591,-3.07435178,-0.82163722,-4.56430903,-5.60875182,6.14870356,51.94848932,177.55146455,229.49995387
8,0.16,0.4663308,4.7165212,2.74561912,-3.48735503,-0.9326616,-4.4330424,-5.49123825,6.97471007,59.10020851,170.39973218,229.49994069
9,0.18,0.52059552,4.64272882,2.67966625,-3.89005787,-1.04119103,-4.28545764,-5.3593325,7.78011574,66.93948437,162.5604419,229.49992627
10,0.2,0.57347118,4.56099522,2.60675584,-4.28128255,-1.14694235,-4.12199045,-5.21351167,8.56256509,75.37366869,154.1262421,229.49991079
11,0.22,0.62482125,4.47156143,2.5271542,-4.65989023,-1.24964249,-3.94312286,-5.05430839,9.31978046,84.30325588,145.19663856,229.49989445
12,0.24,0.6745148,4.37469081,2.44115541,-5.02478555,-1.34902959,-3.74938163,-4.88231082,10.0495711,93.62312865,135.8767488,229.49987746
13,0.26,0.72242706,4.27066817,2.34908138,-5.37492125,-1.44485411,-3.54133635,-4.69816277,10.7498425,103.22388532,126.27597472,229.49986004
14,0.28,0.76843997,4.15979874,2.25128197,-5.7093031,-1.53687995,-3.31959748,-4.50256394,11.41860619,112.9932371,116.50660533,229.49984243
15,0.3,0.81244277,4.04240705,2.14813514,-6.02699512,-1.62488554,-3.0848141,-4.29627028,12.05399023,122.8174641,106.68236077,229.49982486
16,0.32,0.85433251,3.91883574,2.04004719,-6.32712526,-1.70866503,-2.83767147,-4.08009437,12.65425052,132.58291972,96.91688788,229.4998076
17,0.34,0.89401468,3.78944418,1.92745293,-6.60889175,-1.78802937,-2.57888835,-3.85490587,13.2177835,142.17757488,87.32221602,229.4997909
18,0.36,0.93140374,3.65460702,1.81081578,-6.87157027,-1.86280748,-2.30921404,-3.62163155,13.74314055,151.49259544,78.00717957,229.49977502
19,0.38,0.96642369,3.51471257,1.69062739,-7.11452237,-1.93284738,-2.02942513,-3.38125478,14.22904475,160.42394874,69.07581149,229.49976024
20,0.4,0.99900866,3.37016094,1.56740669,-7.33720532,-1.99801733,-1.74032188,-3.13481337,14.67441064,168.8740369,60.62570994,229.49974684
21,0.42,1.02910341,3.22136207,1.44169732,-7.53918388,-2.05820681,-1.44272413,-2.88339464,15.07836776,176.7533543,52.74638082,229.49973512
22,0.44,1.05666375,3.06873339,1.31406264,-7.72014418,-2.1133275,-1.13746677,-2.62812527,15.44028837,183.98216045,45.51756493,229.49972538
23,0.46,1.08165692,2.91269728,1.18507627,-7.87990952,-2.16331385,-0.82539456,-2.37015254,15.75981904,190.49213949,39.00757842,229.4997179
