,Time,xPosition0,yPosition0,xVelocity0,yVelocity0,xPosition1,yPosition1,xVelocity1,yVelocity1,xPosition2,yPosition2,xVelocity2,yVelocity2,xPosition3,yPosition3,xVelocity3,yVelocity3,xPosition4,yPosition4,xVelocity4,yVelocity4,KineticEnergy,Potential,Energy
1423,28.469,-2.44810735,-1.61684238,-3.11053737,1.52914478,3.40812609,0.72319786,-1.64813357,-1.16924037,4.55700829,6.57260248,-0.24170331,-2.33574149,-1.69291994,4.24583748,5.76688121,4.68560291,1.1758929,-4.92479544,-0.76650694,-2.70976583,42.37672993,18.51643255,60.89316248
1424,28.489,-2.509019,-1.58480488,-2.9787029,1.67475659,3.37373724,0.69926334,-1.79091443,-1.22470181,4.55047265,6.52439403,-0.40942542,-2.48349783,-1.57619542,4.33917552,5.902463,4.64555425,1.16100453,-4.97802801,-0.72342025,-2.6121112,43.2434229,17.6497369,60.89315981
1425,28.509,-2.56717997,-1.54984729,-2.8355179,1.82109214,3.33648543,0.67419188,-1.93430947,-1.28285404,4.54073019,6.47332629,-0.56227612,-2.62167416,-1.4569482,4.43155527,6.01898454,4.5898149,1.14691255,-5.02922616,-0.68688105,-2.50637885,43.99072604,16.90243163,60.89315767
1426,28.529,-2.62236644,-1.51195897,-2.68131643,1.96776134,3.29636565,0.64793454,-2.07758553,-1.34320516,4.52808454,6.4195903,-0.69965121,-2.7503447,-1.33556908,4.52266583,6.11550413,4.51869858,1.13348533,-5.0782317,-0.65695095,-2.39291006,44.60582133,16.28733479,60.89315613
1427,28.549,-2.67436215,-1.47113746,-2.51652018,2.11433634,3.25338784,0.62045254,-2.21998296,-1.40523006,4.51285052,6.36337454,-0.82103311,-2.86969118,-1.21246656,4.61220399,6.19119742,4.43266532,1.12059034,-5.12489361,-0.63366118,-2.27208043,45.07941697,15.81373823,60.8931552
1428,28.569,-2.72296018,-1.4273892,-2.34164172,2.26035588,3.20757737,0.59171788,-2.36072023,-1.46837586,4.49535242,6.30486276,-0.92599558,-2.98000247,-1.08806433,4.69987723,6.24536912,4.33232033,1.10809472,-5.16906868,-0.61701159,-2.14429786,45.40592816,15.48722675,60.89315491
1429,28.589,-2.76796477,-1.38073017,-2.15728635,2.40533058,3.15897538,0.56171387,-2.49899892,-1.53206789,4.4759221,6.24423192,-1.01420825,-3.08167337,-0.96279864,4.78540657,6.27746357,4.21841113,1.09586593,-5.21062219,-0.60697005,-2.01000045,45.5835561,15.30959915,60.89315525
1430,28.609,-2.80919323,-1.33118632,-1.96415239,2.54874933,3.10763914,0.53043546,-2.63400891,-1.59571614,4.45489703,6.18165,-1.08544103,-3.17520232,-0.83711534,4.86852934,6.28707436,4.09182325,1.0837724,-5.24942846,-0.60347202,-1.86965412,45.61426463,15.27889158,60.89315621
1431,28.629,-2.84647773,-1.27879403,-1.76302977,2.6900863,3.05364219,0.49788949,-2.76493394,-1.65872223,4.43261824,6.11727401,-1.13956842,-3.26118815,-0.71146687,4.94900192,6.27395271,3.95357429,1.07168417,-5.28537139,-0.60642057,-1.7237502,45.50365734,15.38950041,60.89315776
1432,28.649,-2.87966712,-1.22360026,-1.55479705,2.82880865,2.99707438,0.46409483,-2.89095733,-1.72048673,4.40942818,6.05124803,-1.17657386,-3.34032554,-0.586309,5.02660233,6.23801485,3.80480642,1.05947356,-5.31834493,-0.61568662,-1.5728028,45.26076081,15.63239903,60.89315985
1433,28.669,-2.90862871,-1.16566261,-1.34041673,2.96438466,2.93804189,0.42908223,-3.01126797,-1.78041676,4.38566853,5.98370133,-1.19655388,-3.41339906,-0.46209746,5.10113257,6.1793482,3.64677726,1.04701576,-5.34825351,-0.63110961,-1.4173461,44.89772214,15.99544028,60.89316242
1434,28.689,-2.93324981,-1.10504927,-1.12092906,3.09629215,2.87666697,0.39289421,-3.12506649,-1.83793394,4.36167785,5.91474665,-1.19972237,-3.48127562,-0.3392845,5.17242087,6.09821646,3.48084894,1.03418949,-5.37501245,-0.65249854,-1.25793154,44.42943095,16.46373446,60.89316541
1435,28.709,-2.95343928,-1.04183868,-0.8974442,3.22402698,2.81308774,0.35558462,-3.23157154,-1.89248235,4.33778923,5.84447863,-1.18641454,-3.54489499,-0.21831529,5.24032365,5.99506355,3.30847523,1.0208776,-5.39854822,-0.67963326,-1.09512487,43.87307762,17.02009112,60.89316874
1436,28.729,-2.96912877,-0.97611912,-0.67113304,3.34711161,2.74745765,0.31721816,-3.33002633,-1.94353672,4.3143278,5.77297251,-1.1570907,-3.60525811,-0.09962428,5.30472718,5.87051627,3.13118646,1.00696759,-5.41879872,-0.71226621,-0.92950324,43.24766015,17.64551217,60.89317232
1437,28.749,-2.98027391,-0.9079881,-0.44321658,3.46510343,2.67994505,0.27786963,-3.41970518,-1.99061042,4.29160822,5.700283,-1.11233944,-3.66341294,0.01636844,5.36554898,5.72538563,2.95057204,0.9923522,-5.43571352,-0.75012443,-0.76165212,42.57345307,18.319723,60.89317607
1438,28.769,-2.98685513,-0.83755152,-0.21495416,3.57760283,2.61073239,0.23762315,-3.49992033,-2.03326338,4.26993206,5.62644351,-1.05288001,-3.72043748,0.12926085,5.42273877,5.56066646,2.76826029,0.97692983,-5.44925391,-0.79291197,-0.59216226,41.87145152,19.02172838,60.8931799
1439,28.789,-2.98887832,-0.76492284,0.01236953,3.68426076,2.54001546,0.19657108,-3.5700288,-2.07110969,4.2495852,5.55146578,-0.97956322,-3.77741988,0.23867262,5.47627904,5.37753497,2.58589545,0.96060504,-5.45939305,-0.84031248,-0.42162664,41.16280406,19.73037963,60.8931837
1440,28.809,-2.98637521,-0.69022189,0.23745833,3.78478577,2.46800239,0.1548129,-3.6294394,-2.10382478,4.23083519,5.47533984,-0.89337049,-3.83543547,0.34424876,5.52618511,5.17734378,2.40511183,0.94328887,-5.46611596,-0.89199222,-0.25063734,40.46824779,20.42493959,60.89318738
1441,28.829,-2.97940345,-0.61357372,0.45901945,3.87895016,2.39491258,0.11245393,-3.67761988,-2.13115194,4.21392866,5.39803458,-0.79541019,-3.89552097,0.445663,5.57250466,4.96161378,2.22750533,0.9248992,-5.46941944,-0.94760317,-0.07978259,39.80755953,21.08563134,60.89319086
1442,28.849,-2.96804637,-0.53510725,0.67577893,3.96659536,2.32097539,0.06960389,-3.71410415,-2.15290806,4.19908889,5.31949876,-0.68691054,-3.95864635,0.5426211,5.61531663,4.73202223,2.05460272,0.90536099,-5.46931203,-1.00678646,0.09035633,39.19903784,21.69415622,60.89319406
1443,28.869,-2.95241248,-0.45495385,0.88649772,4.04763601,2.24642882,0.02637537,-3.73849969,-2.16898843,4.18651346,5.23966267,-0.56920843,-4.02568525,0.63486377,5.65472956,4.49038635,1.88782976,0.88460642,-5.46581375,-1.06917595,0.2592079,38.65903143,22.23416546,60.89319689
1444,28.889,-2.93263455,-0.37324581,1.0899881,4.12206282,2.17151789,-0.01711774,-3.75049486,-2.17937019,4.17637226,5.15844032,-0.44373354,-4.09738518,0.72216931,5.69087922,4.23864222,1.72847925,0.86257509,-5.45895599,-1.13440193,0.4262133,38.20153039,22.6916689,60.89319929
1445,28.909,-2.90886849,-0.29011488,1.28513023,4.18994381,2.09649299,-0.06076193,-3.74986635,-2.18411439,4.16880583,5.07573228,-0.31198766,-4.17433947,0.80435572,5.72392564,3.97881867,1.57768093,0.83921394,-5.44878112,-1.20209488,0.59082912,37.83783736,23.05536386,60.89320122
1446,28.929,-2.88129176,-0.20569064,1.47088868,4.2514238,2.02160805,-0.10444577,-3.73648647,-2.18336622,4.16392416,4.991429,-0.17551938,-4.25696255,0.88128223,5.75404963,3.71300659,1.43637503,0.81447732,-5.43534221,-1.27188942,0.75252994,37.57633467,23.31686797,60.89320264
1447,28.949,-2.85010158,-0.12009905,1.64632855,4.30672183,1.94711852,-0.14806155,-3.71033012,-2.17735324,4.16180604,4.90541459,-0.03589504,-4.34547107,0.95285025,5.78144868,3.44332468,1.30529161,0.78832677,-5.41870267,-1.34342805,0.91081087,37.42236054,23.47084301,60.89320355
1448,28.969,-2.81551271,-0.03346098,1.81063094,4.35612627,1.87327928,-0.19150691,-3.67148148,-2.16638127,4.16249901,4.81757092,0.10533261,-4.4398723,1.01900353,5.80633269,3.17188303,1.18493745,0.7607309,-5.39893573,-1.4163651,1.06518986,37.3782019,23.51500206,60.89320396
1449,28.989,-2.77775502,0.05410912,1.96310735,4.39998742,1.80034237,-0.23468632,-3.62013978,-2.15082775,4.16601997,4.72778183,0.24665622,-4.53996129,1.07972762,5.82891943,2.90074655,1.07559172,0.73166507,-5.37612407,-1.49037034,1.21520989,37.44320323,23.45000067,60.8932039
1450,29.009,-2.73707072,0.14250432,2.10321255,4.43870739,1.72855467,-0.27751246,-3.55662419,-2.13113221,4.17235635,4.63593734,0.38664396,-4.64532722,1.13504864,5.84942999,2.63190038,0.97731103,0.70111106,-5.35035919,-1.56513269,1.36044102,37.61398081,23.2792226,60.89320341
1451,29.029,-2.69371142,0.23162616,2.23055541,4.47272713,1.65815544,-0.31990731,-3.48137714,-2.10778395,4.18146797,4.54193761,0.52396579,-4.75536865,1.18503136,5.86808448,2.36721951,0.88994327,0.66905665,-5.32174095,-1.64036358,1.50048221,37.88472163,23.00848093,60.89320256
1452,29.049,-2.64793494,0.32138523,2.3449071,4.50251051,1.58937386,-0.36180301,-3.3949656,-2.08130659,4.1932892,4.44569658,0.65741444,-4.86931618,1.22977673,5.88509807,2.10844422,0.81314918,0.63549515,-5.29037689,-1.71580016,1.63496308,38.24753784,22.64566357,60.89320141
1453,29.069,-2.60000198,0.41170152,2.44620606,4.52852578,1.5224265,-0.40314235,-3.29807991,-2.05223991,4.20773164,4.34714501,0.78591967,-4.98626081,1.269419,5.90067747,1.85716248,0.74642946,0.60042484,-5.25638165,-1.7912083,1.76354548,38.69284266,22.20035736,60.89320002
1454,29.089,-2.55017282,0.50250422,2.53455899,4.55122448,1.45751496,-0.44387895,-3.19152924,-2.02111918,4.22468692,4.24623297,0.90855582,-5.10518554,1.30412258,5.91501808,1.61479961,0.68915532,0.56384836,-5.21987632,-1.86638519,1.88592492,39.20971378,21.68348466,60.89319845
1455,29.109,-2.49870394,0.5937312,2.61023738,4.57101862,1.39482351,-0.48397685,-3.07623339,-1.98845254,4.24402962,4.14293168,1.02454279,-5.224998,1.33407871,5.92830168,1.38261494,0.64060001,0.5257721,-5.18098771,-1.94116171,2.00183192,39.78621502,21.10698171,60.89319673
1456,29.129,-2.4458448,0.68532799,2.6736688,4.58825686,1.33451703,-0.52340983,-2.95321016,-1.95469749,4.26562014,4.0372347,1.13324144,-5.34456195,1.35950218,5.94069479,1.16170431,0.59996933,0.48620545,-5.13984765,-2.01540438,2.11103324,40.4096566,20.4835383,60.89319491
1457,29.149,-2.39183487,0.77724624,2.72542295,4.60320089,1.2767392,-0.56216009,-2.82355808,-1.92023754,4.28930742,3.92915851,1.23414483,-5.4627261,1.38062813,5.95234761,0.95300731,0.56642959,0.44516012,-5.09659228,-2.08901701,2.21333316,41.06678606,19.82640693,60.89319299
1458,29.169,-2.33690095,0.86944181,2.76619216,4.61600349,1.2216111,-0.60021658,-2.6884344,-1.88536054,4.3149315,3.81874256,1.32686649,-5.57834931,1.397709,5.96339348,0.75731762,0.53913181,0.40264936,-5.05136127,-2.16194187,2.30857456,41.74391456,19.14927642,60.89319098
1459,29.189,-2.28125499,0.96187234,2.79676683,4.6266898,1.1692303,-0.63757292,-2.54902878,-1.85024035,4.34232579,3.70604883,1.41112726,-5.69032148,1.41101175,5.97394878,0.57529524,0.51723185,0.35868715,-5.00429703,-2.23416056,2.39664018,42.426995,18.4661939,60.8931889
1460,29.209,-2.22509237,1.05449459,2.81800674,4.63514343,1.11967049,-0.67422492,-2.40653337,-1.81492338,4.37131907,3.59116106,1.48674169,-5.79758017,1.42081531,5.98411317,0.40747933,0.49990627,0.3132875,-4.9555439,-2.30569439,2.47745385,43.10167643,17.7915103,60.89318673
1461,29.229,-2.16859083,1.1472615,2.83080939,4.64109884,1.07298176,-0.71016799,-2.26211072,-1.77932165,4.40173725,3.47418365,1.553605,-5.89912313,1.42740828,5.99397018,0.25430074,0.48636422,0.26646354,-4.90524733,-2.37660441,2.55098172,43.7533641,17.13982039,60.89318449
1462,29.249,-2.11191009,1.2401192,2.8360772,4.64414114,1.02919154,-0.74539444,-2.11686108,-1.74321326,4.43340482,3.35524036,1.61168112,-5.9940173,1.43108692,6.0035879,0.11609375,0.47585568,0.21822681,-4.85355302,-2.44699098,2.61723374,44.36731363,16.52586857,60.8931822
1463,29.269,-2.05519202,1.3330041,2.83468558,4.64371369,0.9883061,-0.77989087,-1.9717912,-1.70625097,4.46614619,3.23447289,1.6609922,-6.08140457,1.43215326,6.01301989,-0.00689365,0.46767677,0.16858646,-4.80060601,-2.51699294,2.67626508,44.92878299,15.96439692,60.89317991
1464,29.289,-1.99856149,1.42584016,2.82745379,4.63913332,0.95031277,-0.81363579,-1.8277865,-1.66797851,4.49978669,3.1120393,1.70160971,-6.16050516,1.43091353,6.0223061,-0.11449073,0.4611725,0.11754849,-4.74654977,-2.58678628,2.72817784,45.42325697,15.46992068,60.89317765
1465,29.309,-1.94212777,1.51853659,2.81512038,4.6296125,0.91518259,-0.8465977,-1.68558858,-1.62785395,4.53415352,2.98811247,1.73364726,-6.23061892,1.42767666,6.03147389,-0.20659668,0.45573765,0.065115,-4.69152524,-2.65658239,2.77312273,45.8367478,15.05642769,60.89317549
1466,29.329,-1.88598632,1.61098606,2.79832459,4.61428669,0.88287331,-0.87873365,-1.54577922,-1.58527857,4.56907651,2.86287845,1.75725482,-6.29112514,1.42275294,6.04053901,-0.28317446,0.45081603,0.01128356,-4.63566987,-2.72662573,2.81130098,46.1561638,14.7370097,60.8931735
1467,29.349,-1.83022092,1.70306341,2.77759448,4.59224535,0.85333275,-0.9099884,-1.40877198,-1.53962919,4.60438885,2.73653498,1.77261437,-6.34148122,1.41645281,6.04950655,-0.34424601,0.44589877,-0.04395349,-4.57911653,-2.79719086,2.84296629,46.36972783,14.52344394,60.89317178
1468,29.369,-1.77490594,1.79462507,2.75334176,4.5625643,0.82650213,-0.94029429,-1.27481135,-1.49029223,4.63992764,2.60928982,1.77993678,-6.38122061,1.40908572,6.05837189,-0.3898884,0.44052178,-0.10060955,-4.52199249,-2.8685788,2.86842676,46.46741952,14.42575086,60.89317038
1469,29.389,-1.72010868,1.88550914,2.72586301,4.52433784,0.80231945,-0.96957176,-1.14397924,-1.43669721,4.67553445,2.48135938,1.77945954,-6.40995022,1.40095903,6.06712154,-0.42023085,0.43426269,-0.15870426,-4.46441831,-2.94111246,2.88804691,46.4414115,14.45175789,60.89316939
1470,29.409,-1.6658916,1.97553604,2.69534614,4.47670862,0.78072258,-0.99773054,-1.01620803,-1.37834799,4.71105589,2.35296719,1.77144536,-6.42734753,1.39237705,6.07573397,-0.43545231,0.42673756,-0.21826392,-4.40650666,-3.01513116,2.90224933,46.28646921,14.60669966,60.89316888
1471,29.429,-1.61231442,2.06450973,2.66188103,4.41889445,0.76165208,-1.02467141,-0.89129895,-1.31485049,4.74634405,2.22434255,1.75618133,-6.43315756,1.38364,6.0841803,-0.43577952,0.41759739,-0.2793217,-4.34836117,-3.09098388,2.91151621,46.00028638,14.8928825,60.89316887
1472,29.449,-1.55943592,2.15221951,2.62547294,4.35021088,0.74505361,-1.0502885,-0.76894487,-1.24593578,4.781257,2.09571922,1.73397849,-6.42718992,1.37504311,6.09242501,-0.42148527,0.40652466,-0.3419178,-4.29007524,-3.16902128,2.91639016,45.58373316,15.30943626,60.89316942
1473,29.469,-1.50731549,2.23844208,2.58605746,4.27008949,0.73087987,-1.07447195,-0.64875614,-1.17147794,4.81565927,1.96733415,1.70517166,-6.40931587,1.36687572,6.10042651,-0.39288683,0.39322999,-0.40609936,-4.23173078,-3.24958615,2.91747432,45.04099965,15.85217086,60.89317051
1474,29.489,-1.4560144,2.32294408,2.54351586,4.17809166,0.71909191,-1.09711092,-0.53028857,-1.0915063,4.84942233,1.83942624,1.67011944,-6.37946553,1.35942038,6.10813767,-0.35034432,0.37744889,-0.47192022,-4.17339707,-3.33300241,2.91543128,44.37962383,16.51354832,60.89317215
1475,29.509,-1.40559669,2.40548474,2.49768997,4.07391821,0.70966,-1.11809677,-0.41307258,-1.00621208,4.88242505,1.71223527,1.62920421,-6.33762532,1.35295202,6.11550631,-0.294259,0.35893873,-0.53944038,-4.11512955,-3.4195626,2.91098046,43.61039922,17.28277507,60.89317429
1476,29.529,-1.35612986,2.48581878,2.44839609,3.95741514,0.70256379,-1.13732632,-0.29664273,-0.91594922,4.9145542,1.58600071,1.58283203,-6.28383556,1.34773715,6.12247558,-0.22507149,0.33747604,-0.60872529,-4.05696874,-3.5095139,2.90489361,42.74716321,18.14601368,60.89317689
1477,29.549,-1.30768522,2.56369928,2.39543735,3.8285761,0.69779195,-1.15470507,-0.18056686,-0.82122968,4.94570489,1.46096071,1.53143244,-6.21818832,1.34403311,6.12898434,-0.14325968,0.31285394,-0.67984475,-3.99893926,-3.60304325,2.89798796,41.80647238,19.08670748,60.89317986
1478,29.569,-1.26033806,2.6388807,2.3386144,3.68754197,0.69534125,-1.17015023,-0.06447402,-0.72271319,4.97578107,1.33735109,1.47545804,-6.14082541,1.34208731,6.13496744,-0.04933652,0.28487998,-0.75287157,-3.941049,-3.7002619,2.89111664,40.80717588,20.08600725,60.89318313
1479,29.589,-1.21416762,2.71112173,2.2777345,3.53459799,0.69521502,-1.18359359,0.0519196,-0.62119189,5.00469595,1.21540435,1.41538369,-6.05193661,1.34213657,6.14035605,0.05615235,0.25337422,-0.82787991,-3.88328854,-3.80119015,2.88515629,39.76990255,21.12328404,60.89318659
1480,29.609,-1.16925686,2.78018821,2.21261887,3.37016891,0.69742122,-1.19498392,0.16878764,-0.51757019,5.03237245,1.09534872,1.35170559,-5.95175803,1.3444065,6.1450778,0.17263118,0.21816764,-0.90494331,-3.82563081,-3.90574328,2.88099168,38.71648139,22.17670875,60.89319014
1481,29.629,-1.1256921,2.84585579,2.14310865,3.19481246,0.70197001,-1.20428901,0.28617454,-0.41284039,5.05874363,0.97740725,1.2849398,-5.84057057,1.3491109,6.14905708,0.29949673,0.17910088,-0.98413244,-3.76803111,-4.01371972,2.87949763,37.66931864,23.22387503,60.89319367
1482,29.649,-1.08356263,2.90791256,2.06906955,3.00921146,0.70887102,-1.21149716,0.40398131,-0.3080551,5.08375306,0.86179695,1.21562054,-5.71869853,1.35645127,6.15221516,0.43612098,0.13602333,-1.06551272,-3.71042751,-4.12479239,2.88151884,36.6507572,24.24243987,60.89319707
1483,29.669,-1.04296015,2.96616141,1.99039547,2.81416473,0.71813042,-1.21661805,0.52195712,-0.20429743,5.10735513,0.74872793,1.14429809,-5.58650815,1.36661631,6.15447039,0.58185377,0.08879249,-1.14914171,-3.65274169,-4.23850444,2.88784836,35.68244561,25.21075462,60.89320023
1484,29.689,-1.00397814,3.02042233,1.90701126,2.61057709,0.72974777,-1.2196831,0.63969711,-0.1026504,5.12951541,0.63840255,1.07153624,-5.44440626,1.37978154,6.15573835,0.73602529,0.03727379,-1.23506658,-3.59488012,-4.35426989,2.89920579,34.78474336,26.10845973,60.89320308
1485,29.709,-0.9667113,3.07053433,1.81887497,2.39944848,0.74371308,-1.22074512,0.75664687,-0.00416698,5.15021083,0.53101464,0.99790952,-5.29283884,1.39610888,6.15593199,0.89794845,-0.01865935,-1.32332148,-3.53673583,-4.47137981,2.91621669,33.9761871,26.91701843,60.89320554
1486,29.729,-0.9312548,3.11635731,1.72597955,2.18186247,0.76000381,-1.21987745,0.87211325,0.09015771,5.16942991,0.42674873,0.924,-5.13228944,1.41574636,6.15496183,1.06692097,-0.07912499,-1.41392527,-3.47819042,-4.58901377,2.93939425,33.27303853,27.62016901,60.89320754
1487,29.749,-0.89770358,3.15777355,1.62835446,1.9589741,0.77858234,-1.21717256,0.98528089,0.17941077,5.18717284,0.32577934,0.85039383,-4.96327753,1.43882784,6.15273612,1.24222706,-0.14423189,-1.50687944,-3.41911646,-4.70625623,2.96912456,32.6889286,28.20428045,60.89320905
1488,29.769,-0.86615164,3.19468907,1.52606708,1.7319973,0.79939368,-1.21274017,1.0952334,0.2627813,5.20345158,0.22827023,0.77767753,-4.78635669,1.46547272,6.14916103,1.42313886,-0.21407828,-1.60216635,-3.35938017,-4.82211687,3.00565638,32.23460668,28.65860337,60.89321006
1489,29.789,-0.8366912,3.22703463,1.41922413,1.5021919,0.82236371,-1.20670507,1.2009779,0.33957512,5.21828974,0.13437378,0.70643413,-4.60211249,1.49578576,6.14414089,1.60891748,-0.28875036,-1.699748,-3.29884423,-4.93555364,3.04909583,31.91779636,28.97541419,60.89321055
1490,29.809,-0.80941199,3.25476653,1.30797321,1.27085036,0.84739789,-1.1992047,1.30147137,0.40922402,5.23172257,0.04423035,0.63723906,-4.41116028,1.5298568,6.13757844,1.79881357,-0.36832036,-1.79956526,-3.23737062,-5.04549722,3.09940626,31.74315337,29.15005717,60.89321055
1491,29.829,-0.78440034,3.27786715,1.19250431,1.03928427,0.87438055,-1.19038657,1.39564735,0.47128992,5.24379668,-0.04203229,0.5706561,-4.21414266,1.56776063,6.12937513,1.99206772,-0.45284442,-1.90153753,-3.17482343,-5.15087548,3.15641289,31.71231657,29.1808935,60.89321007
1492,29.849,-0.76173832,3.29634517,1.07305143,0.80881083,0.90317469,-1.18040561,1.48244176,0.52546433,5.25456983,-0.12429945,0.50723317,-4.0117267,1.60955673,6.11943147,2.18791048,-0.54236005,-2.00556292,-3.11107157,-5.25063684,3.2198116,31.82403897,29.06917019,60.89320916
1493,29.869,-0.74150292,3.31023556,0.94989423,0.58073932,0.93362222,-1.16942172,1.56081673,0.57156395,5.26411054,-0.20247003,0.44749822,-3.80460099,1.65528908,6.10764742,2.3855623,-0.63688347,-2.11151892,-3.04599123,-5.34377148,3.28918118,32.07438464,28.81882322,60.89320787
1494,29.889,-0.72376503,3.31959929,0.82335949,0.35635781,0.96554477,-1.15759721,1.62978176,0.60952323,5.27249764,-0.27645687,0.39195519,-3.59347233,1.704986,6.09392288,2.58423338,-0.73640664,-2.21926338,-2.97946808,-5.42932982,3.36399793,32.45697618,28.43623005,60.89320623
1495,29.909,-0.70858852,3.32452276,0.69382244,0.13692013,0.99874475,-1.14509466,1.68841174,0.6393848,5.27981979,-0.3461871,0.34108003,-3.37906236,1.75865988,6.07815814,2.78312366,-0.84089428,-2.3286359,-2.91139913,-5.50643787,3.4436517,32.96327868,27.92992563,60.89320431
1496,29.929,-0.69602928,3.32511701,0.56170779,-0.07636663,1.03300687,-1.13207476,1.73586169,0.66128851,5.28617484,-0.41160242,0.29531697,-3.16210389,1.81630702,6.06025452,2.98142293,-0.95028075,-2.43945945,-2.84169435,-5.57430938,3.52746275,33.58290681,27.31029535,60.89320216
1497,29.949,-0.6861342,3.32151665,0.42749021,-0.28235397,1.06809983,-1.11869456,1.77137828,0.67545976,5.29166919,-0.47265923,0.25507488,-2.94333718,1.87790742,6.04011498,3.17831145,-1.064467,-2.55154224,-2.77027784,-5.63225481,3.61469838,34.30394389,26.58925594,60.89319983
1498,29.969,-0.67894018,3.31387858,0.29169438,-0.47996305,1.10377827,-1.10510582,1.79430832,0.68219764,5.29641703,-0.52932882,0.22072386,-2.72350603,1.94342459,6.01764481,3.3729609,-1.18331762,-2.66467971,-2.69708876,-5.67968747,3.70458906,35.11326294,25.77993443,60.89319737
1499,29.989,-0.67447312,3.30238051,0.15489426,-0.66819472,1.1397848,-1.09145369,1.80410461,0.68186319,5.30053952,-0.58159734,0.1925921,-2.50335393,2.01280541,5.99275241,3.56453597,-1.30665813,-2.77865661,-2.62208188,-5.71612694,3.79634359,35.99684191,24.89635293,60.89319484
1500,30.01,-0.67273268,3.28636878,0.01085423,-0.85475051,1.17765224,-1.07720098,1.79977795,0.67435154,5.30433447,-0.6317439,0.17005656,-2.2726576,2.08973683,5.96391254,3.76146173,-1.440761,-2.89899086,-2.54133644,-5.74215048,3.89381757,36.98852635,23.9046658,60.89319215
1501,30.03,-0.67388537,3.26759182,-0.12601114,-1.02101716,1.21348756,-1.063839,1.78140265,0.66084964,5.30757864,-0.67500939,0.15550782,-2.05414989,2.16680125,5.93378556,3.94410595,-1.57258292,-3.01398208,-2.46252899,-5.75500527,3.98690033,37.97831786,22.91487173,60.89318959
1502,30.05,-0.67776628,3.2456069,-0.26184568,-1.17543659,1.24881441,-1.05080492,1.74890483,0.64164508,5.31060089,-0.71392257,0.14789085,-1.83754699,2.24746357,5.90098465,4.12111146,-1.70809823,-3.12911259,-2.38186407,-5.75606145,4.07943673,38.99712411,21.89606297,60.89318708
1503,30.07,-0.68434736,3.22065715,-0.39589983,-1.3174092,1.28334914,-1.03820778,1.70218326,0.61724059,5.31354125,-0.74852862,0.14733626,-1.62355258,2.33160266,5.86543941,4.29164412,-1.84695398,-3.24414569,-2.29936016,-5.74526382,4.17067517,40.03019224,20.86299242,60.89318466
1504,30.09,-0.69358524,3.19299658,-0.52739111,-1.4464455,1.31680717,-1.02614646,1.64124379,0.58815007,5.31654182,-0.77888658,0.15392018,-1.41285197,2.41908081,5.82708693,4.45488066,-1.98875075,-3.35884457,-2.21505047,-5.72265351,4.25989816,41.06318826,19.82999408,60.89318234
1505,30.11,-0.70542059,3.1628879,-0.6555101,-1.56216753,1.34890506,-1.0147095,1.56619635,0.55489059,5.31974567,-0.80506902,0.16766249,-1.20610936,2.50974399,5.78587277,4.61001381,-2.13304297,-3.47297414,-2.12898215,-5.68836255,4.34642927,42.08238079,18.81079937,60.89318016
1506,30.13,-0.7197777,3.13060022,-0.77942715,-1.66430853,1.37936258,-1.00397514,1.47725162,0.51797504,5.32329569,-0.82716154,0.1885253,-1.0039655,2.60342225,5.74175187,4.75625802,-2.27933989,-3.58630282,-2.0412154,-5.6426078,4.42963889,43.07479637,17.81838176,60.89317813
1507,30.15,-0.73656413,3.09640694,-0.89829991,-1.75271123,1.40790473,-0.99401147,1.37471744,0.47790546,5.3273334,-0.84526232,0.21641163,-0.80703586,2.69993015,5.69468939,4.89285523,-2.42710717,-3.69860416,-1.95182254,-5.58568439,4.5089488,44.02834642,16.86482984,60.89317626
1508,30.17,-0.75567052,3.06058349,-1.01128158,-1.82732454,1.43426356,-0.98487667,1.25899516,0.43516731,5.33199783,-0.85948157,0.25116438,-0.61590936,2.79906747,5.64466162,5.01908084,-2.57576922,-3.80965834,-1.86088688,-5.51795881,4.58383581,44.93192625,15.96124833,60.89317458
1509,30.19,-0.77697061,3.02340534,-1.11752962,-1.88819906,1.45818008,-0.97661943,1.130576,0.39022434,5.33742421,-0.86994103,0.2925656,-0.43114764,2.90061985,5.59165674,5.13424967,-2.72471209,-3.91925353,-1.76850163,-5.43986165,4.65383445,45.77548682,15.11768625,60.89317308
1510,30.21,-0.80032141,2.98514594,-1.21621504,-1.93548134,1.47940599,-0.96927944,0.99003745,0.34351458,5.34374282,-0.87677336,0.34033612,-0.25328493,3.00435967,5.53567558,5.23772168,-2.87328701,-4.02718707,-1.67476872,-5.35188021,4.71853869,46.55008059,14.34309117,60.89317176
1511,30.23,-0.82556355,2.94607493,-1.30653188,-1.96940721,1.49770536,-0.96288787,0.83803978,0.29544708,5.35107776,-0.88012168,0.39413553,-0.08282848,3.110047,5.47673222,5.32890754,-3.0208144,-4.13326657,-1.5797976,-5.25455097,4.77760301,47.24788253,13.64528811,60.89317064
1512,30.25,-0.85252188,2.90645638,-1.38770692,-1.99029429,1.51285628,-0.95746806,0.67532249,0.24639965,5.35954568,-0.88013896,0.45356269,0.07974046,3.2174307,5.41485466,5.40727373,-3.16658844,-4.23731078,-1.48370401,-5.14845199,4.83074262,47.86218822,13.03098147,60.89316969
