,Time,xPosition0,yPosition0,xVelocity0,yVelocity0,xPosition1,yPosition1,xVelocity1,yVelocity1,xPosition2,yPosition2,xVelocity2,yVelocity2,xPosition3,yPosition3,xVelocity3,yVelocity3,xPosition4,yPosition4,xVelocity4,yVelocity4,KineticEnergy,Potential,Energy
801,16.025,-1.49856738,0.53424091,1.45995124,2.93491138,0.6877078,4.57097982,1.53243725,-2.39908758,-0.34419469,0.1320569,-1.83371452,1.38895921,0.22583615,-4.02347607,-5.0294655,-0.06533563,5.92921813,3.78619844,3.87079152,-1.85944738,33.94061388,26.95259001,60.89320388
802,16.045,-1.46676814,0.59390284,1.71954771,3.02912689,0.71898595,4.52378754,1.59726299,-2.31799251,-0.38108072,0.1601785,-1.85499886,1.4219666,0.12539362,-4.02569001,-5.01517677,-0.15553324,6.0034693,3.74782114,3.55336493,-1.97756774,33.61658366,27.27662085,60.89320451
803,16.065,-1.42980621,0.65531693,1.97602451,3.10995239,0.75167217,4.4783445,1.67319133,-2.2242118,-0.41839974,0.18888657,-1.87704906,1.44760945,0.02521334,-4.0296732,-5.00325226,-0.24209175,6.07132045,3.70712519,3.23108548,-2.09125829,33.42323329,27.46997144,60.89320473
804,16.085,-1.38775578,0.71820512,2.22819586,3.17637122,0.78598507,4.43490112,1.75986459,-2.11809655,-0.45616918,0.21803427,-1.90007538,1.46594628,-0.07475243,-4.03534281,-4.99372443,-0.32400808,6.13269232,3.66420231,2.90573937,-2.20021288,33.36172758,27.53147693,60.89320451
805,16.105,-1.34071508,0.78226963,2.47484699,3.22743097,0.82213525,4.39369957,1.85683576,-2.00011614,-0.49441059,0.24747682,-1.92427881,1.47712836,-0.17455128,-4.04259601,-4.98654577,-0.40028449,6.18754169,3.61914999,2.57914183,-2.3041587,33.43061265,27.46259121,60.89320385
806,16.125,-1.28880685,0.84719437,2.71473904,3.262255,0.86032341,4.35497153,1.96356386,-1.87085227,-0.53314937,0.27707343,-1.94984083,1.48139987,-0.27422904,-4.05131016,-4.98158623,-0.46994112,6.23586185,3.57207084,2.25312416,-2.40286148,33.62578478,27.26741797,60.89320275
807,16.145,-1.23217882,0.91264659,2.94661587,3.28005447,0.90073846,4.31893598,2.07940916,-1.73099059,-0.57241427,0.30668907,-1.97691274,1.47909634,-0.37382809,-4.06134332,-4.97863278,-0.53202963,6.27768272,3.52307168,1.9295205,-2.4961306,33.94052024,26.95268098,60.89320122
808,16.165,-1.17100392,0.97827873,3.1692131,3.28014059,0.94355549,4.28579722,2.20362862,-1.58131023,-0.61223666,0.33619635,-2.00560461,1.47064096,-0.47338575,-4.072535,-4.97739126,-0.58564721,6.31307085,3.4722627,1.61015415,-2.58382412,34.36556983,26.52762945,60.89319928
809,16.185,-1.10548039,1.04373056,3.38126921,3.26193638,0.98893366,4.25574316,2.33537216,-1.42267091,-0.65264963,0.36547714,-2.03597456,1.4565389,-0.57293267,-4.08470725,-4.97749049,-0.62995078,6.34212903,3.41975639,1.29682368,-2.66585359,34.88932032,26.00387665,60.89319697
810,16.205,-1.03583154,1.1086315,3.58153879,3.22498761,1.03701405,4.22894382,2.47367993,-1.25599793,-0.6936868,0.3944242,-2.0680186,1.43736958,-0.67249136,-4.09766596,-4.9784888,-0.66417065,6.36499565,3.36566644,0.99128868,-2.74218861,35.49802284,25.3951715,60.89319433
811,16.225,-0.96230531,1.17260324,3.76880744,3.16897239,1.08791742,4.2055502,2.61748162,-1.08226532,-0.73538102,0.4229425,-2.10166178,1.41377697,-0.77207486,-4.11120246,-4.97988258,-0.68762313,6.38184378,3.31010652,0.69525529,-2.81286091,36.17608693,24.71710451,60.89319143
812,16.245,-0.88517348,1.23526237,3.94190807,3.09370896,1.14174203,4.18569348,2.765598,-0.90247742,-0.7777629,0.45095049,-2.13675097,1.38645834,-0.87168561,-4.12509536,-4.98111664,-0.69972186,6.39287996,3.25318903,0.41036155,-2.87796801,36.90643682,23.98675151,60.89318834
813,16.265,-0.80473056,1.29622332,4.09973787,2.9991615,1.19856152,4.16948461,2.91674559,-0.71764972,-0.82085913,0.47838096,-2.17305001,1.35615167,-0.97131452,-4.13911261,-4.98159594,-0.69998725,6.39834268,3.19502372,0.1381625,-2.9376762,37.67092532,23.2222598,60.89318511
814,16.285,-0.72129233,1.35510131,4.24127559,2.8854437,1.25842286,4.1570143,3.06954484,-0.52878933,-0.86469083,0.50518177,-2.21023739,1.32362233,-1.0709403,-4.1530137,-4.98069834,-0.68805391,6.39850059,3.13571632,-0.1198847,-2.99222279,38.45079839,22.44238346,60.89318186
815,16.305,-0.63519404,1.41151531,4.36559829,2.75282005,1.32134458,4.14835333,3.22253212,-0.33687633,-0.90927185,0.53131625,-2.24790693,1.28964955,-1.17052906,-4.16655198,-4.97778768,-0.6636759,6.39365037,3.07536709,-0.3624358,-3.04191737,39.22720198,21.66597668,60.89317865
816,16.325,-0.54678828,1.46509111,4.47189698,2.60170512,1.38731522,4.14355331,3.37417586,-0.14284657,-0.95460709,0.55676334,-2.28557142,1.2550132,-1.27003418,-4.17947713,-4.97222703,-0.62672973,6.38411433,3.01406937,-0.58827439,-3.08714202,39.98171957,20.91145603,60.8931756
817,16.345,-0.45644258,1.51546426,4.55949073,2.43266071,1.45629218,4.14264769,3.52289665,0.05242296,-1.00069095,0.58151748,-2.32266924,1.22048163,-1.36939636,-4.19153757,-4.96339144,-0.57721515,6.37023771,2.95190814,-0.7963267,-3.12835015,40.69692671,20.19624608,60.89317279
818,16.365,-0.36453667,1.56228296,4.62783856,2.24639152,1.52820098,4.14565309,3.66709109,0.24812535,-1.04750593,0.60558827,-2.35857352,1.18680087,-1.46854405,-4.20248294,-4.95068001,-0.51525394,6.35238568,2.88895861,-0.98567613,-3.1660638,41.3569449,19.53622541,60.89317032
819,16.385,-0.27145966,1.60521094,4.67654882,2.04373927,1.60293507,4.15257072,3.80515884,0.44353085,-1.09502144,0.62899994,-2.39260353,1.15468565,-1.56739401,-4.21206653,-4.93352689,-0.44108672,6.33094004,2.82528494,-1.15557724,-3.20086905,41.94797478,18.94519349,60.89316827
820,16.405,-0.17760691,1.64393002,4.70538572,1.82567589,1.68035616,4.16338801,3.93553219,0.63798912,-1.14319282,0.65179062,-2.42403766,1.12481238,-1.66585212,-4.22004757,-4.91141107,-0.35506815,6.30629569,2.76093893,-1.30546918,-3.23340925,42.45878482,18.43438189,60.89316671
821,16.425,-0.08337693,1.67814274,4.7142729,1.59329585,1.76029517,4.17808015,4.05670716,0.83092623,-1.19196071,0.67401156,-2.45212738,1.0978143,-1.76381433,-4.2261935,-4.88386478,-0.25766061,6.2788568,2.69595904,-1.4349879,-3.26437577,42.88113026,18.01203545,60.89316572
822,16.445,0.01083186,1.70757467,4.70329392,1.34780791,1.84255388,4.19661156,4.1672751,1.02183622,-1.24125061,0.69572622,-2.47611151,1.07427841,-1.86116787,-4.23028198,-4.85048048,-0.14942672,6.24903274,2.63036953,-1.54397703,-3.29449583,43.21007511,17.68309021,60.89316532
823,16.465,0.10462428,1.73197661,4.67268974,1.09052645,1.92690708,4.21893711,4.26595359,1.21026712,-1.29097281,0.71700932,-2.49523034,1.05474428,-1.95779244,-4.2321029,-4.81091633,-0.03102079,6.21723389,2.56417986,-1.63249665,-3.32451707,43.44419052,17.44897501,60.89316552
824,16.485,0.19761152,1.75112666,4.62285337,0.8228624,2.01310542,4.24500298,4.35161516,1.39580166,-1.34102251,0.73794589,-2.50873894,1.03970413,-2.0535616,-4.23146005,-4.76490031,0.09682051,6.18386717,2.49738452,-1.70082927,-3.35518871,43.58560449,17.30756183,60.89316632
825,16.505,0.28941407,1.76483201,4.55432206,0.54631373,2.10087877,4.27474721,4.42331246,1.57803319,-1.39128028,0.75863035,-2.51591947,1.02960402,-2.1483442,-4.2281727,-4.71223286,0.23328809,6.14933164,2.42996314,-1.74948219,-3.38723904,43.63988171,17.25328595,60.89316766
826,16.525,0.37966452,1.77293059,4.4677672,0.26245542,2.18994004,4.30809954,4.48029831,1.75653752,-1.44161268,0.77916558,-2.51609205,1.02484568,-2.24200583,-4.22207694,-4.65278831,0.37751088,6.11401395,2.36188124,-1.77918515,-3.42134951,43.61571865,17.27745081,60.89316945
827,16.545,0.46801015,1.77529252,4.36398253,-0.02707121,2.27998928,4.3449808,4.52203894,1.93084184,-1.49187314,0.7996621,-2.50862415,1.02578864,-2.33441031,-4.21302682,-4.58651506,0.52856655,6.07828402,2.29309141,-1.79088226,-3.45812582,43.52444828,17.36872331,60.89317159
828,16.565,0.55411523,1.77182131,4.24387105,-0.32056995,2.37071807,4.38530162,4.54821915,2.1003923,-1.54190298,0.82023718,-2.49293846,1.0327524,-2.42542115,-4.20089524,-4.5134347,0.68549238,6.04249083,2.22353513,-1.78571704,-3.49806714,43.37936154,17.51381239,60.89317393
829,16.585,0.63766304,1.76245486,4.10843111,-0.61630205,2.46181385,4.42896048,4.55873816,2.26452236,-1.59153258,0.84101411,-2.46851916,1.04601831,-2.51490303,-4.18557468,-4.43364017,0.84729627,6.00695872,2.15314523,-1.76500995,-3.5415349,43.19486821,17.69830808,60.8931763
830,16.605,0.7183577,1.74716613,3.9587422,-0.91249952,2.55296407,4.47584114,4.55369557,2.42242428,-1.64058266,0.86212145,-2.43491686,1.06583099,-2.60272317,-4.16697767,-4.34729301,1.01296765,5.97198406,2.08184895,-1.7302279,-3.58872339,42.98553893,17.90763958,60.89317852
831,16.625,0.79592558,1.72596364,3.79595074,-1.20737935,2.64385999,4.52580961,4.53336758,2.57312664,-1.68886565,0.88369228,-2.39175209,1.09239919,-2.68875267,-4.14503703,-4.25461994,1.18148826,5.93783274,2.00957149,-1.68294629,-3.63963473,42.76508894,18.12809147,60.89318041
832,16.645,0.87011657,1.69889158,3.62125651,-1.4991586,2.7341999,4.57871073,4.49817481,2.71548087,-1.7361871,0.9058635,-2.33871784,1.12589591,-2.7728678,-4.11970595,-4.15590871,1.35184276,5.90473843,1.93624013,-1.62480478,-3.69406095,42.54538193,18.3477999,60.89318183
833,16.665,0.94070493,1.66602968,3.43589967,-1.7860701,2.82369162,4.63436454,4.44864399,2.84815908,-1.78234716,0.92877511,-2.27558098,1.16645785,-2.85495114,-4.09095779,-4.05150346,1.52302896,5.87290175,1.86178847,-1.55745922,-3.75157579,42.33554339,18.55763925,60.89318265
834,16.685,1.00749008,1.6274927,3.2411489,-2.06637872,2.91205424,4.69256283,4.38536661,2.96966511,-1.82714208,0.95256947,-2.20218305,1.2141841,-2.93489269,-4.05878577,-3.94179964,1.6940677,5.84249046,1.78616078,-1.48253284,-3.8115382,42.14127422,18.75190857,60.89318279
835,16.705,1.07029697,1.58342967,3.03829058,-2.33839772,2.99901897,4.75306597,4.30895863,3.07835928,-1.87036568,0.97739052,-2.11844028,1.26913421,-3.01259082,-4.02320237,-3.82723847,1.8640123,5.81364055,1.70931621,-1.40157047,-3.87310806,41.96444337,18.92873888,60.89318224
836,16.725,1.1289764,1.53402272,2.82861917,-2.60050492,3.0843293,4.8156004,4.22002482,3.17249567,-1.91181082,1.003383,-2.02434333,1.33132559,-3.08795312,-3.98423859,-3.70830126,2.03195739,5.78645825,1.63123247,-1.31599941,-3.93527374,41.80301356,19.0901675,60.89318106
837,16.745,1.18340504,1.47948566,2.61342864,-2.85115843,3.16774045,4.87985699,4.11913122,3.25026986,-1.95127097,1.03069153,-1.91995657,1.40073057,-3.16089719,-3.94194307,-3.58550334,2.19704724,5.76102267,1.5519089,-1.22709995,-3.99688923,41.65131888,19.24186046,60.89317934
838,16.765,1.23348539,1.4200622,2.39400495,-3.08891159,3.24901842,4.94549035,4.00678771,3.30987318,-1.98854156,1.0594597,-1.80541721,1.47727306,-3.23135119,-3.89638101,-3.45938795,2.35848332,5.73738893,1.47136877,-1.1359875,-4.05671797,41.50067327,19.39250398,60.89317725
839,16.785,1.27914554,1.35602391,2.17161933,-3.31242666,3.3279388,5.01211938,3.88344147,3.3495498,-2.02342151,1.08982908,-1.6809342,1.56082508,-3.2992544,-3.84763294,-3.33051994,2.51553119,5.71559157,1.38966058,-1.04360666,-4.11347942,41.34025264,19.55292233,60.89317497
840,16.805,1.32033879,1.28766793,1.94752226,-3.52048717,3.4042855,5.07932884,3.7494807,3.36765226,-2.05571464,1.12193811,-1.54678712,1.65120337,-3.36455754,-3.79579338,-3.19947951,2.66752656,5.69564789,1.3068585,-0.95073632,-4.16589502,41.1581655,19.7350072,60.89317271
841,16.825,1.3570432,1.21531444,1.72293781,-3.71200871,3.47784972,5.14667206,3.60524662,3.36269228,-2.08523104,1.15592101,-1.40332484,1.74816612,-3.42722305,-3.74096941,-3.0668558,2.8138805,5.67756117,1.22306191,-0.85800379,-4.21273019,40.94261273,19.95055793,60.89317066
842,16.845,1.389261,1.13930387,1.49905843,-3.88604781,3.54842913,5.21367456,3.45105157,3.33338433,-2.11178845,1.19190654,-1.25096421,1.85141018,-3.48722518,-3.68327908,-2.93324066,2.95408375,5.6613235,1.13839411,-0.76590513,-4.25283045,40.68303601,20.21013299,60.893169
843,16.865,1.41701792,1.05999411,1.27703976,-4.04180902,3.61582756,5.27983849,3.28720024,3.27868042,-2.13521363,1.23001676,-1.09018852,1.96056881,-3.54455,-3.62284981,-2.79922241,3.08771012,5.64691814,1.05300046,-0.67482907,-4.28515033,40.37116504,20.52200284,60.89316788
844,16.885,1.44036238,0.97775737,1.05799552,-4.17865009,3.67985504,5.34464761,3.11401183,3.19779597,-2.15534366,1.27036577,-0.92154592,2.07521009,-3.59919525,-3.5598167,-2.66537972,3.21441884,5.63432148,0.96704595,-0.58508171,-4.30877482,40.00189112,20.89127629,60.89316741
845,16.905,1.45936463,0.89297719,0.84299239,-4.29608519,3.74032829,5.40757281,2.93184101,3.09022684,-2.1720272,1.31305833,-0.74564758,2.1948362,-3.6511701,-3.49432077,-2.53227571,3.33395596,5.62350439,0.88071244,-0.49691011,-4.32293381,39.57391648,21.31925118,60.89316766
846,16.925,1.47411571,0.80604523,0.63304484,-4.39378637,3.79707165,5.46807774,2.74109631,2.95575843,-2.18512577,1.35818863,-0.56316571,2.31888364,-3.7004948,-3.42650728,-2.40045217,3.4461547,5.61443321,0.79419568,-0.41052327,-4.32701039,39.09014968,21.80301897,60.89316865
847,16.945,1.48472642,0.71735813,0.42910991,-4.47158322,3.84991828,5.52562472,2.54225514,2.79446798,-2.1945149,1.40583892,-0.37483134,2.44672444,-3.74720014,-3.35652394,-2.27042409,3.55093477,5.60707033,0.70770217,-0.32610962,-4.32054398,38.55783722,22.33533313,60.89317035
848,16.965,1.49132605,0.62731439,0.23208213,-4.52946092,3.8987117,5.57968046,2.33587488,2.60672108,-2.20008533,1.45607826,-0.18143179,2.5776685,-3.79132692,-3.28451921,-2.1426745,3.64830069,5.60137449,0.6214461,-0.24385072,-4.30322935,37.98843745,22.90473526,60.89317271
849,16.985,1.49406115,0.53631128,0.0427884,-4.5675568,3.94330741,5.62972186,2.12260033,2.3931634,-2.20174407,1.50896133,0.01619206,2.71096692,-3.83292524,-3.21064066,-2.01764961,3.73833902,5.59730075,0.5356462,-0.16393118,-4.27491254,37.39725613,23.4959195,60.89317563
850,17.005,1.49309406,0.44474181,-0.13801677,-4.58615554,3.98357474,5.67524138,1.90316737,2.15470873,-2.19941547,1.56452726,0.21714886,2.84581664,-3.87205373,-3.1350333,-1.89575439,3.82121465,5.5948004,0.45052285,-0.08654507,-4.23558449,36.80287258,24.0903064,60.89317898
851,17.025,1.48860145,0.35299191,-0.30965575,-4.58568311,4.01939863,5.71575235,1.6784035,1.89252379,-2.19304218,1.62279865,0.42050023,2.98136602,-3.90877864,-3.05783813,-1.77734868,3.89716619,5.59382073,0.36629522,-0.0118993,-4.1853729,36.22639262,24.66679001,60.89318263
852,17.045,1.48077277,0.26143761,-0.47153184,-4.5666996,4.0506815,5.7507938,1.44922552,1.60801064,-2.18258606,1.68378062,0.62526441,3.11672163,-3.94317296,-2.97919067,-1.66274371,3.96650037,5.59430474,0.28317864,0.05978562,-4.12453305,35.6905693,25.20261711,60.89318641
853,17.065,1.46980853,0.17044249,-0.62313275,-4.5298911,4.07734494,5.779935,1.21663476,1.30278703,-2.16802899,1.74746007,0.83042045,3.25095605,-3.9753154,-2.89921968,-1.55219934,4.02958567,5.59619092,0.20138212,0.12827688,-4.05343765,35.21883527,25.67435489,60.89319016
854,17.085,1.45591864,0.08035519,-0.76403341,-4.47606066,4.09933136,5.80277957,0.98171044,0.978665,-2.14937365,1.81380508,1.03491265,3.38311671,-4.00528932,-2.818046,-1.44592189,4.08684526,5.59941297,0.12110616,0.19333222,-3.97256631,34.8342921,26.05890162,60.89319372
855,17.105,1.4393206,-0.00849278,-0.89389802,-4.40611853,4.11660547,5.81896909,0.74560134,0.6376281,-2.12664411,1.88276451,1.23765537,3.5122357,-4.03318167,-2.7357815,-1.34406271,4.13874921,5.60389971,0.04254067,0.25470402,-3.88249448,34.55870134,26.33449559,60.89319694
856,17.125,1.42023776,-0.09578909,-1.0124813,-4.32107168,4.12915556,5.82818635,0.50951626,0.28180738,-2.09988644,1.95426781,1.43753838,3.63734036,-4.05908186,-2.65252827,-1.24671748,4.18580633,5.60957498,-0.03413681,0.31214414,-3.78388239,34.4115208,26.48167886,60.89319966
857,17.145,1.39889742,-0.18124245,-1.1196288,-4.22201287,4.13699464,5.83015803,0.27471343,-0.08654366,-2.0691691,2.028225,1.63343243,3.75746483,-4.08308066,-2.5683779,-1.15392635,4.22855544,5.61635771,-0.1087627,0.3654093,-3.67746374,34.40902637,26.4841754,60.89320177
858,17.165,1.3755291,-0.26458417,-1.21527637,-4.1101092,4.14016124,5.82465689,0.04248926,-0.46507499,-2.03458327,2.10452698,1.8241954,3.87166213,-4.10526911,-2.48341097,-1.06567488,4.26755658,5.62416204,-0.18118873,0.4142666,-3.56403451,34.56355591,26.32964727,60.89320317
859,17.185,1.35036269,-0.34556956,-1.29944861,-3.9865904,4.13872015,5.81150342,-0.18583352,-0.85136674,-1.99624304,2.18304598,2.00867877,3.979017,-4.12573741,-2.39769675,-0.98189577,4.30338198,5.63289762,-0.25128308,0.45849914,-3.44444184,34.88290632,26.01029748,60.8932038
860,17.205,1.32362675,-0.42397905,-1.37225645,-3.85273686,4.13276274,5.79056699,-0.40891805,-1.24295644,-1.95428551,2.26363636,2.18573459,4.0786592,-4.14457391,-2.31129299,-0.9024715,4.33660719,5.64246995,-0.31893131,0.49791141,-3.31957309,35.36990913,25.52329449,60.89320362
861,17.225,1.29554674,-0.49961908,-1.43389382,-3.70986765,4.12240716,5.76176641,-0.62542582,-1.63736676,-1.90887064,2.34613564,2.35422289,4.16977725,-4.16186415,-2.22424596,-0.82723764,4.3678023,5.65278089,-0.38403701,0.5323344,-3.19034515,36.02220287,24.87099975,60.89320263
862,17.245,1.26634348,-0.57232275,-1.48463359,-3.55932854,4.10779827,5.72506996,-0.8340292,-2.03213351,-1.86018105,2.43036583,2.51301949,4.25163255,-4.17768992,-2.13659069,-0.75598697,4.39752363,5.66372922,-0.44652235,0.56163027,-3.05769413,36.83221322,24.06098763,60.89320085
863,17.265,1.23623157,-0.64195026,-1.52482257,-3.4024802,4.08910724,5.68049482,-1.03342422,-2.4248339,-1.80842163,2.51613499,2.66102442,4.32357363,-4.19212849,-2.04835125,-0.68847419,4.4263058,5.67521131,-0.5063283,0.58569656,-2.92256532,37.78734428,23.10585408,60.89319836
864,17.285,1.20541799,-0.70838907,-1.55487612,-3.24068668,4.06653098,5.62810601,-1.22234322,-2.81311468,-1.75381894,2.60323916,2.7971708,4.38505066,-4.2052519,-1.95954133,-0.62442124,4.45465447,5.68712187,-0.56341477,0.60446977,-2.78590377,38.87037632,22.02281893,60.89319525
865,17.305,1.17410076,-0.77155387,-1.575272,-3.07530433,4.04029129,5.56801465,-1.39956772,-3.19472015,-1.69662048,2.69146452,2.92043436,4.4356299,-4.21712632,-1.87016482,-0.56352302,4.48303981,5.69935475,-0.61776048,0.61792837,-2.64864524,40.06005795,20.83313369,60.89319164
866,17.325,1.1424678,-0.83138629,-1.58654392,-2.90767118,4.01063375,5.5003758,-1.5639414,-3.56751978,-1.63709371,2.78058984,3.02984365,4.47500807,-4.22781163,-1.78021663,-0.50545345,4.51189075,5.71180381,-0.66936272,0.62609513,-2.51170786,41.33187302,19.56131467,60.89318769
867,17.345,1.11069581,-0.88785447,-1.58927487,-2.73909701,3.9778263,5.42538562,-1.71438331,-3.92953517,-1.57552492,2.87038926,3.12449116,4.5030264,-4.23736101,-1.68968354,-0.44987174,4.54159011,5.72436381,-0.71823688,0.62903876,-2.37598434,42.65895613,18.23422744,60.89318357
868,17.365,1.07894945,-0.94095238,-1.58409012,-2.57085396,3.94215768,5.34327812,-1.84990157,-4.27896604,-1.51221778,2.96063531,3.20354541,4.51968426,-4.24582072,-1.59854516,-0.39642862,4.57247067,5.73693138,-0.76441589,0.6268749,-2.24233494,44.01312431,16.88005514,60.89317945
869,17.385,1.04738046,-0.99069899,-1.57165045,-2.40416809,3.90393542,5.25432134,-1.96960777,-4.61421483,-1.44749175,3.05110218,3.26626442,4.52515186,-4.25323004,-1.50677498,-0.34477261,4.60481224,5.74940591,-0.80794954,0.61976641,-2.11158118,45.36598726,15.52718827,60.89317553
870,17.405,1.0161271,-1.03713727,-1.55264526,-2.24021157,3.86348367,5.15881302,-2.07273241,-4.93390949,-1.3816801,3.14156927,3.31201069,4.51978179,-4.2596212,-1.41434145,-0.29455592,4.63883958,5.76169054,-0.84890358,0.60792291,-1.9845003,46.69009373,14.20307828,60.893172
871,17.425,0.98531358,-1.08033301,-1.52778615,-2.08009581,3.82114064,5.05707594,-2.15864164,-5.23692364,-1.31512766,3.23182496,3.34026812,4.5041187,-4.26501959,-1.32120906,-0.24544014,4.67472139,5.77369303,-0.88735883,0.59159981,-1.86182064,47.9600679,12.93310114,60.89316904
872,17.445,0.95504974,-1.1203736,-1.49780066,-1.92486541,3.77725571,4.94945281,-2.22685586,-5.52239316,-1.24818821,3.32167047,3.35066127,4.47890622,-4.26944397,-1.2273395,-0.19710128,4.71257014,5.78532672,-0.92341018,0.57109654,-1.7442178,49.15368604,11.73948078,60.89316682
873,17.465,0.92543074,-1.1573666,-1.46342663,-1.77549296,3.73218615,4.83630087,-2.27707034,-5.78972817,-1.18122146,3.41092395,3.34297706,4.44509007,-4.27290678,-1.13269278,-0.14923443,4.75244279,5.79651136,-0.95716544,0.54675434,-1.63231172,50.25284047,10.64032499,60.89316546
874,17.485,0.89653692,-1.19143825,-1.42540694,-1.63287471,3.68629336,4.7179864,-2.30917816,-6.03861862,-1.11458957,3.49942443,3.31718927,4.40381572,-4.2754146,-1.0372283,-0.10155757,4.79434229,5.80717389,-0.98874428,0.5189534,-1.52666467,51.24433524,9.64882982,60.89316506
875,17.505,0.86843376,-1.22273195,-1.38448502,-1.49782704,3.63993871,4.59487906,-2.32329532,-6.26903172,-1.04865309,3.58703582,3.27348544,4.35641883,-4.27696863,-0.94090592,-0.05381473,4.8382199,5.81724925,-1.01827701,0.48810962,-1.42777997,52.12045542,8.77271027,60.89316569
876,17.525,0.8411719,-1.25140658,-1.34140084,-1.37108369,3.59347881,4.46734652,-2.31978729,-6.48119886,-0.98376649,3.67365046,3.21229563,4.30440608,-4.27756523,-0.84368699,-0.00577834,4.8839781,5.82668101,-1.04590342,0.45467084,-1.33610163,52.879251,8.01391632,60.89316732
877,17.545,0.81478723,-1.27763486,-1.29688771,-1.25329374,3.54726023,4.33574937,-2.29929573,-6.67558974,-0.92027295,3.7591923,3.13432136,4.24942397,-4.27719649,-0.74553523,0.04274931,4.93147408,5.83542198,-1.07177157,0.41911278,-1.25201457,53.52447838,7.3686915,60.89316988
878,17.565,0.78930107,-1.30160163,-1.25166967,-1.1450202,3.50161373,4.20043674,-2.26276258,-6.85287138,-0.85849868,3.84361924,3.04056217,4.1932133,-4.27585087,-0.64641768,0.09193542,4.98052377,5.84343474,-1.09603667,0.38193466,-1.1758455,54.06515044,6.82802276,60.8931732
879,17.585,0.76472039,-1.32350213,-1.20645947,-1.0467391,3.4568481,4.06174293,-2.21144797,-7.01385083,-0.79874674,3.92692446,2.93233595,4.13754788,-4.27351378,-0.54630541,0.14191692,5.03090615,5.85069204,-1.11885985,0.34365457,-1.1078641,54.51466393,6.37851313,60.89317706
880,17.605,0.74103798,-1.34354025,-1.1619572,-0.95883912,3.41324364,3.9199853,-2.1469368,-7.15940166,-0.74129058,4.00913631,2.81128797,4.0841574,-4.27016819,-0.44517425,0.1928015,5.08236787,5.85717713,-1.14040711,0.30480454,-1.04828448,54.88950511,6.00367602,60.89318114
881,17.625,0.71823282,-1.36192675,-1.11884926,-0.88162138,3.37104581,3.77546377,-2.07112839,-7.29037729,-0.68636749,4.09031655,2.67938272,4.0346373,-4.26579518,-0.34300538,0.2446694,5.1346279,5.86288403,-1.16084818,0.26592553,-0.99726653,55.20758367,5.6856014,60.89318507
882,17.645,0.69627027,-1.37887758,-1.07780763,-0.81529949,3.33045918,3.62846217,-1.9862037,-7.40751719,-0.63417254,4.17055669,2.5388734,3.99035147,-4.2603745,-0.23978585,0.29757585,5.18738221,5.86781758,-1.18035543,0.22756207,-0.954917,55.48630904,5.40687943,60.89318847
883,17.665,0.6751024,-1.39461205,-1.03948925,-0.75999953,3.29164233,3.47925147,-1.8945669,-7.51135573,-0.58485328,4.24997241,2.39224542,3.95233726,-4.25388501,-0.13550895,0.35155395,5.24030815,5.87199355,-1.19910288,0.19025677,-0.92129015,55.74059338,5.15259762,60.893191
884,17.685,0.65466832,-1.40935113,-1.00453519,-0.71576001,3.25470423,3.32809464,-1.79876155,-7.60214565,-0.53850589,4.32869618,2.2421344,3.92122484,-4.24630512,-0.03017462,0.40661791,5.29306851,5.87543845,-1.21726507,0.15454443,-0.89638769,55.98102155,4.91217082,60.89319237
885,17.705,0.63489447,-1.42331569,-0.97356945,-0.68253154,3.21970242,3.17525286,-1.70136652,-7.67980848,-0.4951732,4.40686853,2.09122376,3.89718302,-4.23761308,0.07621037,0.46276636,5.34531503,5.87818939,-1.23501607,0.12094584,-0.88015802,56.21244845,4.68074399,60.89319244
886,17.725,0.61569499,-1.43672472,-0.94719709,-0.66017638,3.18664347,3.02099234,-1.60488201,-7.74392144,-0.45484481,4.48462856,1.94213223,3.87990145,-4.22778734,0.1836322,0.51998559,5.39669125,5.88029368,-1.25252837,0.08996128,-0.87249488,56.43324767,4.45994352,60.89319119
887,17.745,0.59697216,-1.44979357,-0.92600153,-0.64846772,3.15548566,2.86559097,-1.51161869,-7.79374458,-0.4174595,4.56210453,1.79730442,3.86861295,-4.21680669,0.29206983,0.57825239,5.44683473,5.88180837,-1.26997176,0.06206341,-0.87323537,56.63534022,4.25784857,60.89318879
888,17.765,0.57861679,-1.46273215,-0.91054075,-0.64708904,3.12614375,2.70934415,-1.42360363,-7.82828483,-0.38290972,4.63940526,1.65891798,3.86215337,-4.20465048,0.40149495,0.63753649,5.49537848,5.88279966,-1.28751221,0.03768991,-0.88215798,56.80499877,4.08818673,60.8931855
889,17.785,0.56050887,-1.47574314,-0.90134243,-0.65563357,3.09849538,2.55256888,-1.34251296,-7.84638726,-0.3510476,4.71661303,1.52881744,3.8590497,-4.1912987,0.51187186,0.69780234,5.54195177,5.88334204,-1.30531063,0.01723561,-0.89898064,56.92428786,3.96889381,60.89318167
890,17.805,0.54251817,-1.48902019,-0.8988979,-0.67360428,3.07238852,2.39560604,-1.26963641,-7.84683981,-0.32169201,4.79377842,1.40847976,3.85762329,-4.17673212,0.62315743,0.75901021,5.5861804,5.88351744,-1.3235217,0.00104435,-0.92335959,56.97290323,3.92027444,60.89317767
