,Time,xPosition0,yPosition0,xVelocity0,yVelocity0,xPosition1,yPosition1,xVelocity1,yVelocity1,KineticEnergy,Potential,Energy
0,0.0,0.0,5.0,3.0,0.0,0.0,-5.0,-7.0,0.0,33.5,202.5,236.0
1,0.02,0.05997008,4.99550111,2.9955013,-0.44977809,-0.13994016,-4.99100221,-6.9910026,0.89955619,34.01698768,201.98301137,235.99999905
2,0.04,0.11976032,4.98201771,2.98202079,-0.89822727,-0.27952063,-4.96403543,-6.96404158,1.79645455,35.56182225,200.43817394,235.99999619
3,0.06,0.17919149,4.95958966,2.95960525,-1.34402298,-0.41838297,-4.91917932,-6.9192105,2.68804596,38.11619346,197.88379802,235.99999148
4,0.08,0.23808562,4.92828319,2.92833257,-1.78584935,-0.55617124,-4.85656639,-6.85666514,3.57169869,41.6498337,194.35015126,235.99998496
5,0.1,0.29626661,4.88819075,2.88831169,-2.22240356,-0.69253321,-4.7763815,-6.77662338,4.44480712,46.12088937,189.87908735,235.99997671
6,0.12,0.35356083,4.83943066,2.83968246,-2.65240022,-0.82712167,-4.67886133,-6.67936492,5.30480043,51.47643505,184.5235318,235.99996685
7,0.14,0.40979779,4.78214676,2.78261551,-3.07457566,-0.95959558,-4.56429352,-6.56523103,6.14915132,57.65312483,178.34683066,235.99995549
8,0.16,0.46481068,4.71650789,2.7173121,-3.48769238,-1.08962135,-4.43301577,-6.43462421,6.97538476,64.57797384,171.42196894,235.99994277
9,0.18,0.51843703,4.64270734,2.64400391,-3.89054339,-1.21687407,-4.28541468,-6.28800782,7.78108679,72.16926155,163.83066731,235.99992887
10,0.2,0.57051933,4.56096222,2.56295286,-4.28195671,-1.34103867,-4.12192444,-6.12590571,8.56391341,80.33754746,155.66236648,235.99991394
11,0.22,0.62090559,4.47151267,2.47445092,-4.66079981,-1.46181119,-3.94302535,-5.94890184,9.32159963,88.98678865,147.01310954,235.99989819
12,0.24,0.66944996,4.37462107,2.37881993,-5.02598433,-1.57889991,-3.74924213,-5.75763986,10.05196867,98.01554822,137.9843336,235.99988182
13,0.26,0.71601331,4.27057105,2.27641136,-5.37647078,-1.69202662,-3.54114211,-5.55282272,10.75294157,107.31828304,128.68158201,235.99986505
14,0.28,0.76046387,4.15966655,2.1676061,-5.7112736,-1.80092773,-3.31933309,-5.3352122,11.42254719,116.78669909,119.21314901,235.9998481
15,0.3,0.80267774,4.04223058,2.05281421,-6.02946643,-1.90535548,-3.08446116,-5.10562841,12.05893285,126.31116306,109.68866816,235.99983122
16,0.32,0.84253954,3.91860409,1.93247452,-6.33018791,-2.00507907,-2.83720818,-4.86494903,12.66037581,135.78215911,100.21765552,235.99981463
17,0.34,0.87994293,3.78914452,1.80705408,-6.61264797,-2.09988585,-2.57828904,-4.61410815,13.22529593,145.09178079,90.9080178,235.99979859
18,0.36,0.91479119,3.65422436,1.67704721,-6.87613486,-2.18958239,-2.30844872,-4.35409441,13.75226973,154.13524844,81.86453492,235.99978336
